Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
CHEVROLET Silverado 35,6,,,4WD,Gasoline,FA,HDV,8GMXK06.0389,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,FA,HDV,8GMXK06.0396,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,2WD,Gasoline,CA,L2,8GMXK06.0389,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,CA,L2,8GMXK06.0389,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,15/20,12/16,12.2796,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,14/19,12/16,12.0394,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT05.3380,SUV,7,Drv,14,20,16,16.4338,4,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT06.0383,SUV,7,Drv,12,17,14,14.3035,2,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT06.0383,SUV,7,Drv,12,17,14,14.024,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,15/20,12/16,12.2796,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,14/19,12/16,12.0394,6/4,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,17,14,14.3035,2,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,17,14,14.024,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT05.3379,SUV,3,Drv,14,20,16,16.4338,4,no
CHEVROLET Suburban 2500,6,,,2WD,Gasoline,FC,B8,8GMXT06.2394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,4WD,Gasoline,FC,B8,8GMXT06.2394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6.2,,,2WD,Gasoline,FC,B8,8GMXT06.2394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6.2,,,4WD,Gasoline,FC,B8,8GMXT06.2394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,15/20,12/16,12.2796,6/4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,14/19,12/16,12.0394,6/4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT05.3380,SUV,7,Drv,14,20,16,16.4338,4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,15/20,12/16,12.2796,6/4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,14/19,12/16,12.0394,6/4,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,SUV,6,Drv,14,19,16,15.678,4,no
CHEVROLET Tahoe 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,19,14,18.4658,2,no
CHEVROLET Tahoe 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT06.2382,SUV,6,Drv,12,19,14,18.4658,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT05.3379,SUV,3,Drv,14,20,16,16.4338,4,no
CHEVROLET Tahoe 1500 Hybrid,6,(8 cyl),Auto-AV,2WD,Gasoline,FA,B5,8GMXT06.0392,SUV,6,Drv,21,22,21,28.2089,6,no
CHEVROLET Tahoe 1500 Hybrid,6,(8 cyl),Auto-AV,4WD,Gasoline,FA,B5,8GMXT06.0392,SUV,6,Drv,20,20,20,26.3231,6,no
CHEVROLET Tahoe 1500 Hybrid,6,(8 cyl),Auto-AV,2WD,Gasoline,CA,L2,8GMXT06.0392,SUV,6,Drv,21,22,21,28.2089,6,no
CHEVROLET Tahoe 1500 Hybrid,6,(8 cyl),Auto-AV,4WD,Gasoline,CA,L2,8GMXT06.0392,SUV,6,Drv,20,20,20,26.3231,6,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT04.2186,SUV,7,Drv,14,20,16,16.4085,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT04.2186,SUV,7,Drv,14,20,16,16.0009,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.2185,SUV,6,Drv,14,20,16,16.4085,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT04.2185,SUV,6,Drv,14,20,16,16.0009,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,14,20,17,16.5272,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,13,19,16,15.5346,4,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,12,16,14,13.7138,2,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,12,16,13,13.1897,1,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,14,20,17,16.5272,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,13,19,16,15.5346,4,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,12,16,14,13.7138,2,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,12,16,13,13.1897,1,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT03.9140,minivan,6/6,Drv,12/16,17/23,14/19,13.7631,7/5,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.9142,minivan,6,Drv,16,23,19,18.6547,5,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXB03.9142,minivan,6,Drv,16,23,19,18.6547,5,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8375,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8375,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,van,6/6,Drv,10/13,12/17,11/15,10.8163,5/3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT04.3186,van,6,Drv,15,20,17,16.8172,4,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,12,16,14,13.8612,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,13,17,15,14.8322,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXT05.3384,van,6,Drv,14,18,15,15.2051,3,no
CHEVROLET Van 3500,6,,,,Gasoline,FC,B8,8GMXT06.2394,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6.2,,,,Gasoline,FC,B8,8GMXT06.2394,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,FA,HDV,8GMXK06.0389,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,FA,HDV,8GMXK06.0396,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,CA,L2,8GMXK06.0389,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,CA,L2,8GMXK06.0396,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,FA,HDV,8GMXK06.0389,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,FA,HDV,8GMXK06.0396,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,CA,L2,8GMXK06.0389,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,CA,L2,8GMXK06.0396,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,8CRXV0215M80,large car,7,Drv,15,22,18,22.7969,5,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8CRXV0215M80,large car,7,Drv,17,24,20,25.3086,6,yes
CHRYSLER 300,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0215M80,large car,7,Drv,17,24,20,25.8136,6,yes
CHRYSLER 300,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,B4,8CRXV05.7MD0,large car,7,Drv,15,22,18,23.0671,5,no
CHRYSLER 300,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,B4,8CRXV05.7MD0,large car,7,Drv,15,23,18,23.4146,5,no
CHRYSLER 300,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.7ME0,large car,6,Drv,18,26,21,27.5143,6,no
CHRYSLER 300,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.7ME0,large car,6,Drv,18,26,21,27.5143,6,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXV03.5ME0,large car,6,Drv,15,22,18,22.7969,5,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXV03.5ME0,large car,6,Drv,17,24,20,25.3086,6,no
CHRYSLER 300,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV03.5ME0,large car,6,Drv,17,24,20,25.8136,6,no
CHRYSLER 300,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXV06.1ME0,large car,6,Drv,13,18,15,19.0126,3,no
CHRYSLER 300,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXV06.1ME0,large car,6,Drv,13,18,15,19.0126,3,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,U2,8CRXT0287P80,SUV,7,Drv,14,19,15,19.7972,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,12/19,10/15,12.9,4/3,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/13,12/17,10/15,12.9,4/3,no
CHRYSLER Crossfire,3.2,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8CRXV03.2ME0,small car,6,Drv,15,23,18,23.1781,5,no
CHRYSLER Crossfire,3.2,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXV03.2ME0,small car,6,Drv,19,25,21,27.612,6,no
CHRYSLER Crossfire,3.2,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8CRXV03.2ME0,small car,6,Drv,15,23,18,23.1781,5,no
CHRYSLER Crossfire,3.2,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXV03.2ME0,small car,6,Drv,19,25,21,27.612,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0148M80,SUV,7,Drv,18,24,21,26.9473,6,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0148M80,SUV,7,Drv,19,24,21,27.4701,6,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8CRXV0148M80,SUV,7,Drv,20,25,22,28.8024,6,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.4ME1,SUV,6,Drv,18,24,21,26.9473,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.4ME3,SUV,6,Drv,19,24,21,27.4701,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXV02.4ME1,SUV,6,Drv,20,25,22,28.8024,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXV02.4ME3,SUV,6,Drv,21,26,23,30.2881,7,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.4ME1,SUV,6,Drv,18,24,21,26.9473,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.4ME3,SUV,6,Drv,19,24,21,27.4701,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8CRXV02.4ME1,SUV,6,Drv,20,25,22,28.8024,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8CRXV02.4ME3,SUV,6,Drv,21,26,23,30.2881,7,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0148M80,small car,7,Drv,18,24,21,26.9473,6,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0148M80,small car,7,Drv,19,24,21,27.4701,6,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8CRXV0148M80,small car,7,Drv,20,25,22,28.8024,6,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.4ME1,small car,6,Drv,18,24,21,26.9473,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.4ME3,small car,6,Drv,19,24,21,27.4701,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXV02.4ME1,small car,6,Drv,20,25,22,28.8024,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXV02.4ME3,small car,6,Drv,21,26,23,30.2881,7,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.4ME1,small car,6,Drv,18,24,21,26.9473,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.4ME3,small car,6,Drv,19,24,21,27.4701,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8CRXV02.4ME1,small car,6,Drv,20,25,22,28.8024,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8CRXV02.4ME3,small car,6,Drv,21,26,23,30.2881,7,yes
CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0231N80,SUV,7,Drv,15,22,18,22.8316,5,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXB0241M80,SUV,7,Drv,15,23,17,22.3852,4,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8CRXB0241M80,SUV,7,Drv,14,22,17,21.6076,4,no
CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.8NE0,SUV,6,Drv,15,22,18,22.8316,5,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8CRXB04.0ME0,SUV,6,Drv,15,23,17,22.3852,4,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8CRXB04.0ME0,SUV,6,Drv,14,22,17,21.6076,4,no
CHRYSLER SRT-8,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8CRXV0215M80,large car,7,Drv,17,24,20,25.3086,6,yes
CHRYSLER SRT-8,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXV0215M80,large car,7,Drv,17,24,20,25.8136,6,yes
CHRYSLER SRT-8,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,B4,8CRXV05.7MD0,large car,7,Drv,15,23,18,23.4146,5,no
CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV02.7ME0,large car,6,Drv,18,26,21,27.5143,6,no
CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV02.7ME0,large car,6,Drv,18,26,21,27.5143,6,no
CHRYSLER SRT-8,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXV03.5ME0,large car,6,Drv,17,24,20,25.3086,6,no
CHRYSLER SRT-8,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXV03.5ME0,large car,6,Drv,17,24,20,25.8136,6,no
CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXV06.1ME0,large car,6,Drv,13,18,15,19.0126,3,no
CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXV06.1ME0,large car,6,Drv,13,18,15,19.0126,3,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXB0144M80,midsize car,7,Drv,21,30,24,32.0128,7,yes
CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8CRXB0241M80,midsize car,7,Drv,15,24,18,23.4603,5,no
CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXB0241M80,midsize car,7,Drv,16,26,19,25.1493,5,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXB02.4ME0,midsize car,6,Drv,21,30,24,32.0128,7,yes
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXB02.4ME0,midsize car,6,Drv,21,30,24,32.0128,7,yes
CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV0167M70,midsize car,6,Drv,19,27,22,29.0052,6,no
CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8CRXB04.0ME0,midsize car,6,Drv,15,24,18,23.4603,5,no
CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8CRXB04.0ME0,midsize car,6,Drv,16,26,19,25.1493,5,no
CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,8CRXV02.7MHP,midsize car,3/3,Drv,13/19,20/27,16/22,20.5206,8/6,no
CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXB0144M80,small car,7,Drv,20,29,23,30.3388,7,yes
CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXB0241M80,small car,7,Drv,16,26,19,25.1493,5,no
CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXB02.4ME0,small car,6,Drv,20,29,23,30.3388,7,yes
CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXB02.4ME0,small car,6,Drv,20,29,23,30.3388,7,yes
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV0167M70,small car,6,Drv,18,26,21,27.2011,6,no
CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8CRXB04.0ME0,small car,6,Drv,16,26,19,25.1493,5,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,8CRXV02.7MHP,small car,3/3,Drv,13/18,19/26,15/21,19.2186,7/6,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0231N80,minivan,7,Drv,17,24,19,24.9766,5,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXT0231N80,minivan,7,Drv,16,23,18,23.7952,5,no
CHRYSLER Town & Country,4,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXB0241M80,minivan,7,Drv,16,23,18,25.9596,5,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,ethanol,FC,B5,8CRXT03.3NEP,minivan,6,Drv,11,17,13,17.1283,6,no
CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.8NE0,minivan,6,Drv,17,24,19,24.9766,5,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8CRXT03.8NE0,minivan,6,Drv,16,23,18,23.7952,5,no
CHRYSLER Town & Country,4,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8CRXB04.0ME0,minivan,6,Drv,16,23,18,25.9596,5,no
DODGE 3500,3.5,,,,Gasoline,FA,HDV,8MBXT03.5L2A,special purpose,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE 3500,3.5,,,,Gasoline,CA,LEV,8MBXT03.5L2A,special purpose,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXB0144M80,midsize car,7,Drv,21,30,24,32.0128,7,yes
DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8CRXB0241M80,midsize car,7,Drv,15,24,18,23.4603,5,no
DODGE Avenger,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8CRXB0241M80,midsize car,7,Drv,16,26,19,25.1493,5,no
DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXB02.4ME0,midsize car,6,Drv,21,30,24,32.0128,7,yes
DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXB02.4ME0,midsize car,6,Drv,21,30,24,32.0128,7,yes
DODGE Avenger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXV0167M70,midsize car,6,Drv,19,27,22,29.0052,6,no
DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8CRXB04.0ME0,midsize car,6,Drv,15,24,18,23.4603,5,no
