temperature,humidity,windspeed,rentals
58.631,0.269360559,4.184854617,6269
46.6459718,0.316294737,7.562136671,4094
42.0635282,0.184849487,4.315741194,5495
44.8130282,0.247264839,4.432981363,5445
46.787,0.224246633,4.918860725,5698
45.095,0.210626608,4.613491104,5629
46.5755,0.315005907,6.006960115,4669
49.8184718,0.239421297,5.206631566,5499
49.2545282,0.31141021,4.339215257,5634
47.4919718,0.341854614,5.661207786,5146
46.364,0.700102624,11.95318563,2425
48.7609718,0.480367886,9.06605568,3910
41.1469718,0.465973578,12.62856161,2277
38.3974718,0.560622215,11.31688303,2424
44.1079718,0.350637694,5.751516232,5087
42.2750282,0.354388062,6.159534801,3959
42.6980282,0.213428556,5.309493959,5260
41.361602,0.251358542,4.555912621,5323
42.8389718,0.258487299,3.34339788,5668
42.8389718,0.317018712,3.284364542,5191
46.9985,0.385643614,5.171383848,4649
55.8815,0.3026484,3.570369286,6234
57.8554718,0.219386471,3.326103627,6606
54.6829718,0.204041183,6.588782745,5729
39.2434718,0.187163872,4.392387002,5375
44.7424718,0.314755322,4.367127923,5008
49.8890282,0.312620665,2.911157875,5582
50.1005282,0.572285372,8.403340036,3228
54.4714718,0.354261053,4.598497564,5170
47.4919718,0.178295847,4.970922387,5501
42.7685,0.236457155,4.950855579,5319
42.6274718,0.201645415,4.821540784,5532
41.4290282,0.206497122,3.264510669,5611
45.0245282,0.327730978,5.16593237,5047
48.2675,0.520169023,7.274553475,3786
50.8759718,0.448292718,5.414558556,4585
52.3564718,0.265883422,5.223748938,5557
45.7295,0.259225807,4.973624454,5267
45.518,0.430696088,7.240071999,4128
45.2360282,0.340808437,9.167240124,3623
40.0894718,0.502226938,13.37822622,1749
38.3974718,0.650596533,12.43465704,1787
37.1683184,0.78076349,12.17246598,920
42.2443184,0.762939959,13.30660177,1013
38.1859718,0.702165429,13.22470797,441
39.1025282,0.482493436,10.80122897,2114
39.0319718,0.480433406,8.996300946,3095
39.0319718,0.71772989,11.82942515,1341
39.2434718,0.523038952,12.80531445,1796
35.8594718,0.494807502,9.346849843,2729
