ID,BrandName,ModelNumber,UPC,Configuration,Features,Market,Volume,IMEF,MinimumIMEF,EnergyUse,IWF,MaximumIWF,WaterUse,DateAvailable,DateCertified,Countries,MostEfficient
2310328,Whirlpool,WFW7590F**,8.83049E+11,Front Load,Delayed Start,Residential,4.2,2.92,1.84,87,3.2,4.7,3936,6/1/16,2/5/18,"United States, Canada",No
2310418,Whirlpool,WFW75HEF**,8.83049E+11,Front Load,Delayed Start,Residential,4.5,2.92,1.84,88,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310208,Whirlpool,WFW8540F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,87,3.2,4.7,4210,7/11/16,2/5/18,"United States, Canada",No
2310207,Whirlpool,WFW85HEF**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,87,3.2,4.7,4210,7/11/16,2/5/18,"United States, Canada",No
2310296,Whirlpool,WFW90HEF**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310405,Whirlpool,WFW9290F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.2,2.92,1.84,89,3.2,4.7,3936,6/1/16,2/5/18,"United States, Canada",No
2310327,Whirlpool,WFW92HEF**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310416,Whirlpool,WFW92HEF**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310408,Whirlpool,WTW7000D**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,4.8,2.06,1.29,169,4.3,8.4,6076,6/1/16,2/5/18,"United States, Canada",No
2310395,Whirlpool,WTW7040D**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,4.8,2.06,1.29,169,4.3,8.4,6076,6/1/16,2/5/18,"United States, Canada",No
2346209,Whirlpool,WTW7120H**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,263,4.3,8.4,6761,1/1/20,9/11/19,"United States, Canada",No
2310407,Whirlpool,WTW7300D**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,4.8,2.06,1.29,169,4.3,8.4,6076,6/1/16,2/5/18,"United States, Canada",No
2309992,Whirlpool,WTW7500G**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,4.8,2.06,1.29,212,4.3,8.4,6076,9/1/17,2/5/18,"United States, Canada",No
2310404,Whirlpool,WTW8000D**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,196,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2310393,Whirlpool,WTW8000D*+,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,196,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2310396,Whirlpool,WTW8040D**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,196,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2346210,Whirlpool,WTW8120H**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,260,4.3,8.4,6761,1/1/20,9/11/19,"United States, Canada",No
2310391,Whirlpool,WTW8510F**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,5.3,2.06,1.29,194,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2307388,Whirlpool,WTW8700E**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,251,4.3,8.4,6698,6/1/16,12/5/17,"United States, Canada",No
2310474,LG,WM5005H*A,1,Front Load,"Steam Cycle,Sanitize Option",Residential,4.5,2.92,1.84,105,2.8,4.7,3676,5/24/17,2/8/18,"United States, Canada",No
2310481,LG,WM8100H*A,1,Front Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.92,1.84,120,3.2,4.7,4880,5/2/16,2/8/18,"United States, Canada",Yes
2310504,LG,WM9000H*A,1,Front Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.92,1.84,120,3.2,4.7,4880,6/29/15,2/9/18,"United States, Canada",Yes
2310479,LG,WM9500H*A,1,Front Load,"Steam Cycle,Sanitize Option",Residential,5.8,3.1,1.84,120,2.7,4.7,4588,6/26/16,2/8/18,"United States, Canada",Yes
2310494,LG,WT1150C*,1,Top Load,None,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,9/30/16,2/9/18,"United States, Canada",No
2310503,LG,WT1501C*,1,Top Load,None,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,6/29/15,2/9/18,"United States, Canada",No
2310493,LG,WT1901C*,1,Top Load,None,Residential,5,2.38,1.29,130,3.7,8.4,5479,12/22/16,2/9/18,"United States, Canada",No
2310495,LG,WT5275C*,1,Top Load,None,Residential,4.5,2.38,1.29,140,3.7,8.4,4901,6/30/16,2/9/18,"United States, Canada",No
2310501,LG,WT5680H*A,1,Top Load,"Steam Cycle,Sanitize Option",Residential,5,2.38,1.29,135,3.7,8.4,5479,2/15/15,2/9/18,"United States, Canada",No
2310477,LG,WT7050C*,1,Top Load,None,Residential,4.5,2.06,1.29,180,4.3,8.4,5696,4/16/17,2/8/18,"United States, Canada",No
2341401,LG,WT7060C*,1,Top Load,None,Residential,4.5,2.06,1.29,220,4.3,8.4,5721,7/22/19,7/18/19,"United States, Canada",No
2308537,LG,WT7100C*,1,Top Load,Delayed Start,Residential,4.5,2.06,1.29,220,4.3,8.4,5721,11/30/17,12/18/17,"United States, Canada",No
2359624,LG,WT7150C*,1,Top Load,None,Residential,5,2.06,1.29,200,4.3,8.4,6292,5/13/20,5/8/20,"United States, Canada",No
2310492,LG,WT7200C*,1,Top Load,None,Residential,5,2.38,1.29,130,3.7,8.4,5479,12/5/16,2/9/18,"United States, Canada",No
2320407,LG,WT7250C*,1,Top Load,None,Residential,5,2.76,1.29,110,3.2,8.4,4720,5/18/18,5/16/18,"United States, Canada",No
2320408,LG,WT7300C*,1,Top Load,None,Residential,5,2.76,1.29,110,3.2,8.4,4720,5/18/18,5/16/18,"United States, Canada",No
2310491,LG,WT7500C*,1,Top Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.38,1.29,130,3.7,8.4,5621,2/15/16,2/9/18,"United States, Canada",No
2310490,LG,WT7600H*A,1,Top Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.38,1.29,130,3.7,8.4,5643,2/15/16,2/9/18,"United States, Canada",No
2310502,LG,WT7700H*A,1,Top Load,"Steam Cycle,Sanitize Option",Residential,5.7,2.76,1.29,150,3.2,8.4,5381,4/21/15,2/9/18,"United States, Canada",No
2335213,LG,WT7710H*A,1,Top Load,"Steam Cycle,Sanitize Option",Residential,5.7,2.76,1.29,150,3.2,8.4,5381,3/26/19,3/26/19,"United States, Canada",No
2334257,LG,WT7800C*,1,Top Load,None,Residential,5.5,2.76,1.29,130,3.2,8.4,5145,3/6/19,3/6/19,"United States, Canada",No
2344732,LG,WT7850H*A,1,Top Load,None,Residential,5.2,2.38,1.29,130,3.7,8.4,5665,8/14/19,8/14/19,"United States, Canada",No
2354284,LG,WT7880H*A,1,Top Load,None,Residential,5.5,2.76,1.29,150,3.2,8.4,5145,1/29/20,1/29/20,"United States, Canada",No
2321577,LG,WT7900H*A,1,Top Load,None,Residential,5.5,2.76,1.29,150,3.2,8.4,5145,7/3/18,6/25/18,"United States, Canada",No
2335028,Magic Chef,MCSFLW27S,6.65679E+11,Front Load,Delayed Start,Residential,2.7,2.76,1.84,75,3.2,4.7,2549,1/11/19,3/13/19,United States,No
2335029,Magic Chef,MCSFLW27W,6.65679E+11,Front Load,Delayed Start,Residential,2.7,2.76,1.84,75,3.2,4.7,2549,1/11/19,3/13/19,United States,No
2310325,Maytag,MHW3500F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,87,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310417,Maytag,MHW3500F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,87,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2310294,Maytag,MHW3505F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.4,2.92,1.84,88,3.2,4.7,4116,6/1/16,2/5/18,"United States, Canada",No
2310290,Maytag,MHW5500F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2331769,Maytag,MHW5630H**,8.83049E+11,Front Load,"Anti-Wrinkle,Other,Delayed Start",Residential,4.5,2.76,1.84,128,3.2,4.7,4267,12/3/18,8/24/18,"United States, Canada",No
2331771,Maytag,MHW6630H**,8.83049E+11,Front Load,"Anti-Wrinkle,Other,Sanitize Option,Delayed Start",Residential,4.8,2.76,1.84,143,3.2,4.7,4541,12/3/18,8/24/18,"United States, Canada",No
2310392,Maytag,MHW8150E**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.76,1.84,79,3.2,4.7,4239,6/1/16,2/5/18,"United States, Canada",No
2310293,Maytag,MHW8200F**,8.83049E+11,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,6/1/16,2/5/18,"United States, Canada",No
2331772,Maytag,MHW8630H**,8.83049E+11,Front Load,"Anti-Wrinkle,Other,Sanitize Option,Delayed Start,Steam Cycle",Residential,5,2.76,1.84,159,3.2,4.7,4720,12/3/18,8/24/18,"United States, Canada",No
2345404,Maytag,MVW7230H**,8.83049E+11,Top Load,Other,Residential,5.2,2.06,1.29,260,4.3,8.4,6622,1/1/20,8/23/19,"United States, Canada",No
2345405,Maytag,MVW7232H**,8.8305E+11,Top Load,Other,Residential,5.3,2.06,1.29,270,4.3,8.4,6736,1/1/20,8/23/19,"United States, Canada",No
2345398,Maytag,MVW8230H**,8.83049E+11,Top Load,Other,Residential,5.2,2.06,1.29,260,4.3,8.4,6622,1/1/20,8/23/19,"United States, Canada",No
2310390,Maytag,MVWB755D**,8.83049E+11,Top Load,Other,Residential,4.8,2.06,1.29,160,4.3,8.4,6076,6/1/16,2/5/18,"United States, Canada",No
2310403,Maytag,MVWB835D**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2310409,Maytag,MVWB855D**,8.83049E+11,Top Load,Other,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2310412,Maytag,MVWB865F**,8.83049E+11,Top Load,"Other,Delayed Start",Residential,5.3,2.06,1.29,198,4.3,8.4,6698,6/1/16,2/5/18,"United States, Canada",No
2310288,Maytag,MVWB955F**,8.83049E+11,Top Load,"Other,Steam Cycle",Residential,6.2,2.38,1.29,197,3.7,8.4,6735,6/1/16,2/5/18,"United States, Canada",No
2309397,Maytag,MVWB965H**,8.83049E+11,Top Load,"Steam Cycle,Sanitize Option",Residential,6,2.06,1.29,311,4.3,8.4,7636,4/1/18,12/18/17,"United States, Canada",No
2341456,Midea,MLH52S7AGS,8.10005E+11,Front Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.92,1.84,110,3.2,4.7,4909,8/30/19,7/22/19,"United States, Canada",No
2341457,Midea,MLH52S7AWW,8.10005E+11,Front Load,"Steam Cycle,Sanitize Option",Residential,5.2,2.92,1.84,110,3.2,4.7,4909,8/30/19,7/22/19,"United States, Canada",No
2330886,Miele,WWB020,4.00252E+12,Front Load,"Anti-Wrinkle,Gentle Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.24,1.84,116,3.7,4.7,2467,1/1/19,12/6/18,"United States, Canada",No
2309345,Miele,WWF060,4.00252E+12,Front Load,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,1/1/18,11/25/17,"United States, Canada",No
2309344,Miele,WWH660,4.00252E+12,Front Load,"Anti-Wrinkle,Gentle Cycle,Other,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,1/1/18,11/25/17,"United States, Canada",No
2309343,Miele,WWH860,4.00252E+12,Front Load,"Anti-Wrinkle,Gentle Cycle,Other,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,1/1/18,11/25/17,"United States, Canada",No
2310449,Samsung,WA45H70**A*,8.87277E+11,Top Load,Other,Residential,4.5,2.06,1.29,131,3.8,8.4,5011,4/15/15,3/3/15,"United States, Canada",No
2310450,Samsung,WA45H72**A*,87276857954,Top Load,Other,Residential,4.3,2.06,1.29,131,4,8.4,5050,4/22/15,4/22/15,Canada,No
2310454,Samsung,WA45K71**A*,8.87276E+11,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,1/23/16,1/8/16,"United States, Canada",No
2310453,Samsung,WA45K76**A*,8.87276E+11,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,1/23/16,1/8/16,"United States, Canada",No
2310458,Samsung,WA45M70**A*,8.87276E+12,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,1/1/17,11/23/16,"United States, Canada",No
2320117,Samsung,WA45N71**A*,8.87276E+11,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,6/11/18,4/25/18,"United States, Canada",No
2310438,Samsung,WA48H74**A*,8.87276E+11,Top Load,Other,Residential,4.8,2.21,1.29,145,3.9,8.4,5476,9/15/14,8/1/14,"United States, Canada",No
2310442,Samsung,WA48J770*A*,8.87276E+11,Top Load,Other,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,3/15/15,2/11/15,United States,No
2310443,Samsung,WA48J777*A*,8.87276E+11,Top Load,Other,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,3/15/15,2/11/15,United States,No
2310451,Samsung,WA50K86**A*,8.87276E+11,Top Load,Other,Residential,5,2.38,1.29,120,3.7,8.4,5458,12/20/15,11/30/15,"United States, Canada",No
2310461,Samsung,WA50M74**A*,8.87276E+11,Top Load,Other,Residential,5,2.06,1.29,125,4.3,8.4,6343,2/12/17,12/27/16,"United States, Canada",No
2320118,Samsung,WA50N73**A*,8.87276E+11,Top Load,Other,Residential,5,2.06,1.29,125,4.3,8.4,6343,5/28/18,4/25/18,"United States, Canada",No
2333512,Samsung,WA50R52**A*,8.87276E+11,Top Load,Other,Residential,5,2.06,1.29,120,4.3,8.4,6292,2/1/19,1/16/19,"United States, Canada",No
2333511,Samsung,WA50R54**A*,8.87276E+11,Top Load,Other,Residential,5,2.06,1.29,120,4.3,8.4,6292,2/1/19,1/16/19,"United States, Canada",No
2352575,Samsung,WA50T53**A*,8.87276E+11,Top Load,"Steam Cycle,Other",Residential,5,2.06,1.29,120,4.3,8.4,6292,1/17/20,12/19/19,"United States, Canada",No
2350126,Samsung,WA50T74**A*,8.87276E+11,Top Load,Other,Residential,5,2.06,1.29,125,4.3,8.4,6292,1/3/20,11/14/19,"United States, Canada",No
2310440,Samsung,WA52J806*A*,8.87276E+11,Top Load,Other,Residential,5.2,2.38,1.29,110,3.7,8.4,5632,2/15/15,1/7/15,United States,No
2310441,Samsung,WA52J870*A*,8.87276E+11,Top Load,Other,Residential,5.2,2.28,1.29,165,3.8,8.4,5784,3/30/15,2/3/15,"United States, Canada",No
2310462,Samsung,WA52M77**A*,8.87276E+11,Top Load,Other,Residential,5.2,2.06,1.29,165,4.3,8.4,6596,2/1/17,1/13/17,"United States, Canada",No
2310463,Samsung,WA52M86**A*,8.87276E+11,Top Load,Other,Residential,5.2,2.06,1.29,125,4.3,8.4,6596,2/1/17,1/13/17,"United States, Canada",No
2350127,Samsung,WA52T76**A*,8.87276E+11,Top Load,Other,Residential,5.2,2.06,1.29,165,4.3,8.4,6545,1/3/20,11/14/19,"United States, Canada",No
2310464,Samsung,WA54M87**A*,8.87276E+11,Top Load,Other,Residential,5.4,2.06,1.29,165,4.3,8.4,6850,2/1/17,1/13/17,"United States, Canada",No
2339823,Samsung,WA54R72**A*,8.87276E+11,Top Load,Other,Residential,5.4,2.06,1.29,120,4.3,8.4,6799,7/1/19,6/10/19,"United States, Canada",No
2339822,Samsung,WA54R76**A*,8.87276E+11,Top Load,Other,Residential,5.4,2.06,1.29,165,4.3,8.4,6799,7/1/19,6/10/19,"United States, Canada",No
2310448,Samsung,WA56H90**A*,8.87277E+11,Top Load,Other,Residential,5.6,2.3,1.29,194,4.2,8.4,6889,4/15/15,3/3/15,"United States, Canada",No
2310444,Samsung,WF42H50**A*,8.87277E+11,Front Load,Other,Residential,4.2,2.8,1.84,85,3.2,4.7,3927,4/1/15,2/16/15,"United States, Canada",No
2310445,Samsung,WF45H61**A*,8.87277E+11,Front Load,None,Residential,4.5,2.76,1.84,118,3.2,4.7,4220,4/1/15,2/16/15,"United States, Canada",No
2310446,Samsung,WF45H63**A*,8.87277E+11,Front Load,Other,Residential,4.5,2.8,1.84,110,3,4.7,3956,4/1/15,2/16/15,"United States, Canada",No
2310455,Samsung,WF45K62**A*,8.87276E+11,Front Load,Other,Residential,4.5,2.92,1.84,75,2.9,4.7,3850,2/7/16,1/13/16,"United States, Canada",Yes
2310456,Samsung,WF45K65**A*,8.87276E+11,Front Load,Other,Residential,4.5,2.8,1.84,100,3,4.7,3983,2/7/16,1/13/16,"United States, Canada",No
2310459,Samsung,WF45M51**A*,8.87276E+11,Front Load,Other,Residential,4.5,3,1.84,80,2.9,4.7,3850,1/1/17,11/23/16,"United States, Canada",Yes
2310460,Samsung,WF45M55**A*,8.87276E+11,Front Load,Other,Residential,4.5,2.92,1.84,105,2.9,4.7,3850,1/1/17,11/23/16,"United States, Canada",Yes
2306851,Samsung,WF45N53**A*,8.87276E+11,Front Load,None,Residential,4.5,3,1.84,80,2.9,4.7,3850,3/1/18,11/16/17,"United States, Canada",Yes
2308752,Samsung,WF45N63**A*,8.87276E+11,Front Load,Steam Cycle,Residential,4.5,2.92,1.84,100,3,4.7,3983,2/1/18,12/22/17,"United States, Canada",Yes
2333514,Samsung,WF45R61**A*,8.87276E+11,Front Load,"Steam Cycle,Other",Residential,4.5,2.92,1.84,95,2.9,4.7,3807,2/1/19,1/15/19,"United States, Canada",Yes
2333513,Samsung,WF45R63**A*,8.87276E+11,Front Load,"Other,Steam Cycle",Residential,4.5,2.92,1.84,95,2.9,4.7,3807,2/1/19,1/15/19,"United States, Canada",Yes
2354715,Samsung,WF45T60**A*,8.87276E+11,Front Load,"Steam Cycle,Other",Residential,4.5,2.95,1.84,90,2.9,4.7,3807,2/20/20,2/5/20,"United States, Canada",Yes
2352574,Samsung,WF45T62**A*,8.87276E+11,Front Load,"Steam Cycle,Other",Residential,4.5,2.92,1.84,95,2.9,4.7,3807,2/24/20,12/4/19,"United States, Canada",Yes
2310457,Samsung,WF50K75**A*,8.87276E+11,Front Load,Other,Residential,5,2.92,1.84,105,2.9,4.7,4278,2/14/16,1/25/16,"United States, Canada",Yes
