YYYYMMDD,TIME,TEMP,MIN_TEMP_GROUND,PRESSURE,HUMIDITY,VIEW_RANGE,CLOUD,MIST,RAIN,SNOW,THUNDER,ICE,WEATHER_CODE
20160218,6,3,-57.0,10122,85,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160218,7,2,,10125,84,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160218,8,4,,10129,82,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160218,9,6,,10130,82,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160218,10,14,,10134,80,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160218,11,20,,10136,83,57.0,8.0,0.0,0.0,1.0,0.0,0.0,77.0
20160218,12,23,-3.0,10137,88,56.0,8.0,0.0,1.0,1.0,0.0,0.0,81.0
20160218,13,25,,10136,93,46.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,14,25,,10139,94,46.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160218,15,23,,10143,94,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,16,24,,10147,95,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,17,25,,10149,94,50.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160218,18,22,20.0,10154,94,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,19,20,,10157,96,50.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160218,20,20,,10160,96,38.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160218,21,19,,10163,97,38.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160218,22,18,,10164,98,32.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,23,19,,10165,98,24.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160218,24,18,12.0,10167,98,20.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160219,1,16,,10170,98,13.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160219,2,15,,10169,98,13.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160219,3,6,,10172,99,8.0,8.0,1.0,0.0,0.0,0.0,0.0,34.0
20160219,4,2,,10174,99,2.0,8.0,1.0,0.0,0.0,0.0,0.0,34.0
20160219,5,-9,,10179,98,1.0,7.0,1.0,0.0,0.0,0.0,1.0,35.0
20160219,6,-21,-33.0,10182,99,1.0,7.0,1.0,0.0,0.0,0.0,1.0,35.0
20160219,7,-27,,10185,99,1.0,4.0,1.0,0.0,0.0,0.0,1.0,35.0
20160219,8,-7,,10189,98,31.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
20160219,9,43,,10191,89,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20160219,10,65,,10196,72,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160219,11,72,,10196,69,80.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160219,12,73,-41.0,10193,69,80.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
20160219,13,82,,10189,65,80.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160219,14,80,,10186,59,81.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160219,15,74,,10183,65,80.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160219,16,67,,10178,70,75.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160219,17,64,,10176,73,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160219,18,59,45.0,10175,75,75.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160219,19,55,,10167,76,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160219,20,56,,10158,77,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160219,21,60,,10148,76,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160219,22,61,,10138,75,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160219,23,64,,10129,74,75.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160219,24,55,41.0,10116,84,62.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160220,1,56,,10107,86,63.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160220,2,53,,10092,95,56.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160220,3,59,,10082,94,50.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160220,4,64,,10078,95,36.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160220,5,68,,10079,97,33.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160220,6,78,48.0,10072,96,65.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160220,7,87,,10073,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,8,89,,10076,92,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,9,89,,10082,91,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,10,90,,10086,88,67.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,11,91,,10087,85,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,12,91,75.0,10088,81,67.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,13,91,,10084,85,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,14,84,,10083,90,58.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160220,15,79,,10071,87,59.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160220,16,89,,10071,91,59.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160220,17,91,,10064,94,56.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160220,18,95,73.0,10054,94,62.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160220,19,100,,10052,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,20,102,,10055,92,63.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,21,103,,10059,93,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,22,105,,10061,92,62.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160220,23,104,,10066,93,58.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160220,24,91,88.0,10082,98,43.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160221,1,90,,10088,97,38.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160221,2,90,,10092,98,31.0,8.0,0.0,1.0,0.0,0.0,0.0,53.0
20160221,3,93,,10097,98,41.0,8.0,0.0,1.0,0.0,0.0,0.0,82.0
20160221,4,96,,10098,95,43.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160221,5,101,,10095,92,61.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160221,6,102,86.0,10091,92,62.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160221,7,100,,10098,94,60.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160221,8,104,,10094,92,63.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160221,9,107,,10087,90,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160221,10,107,,10089,91,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160221,11,107,,10089,91,63.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,12,112,96.0,10084,89,66.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160221,13,110,,10078,89,66.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,14,108,,10074,90,66.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,15,105,,10072,91,64.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,16,106,,10069,91,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,17,105,,10068,91,64.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,18,110,102.0,10067,89,63.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,19,111,,10059,89,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,20,110,,10059,89,66.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,21,111,,10056,86,64.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,22,107,,10055,85,62.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,23,106,,10055,87,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160221,24,106,101.0,10050,88,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160222,1,105,,10048,90,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160222,2,105,,10046,90,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160222,3,102,,10043,91,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160222,4,85,,10048,95,35.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160222,5,75,,10054,97,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160222,6,65,64.0,10059,97,59.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160222,7,64,,10060,97,57.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160222,8,65,,10063,97,62.0,8.0,0.0,1.0,0.0,0.0,0.0,51.0
20160222,9,67,,10065,96,56.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160222,10,64,,10070,85,70.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160222,11,58,,10074,83,70.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160222,12,64,57.0,10071,79,75.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160222,13,73,,10071,68,80.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160222,14,73,,10071,64,81.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160222,15,69,,10070,72,75.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0
20160222,16,64,,10073,79,75.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0
20160222,17,67,,10078,73,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,18,65,58.0,10085,73,73.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160222,19,59,,10089,77,71.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,20,64,,10091,78,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,21,61,,10095,82,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,22,57,,10096,84,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,23,56,,10098,83,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160222,24,46,29.0,10099,85,70.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160223,1,44,,10099,84,70.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160223,2,51,,10102,84,70.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160223,3,45,,10101,87,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160223,4,54,,10102,75,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160223,5,42,,10106,83,70.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160223,6,41,14.0,10109,93,65.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160223,7,32,,10111,96,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160223,8,64,,10114,89,69.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160223,9,59,,10121,77,75.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160223,10,58,,10129,82,70.0,7.0,0.0,1.0,0.0,0.0,0.0,81.0
20160223,11,68,,10133,72,75.0,7.0,0.0,1.0,0.0,0.0,0.0,51.0
20160223,12,74,14.0,10139,72,75.0,7.0,0.0,1.0,0.0,0.0,0.0,22.0
20160223,13,56,,10141,82,70.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0
20160223,14,70,,10142,75,70.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0
20160223,15,60,,10148,76,75.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0
20160223,16,55,,10155,78,75.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0
20160223,17,53,,10162,77,75.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160223,18,54,38.0,10171,78,70.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
20160223,19,49,,10178,76,73.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160223,20,46,,10183,78,71.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160223,21,41,,10185,78,75.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160223,22,30,,10187,81,70.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0
20160223,23,23,,10191,87,70.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0
20160223,24,33,11.0,10193,85,70.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0
20160224,1,33,,10194,83,70.0,7.0,0.0,1.0,0.0,0.0,0.0,51.0
20160224,2,16,,10194,87,70.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0
20160224,3,22,,10192,90,70.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0
20160224,4,7,,10189,96,65.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160224,5,3,,10190,97,65.0,3.0,0.0,1.0,0.0,0.0,0.0,22.0
20160224,6,6,-15.0,10188,97,65.0,7.0,0.0,1.0,0.0,0.0,0.0,51.0
20160224,7,-16,,10188,97,58.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0
20160224,8,27,,10189,79,75.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160224,9,41,,10189,83,70.0,7.0,0.0,1.0,0.0,0.0,0.0,22.0
20160224,10,43,,10188,80,75.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160224,11,44,,10186,82,70.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160224,12,64,-30.0,10179,62,82.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0
20160224,13,52,,10172,73,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160224,14,49,,10164,79,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160224,15,53,,10161,70,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160224,16,50,,10159,73,75.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160224,17,33,,10153,78,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160224,18,20,-4.0,10157,90,70.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160224,19,18,,10152,91,65.0,8.0,0.0,1.0,0.0,0.0,0.0,81.0
20160224,20,8,,10152,97,65.0,7.0,0.0,1.0,1.0,0.0,0.0,85.0
20160224,21,4,,10152,98,59.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0
20160224,22,5,,10148,96,63.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160224,23,0,,10144,93,65.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160224,24,-6,-20.0,10143,94,59.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
20160225,1,15,,10141,93,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160225,2,14,,10137,82,70.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160225,3,19,,10134,88,70.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0
20160225,4,17,,10133,87,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160225,5,3,,10132,92,65.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160225,6,17,-18.0,10133,87,70.0,7.0,0.0,1.0,0.0,0.0,0.0,81.0
20160225,7,8,,10133,90,70.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0
20160225,8,25,,10138,86,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160225,9,38,,10140,84,70.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
20160225,10,31,,10145,89,70.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160225,11,16,,10149,93,48.0,8.0,0.0,1.0,1.0,0.0,0.0,68.0
20160225,12,43,-9.0,10145,81,70.0,8.0,0.0,1.0,1.0,0.0,0.0,24.0
20160225,13,49,,10142,77,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160225,14,53,,10142,69,80.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160225,15,45,,10143,80,75.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160225,16,42,,10144,76,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160225,17,24,,10143,89,70.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0
20160225,18,35,11.0,10148,79,75.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0
20160225,19,21,,10151,90,70.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160225,20,16,,10151,89,70.0,5.0,0.0,1.0,0.0,0.0,0.0,22.0
20160225,21,22,,10153,82,70.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0
20160225,22,13,,10155,94,40.0,8.0,0.0,1.0,1.0,0.0,0.0,68.0
20160225,23,12,,10151,94,65.0,8.0,0.0,1.0,1.0,0.0,0.0,57.0
20160225,24,11,-1.0,10152,94,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160226,1,13,,10151,96,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160226,2,12,,10144,95,65.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160226,3,11,,10138,96,65.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160226,4,12,,10135,97,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,5,16,,10133,94,65.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,6,14,5.0,10131,95,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160226,7,15,,10130,96,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160226,8,19,,10133,96,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160226,9,33,,10133,88,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,10,43,,10131,78,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,11,50,,10129,69,80.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,12,57,9.0,10125,59,83.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,13,55,,10120,58,83.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,14,56,,10114,56,82.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,15,56,,10109,58,82.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160226,16,49,,10104,66,79.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160226,17,37,,10103,71,73.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160226,18,22,-1.0,10106,79,68.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160226,19,21,,10107,76,71.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,20,11,,10106,80,70.0,6.0,0.0,0.0,0.0,0.0,0.0,
20160226,21,15,,10105,77,71.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160226,22,24,,10104,75,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,23,25,,10102,73,67.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160226,24,23,-11.0,10102,74,67.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,1,20,,10102,75,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,2,20,,10099,74,68.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,3,18,,10098,76,69.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,4,16,,10098,76,70.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,5,7,,10101,83,62.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,6,11,-2.0,10102,83,61.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160227,7,6,,10107,85,60.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160227,8,16,,10114,80,59.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
20160227,9,31,,10116,74,62.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160227,10,44,,10117,64,69.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160227,11,53,,10118,59,74.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160227,12,56,-2.0,10118,58,73.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160227,13,54,,10117,48,80.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160227,14,57,,10117,55,81.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160227,15,53,,10118,55,82.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160227,16,51,,10118,53,81.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160227,17,39,,10125,61,83.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,18,36,26.0,10135,60,83.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,19,33,,10142,64,83.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,20,22,,10149,69,80.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,21,24,,10151,79,71.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,22,19,,10156,85,66.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,23,16,,10157,86,63.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160227,24,9,-3.0,10162,87,62.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160228,1,-1,,10163,91,58.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,2,4,,10164,90,58.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,3,1,,10166,90,57.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,4,9,,10170,93,50.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,5,8,,10175,94,50.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,6,6,-14.0,10181,94,50.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,7,0,,10190,94,50.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,8,22,,10197,88,57.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0
20160228,9,32,,10203,85,60.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160228,10,45,,10207,76,68.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160228,11,54,,10208,66,80.0,5.0,0.0,0.0,0.0,0.0,0.0,
20160228,12,59,-11.0,10208,65,80.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160228,13,62,,10205,59,82.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160228,14,63,,10205,59,82.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,15,59,,10208,63,83.0,4.0,0.0,0.0,0.0,0.0,0.0,
20160228,16,57,,10212,62,83.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160228,17,47,,10218,61,83.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,18,31,22.0,10227,70,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,19,33,,10235,74,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,20,30,,10242,76,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,21,22,,10247,83,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,22,14,,10247,89,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,23,-1,,10246,94,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160228,24,4,-11.0,10247,94,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,1,1,,10246,94,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,2,-2,,10247,93,65.0,2.0,0.0,0.0,0.0,0.0,0.0,
20160229,3,0,,10247,92,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,4,7,,10244,88,70.0,3.0,0.0,0.0,0.0,0.0,0.0,
20160229,5,-16,,10247,90,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,6,-9,-46.0,10250,93,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,7,6,,10255,88,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,8,13,,10264,90,70.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160229,9,36,,10264,80,75.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160229,10,43,,10261,74,75.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160229,11,47,,10259,68,80.0,7.0,0.0,0.0,0.0,0.0,0.0,
20160229,12,57,-30.0,10256,64,79.0,3.0,0.0,0.0,0.0,0.0,0.0,
20160229,13,53,,10253,65,80.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160229,14,62,,10251,64,80.0,1.0,0.0,0.0,0.0,0.0,0.0,
20160229,15,59,,10252,58,80.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,16,52,,10251,62,80.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,17,37,,10254,69,80.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,18,18,-2.0,10255,76,75.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,19,9,,10255,81,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,20,-9,,10255,89,68.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,21,-22,,10256,93,65.0,0.0,0.0,0.0,0.0,0.0,0.0,
20160229,22,-26,,10253,98,59.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
20160229,23,-30,,10251,98,50.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
20160229,24,-36,-60.0,10245,97,14.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,1,-43,,10242,97,14.0,8.0,1.0,0.0,0.0,0.0,1.0,20.0
20160301,2,-42,,10234,97,39.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,3,-37,,10227,98,22.0,8.0,1.0,0.0,0.0,0.0,1.0,20.0
20160301,4,-29,,10220,98,57.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,5,-6,,10213,86,61.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160301,6,3,-67.0,10201,84,61.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0
20160301,7,9,,10192,82,60.0,8.0,0.0,0.0,0.0,0.0,0.0,
20160301,8,14,,10185,82,59.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,9,24,,10171,82,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,10,29,,10154,85,57.0,8.0,0.0,1.0,0.0,0.0,0.0,57.0
20160301,11,37,,10140,88,56.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160301,12,35,-6.0,10123,92,50.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160301,13,39,,10106,93,56.0,8.0,0.0,1.0,0.0,0.0,0.0,58.0
20160301,14,43,,10092,95,56.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160301,15,48,,10081,96,57.0,8.0,0.0,1.0,0.0,0.0,0.0,62.0
20160301,16,54,,10070,95,28.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160301,17,59,,10062,96,43.0,8.0,0.0,1.0,0.0,0.0,0.0,52.0
20160301,18,70,34.0,10058,97,57.0,8.0,0.0,1.0,0.0,0.0,0.0,23.0
20160301,19,77,,10051,97,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,20,80,,10041,97,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,21,84,,10039,96,50.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,22,87,,10033,96,56.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,23,85,,10025,98,41.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160301,24,88,66.0,10015,95,58.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
20160302,1,86,,10005,88,62.0,8.0,0.0,0.0,0.0,0.0,0.0,
