"id","nationality","sex","height","weight","sport","gold","silver","bronze"
"207450764","AUS","female","1.75","65","aquatics","0","0","0"
"699029368","BRA","female","1.83","71","volleyball","0","0","0"
"534901017","SRB","female","1.88","77","basketball","0","0","1"
"193943106","AUS","female","1.66","52","gymnastics","0","0","0"
"426724791","CAN","female","1.65","63","wrestling","0","0","0"
"554312456","SUI","female","1.78","62","aquatics","0","0","0"
"655184576","GBR","female","1.65","64","rugby sevens","0","0","0"
"726533168","RUS","male","1.89","77","aquatics","0","0","0"
"932783327","MNE","male","1.93","118","athletics","0","0","0"
"761545111","QAT","male","1.95","92","handball","0","0","0"
"153868407","RUS","male","1.92","90","aquatics","0","0","0"
"937365507","COL","male","1.7","58","shooting","0","0","0"
"782501864","IND","male","1.68","66","hockey","0","0","0"
"128511976","TUR","male","1.73","69","weightlifting","0","1","0"
"76405574","KAZ","male","1.78","","boxing","1","0","0"
"692417877","SVK","female","1.7","55","shooting","0","0","0"
"787754025","MNE","female","1.7","67","tennis","0","0","0"
"828679930","CAN","female","1.78","71","sailing","0","0","0"
"101678493","JAM","female","1.68","91","athletics","0","0","0"
"502713645","USA","male","1.88","102","rugby sevens","0","0","0"
"210284579","MAS","male","1.7","75","golf","0","0","0"
"540892576","NZL","male","1.8","79","golf","0","0","0"
"879435329","FRA","male","1.61","57","gymnastics","0","0","0"
"12537963","GBR","male","1.8","79","golf","0","0","0"
"552666305","HUN","female","1.68","63","canoe","3","0","0"
"221668114","POL","female","1.67","49","athletics","0","0","0"
"729797574","CHN","male","1.84","95","archery","0","0","0"
"828313980","EGY","female","1.69","59","aquatics","0","0","0"
"479014574","NZL","female","1.62","57","judo","0","0","0"
"490330541","RUS","female","1.77","59","aquatics","0","0","0"
"358425644","RUS","female","1.78","74","handball","1","0","0"
"592811889","AUS","female","1.66","61","tennis","0","0","0"
"971063935","UKR","female","1.74","57","aquatics","0","0","0"
"918679234","RUS","female","1.7","62","tennis","0","0","0"
"976263519","RUS","female","2.02","82","volleyball","0","0","0"
"201671999","RUS","female","1.72","61","aquatics","0","0","0"
"183631297","POL","female","1.65","54","cycling","0","0","0"
"981886723","POL","female","1.72","78","judo","0","0","0"
"399441834","RUS","female","1.64","64","cycling","0","1","0"
"809722266","RUS","female","1.56","45","gymnastics","0","1","0"
"345015361","KGZ","female","1.68","56","aquatics","0","0","0"
"967665587","RUS","female","","","aquatics","0","0","0"
"991531099","RUS","female","1.56","49","shooting","0","0","0"
"881563866","BAR","male","1.72","70","tennis","0","0","0"
"375255529","CUB","male","2.02","90","volleyball","0","0","0"
"977866181","KAZ","female","1.72","","boxing","0","0","1"
"408213856","CRO","male","2.07","110","basketball","0","0","0"
"113247488","POL","male","1.99","91","rowing","0","0","0"
"878416762","ITA","female","1.7","50","athletics","0","0","0"
"689516934","MNE","male","1.8","97","aquatics","0","0","0"
"670032549","SLO","male","1.87","93","handball","0","0","0"
"756775265","CRO","male","2.11","120","basketball","0","0","0"
"996641471","BRA","male","1.87","90","athletics","0","0","0"
"177985963","BRA","female","1.73","59","football","0","0","0"
"734837766","ESP","female","1.78","70","handball","0","0","0"
"549879032","USA","male","1.91","145","athletics","0","0","0"
"933764156","HAI","male","1.83","160","athletics","0","0","0"
"366274936","HON","male","1.78","76","football","0","0","0"
"369500376","RUS","female","1.8","58","athletics","0","0","0"
"373657197","KGZ","female","1.65","44","athletics","0","0","0"
"823394699","BLR","female","1.65","75","weightlifting","0","1","0"
"913687738","BLR","female","1.63","67","weightlifting","0","0","0"
"380938305","TKM","female","1.7","50","aquatics","0","0","0"
"444977271","BLR","female","1.62","52","judo","0","0","0"
"903300990","UKR","female","1.74","62","aquatics","0","0","0"
"274289648","USA","male","1.73","74","fencing","0","1","0"
"590695708","RSA","male","1.83","70","cycling","0","0","0"
"849289031","GBR","female","1.72","61","athletics","0","0","1"
"793163437","UKR","female","1.8","80","rowing","0","0","0"
"164963140","UKR","female","1.78","67","aquatics","0","0","0"
"916140092","KOR","female","1.59","47","athletics","0","0","0"
"771946742","IND","male","1.89","81","rowing","0","0","0"
"841861816","KAZ","male","1.9","125","wrestling","0","0","0"
"769652662","USA","male","1.86","71","sailing","0","0","0"
"59605223","PUR","male","1.92","82","athletics","0","0","0"
"301471859","ESP","male","1.84","75","hockey","0","0","0"
"606979268","GBR","male","1.88","82","hockey","0","0","0"
"83570795","AUS","male","2.1","102","basketball","0","0","0"
"849872895","RUS","male","1.63","55","gymnastics","0","1","1"
"643787184","USA","male","1.76","72","aquatics","0","1","1"
"52887085","AUT","male","1.88","85","aquatics","0","0","0"
"721958244","ESP","male","1.82","64","athletics","0","0","0"
"135006716","CAN","male","1.75","79","hockey","0","0","0"
"529354305","MRI","male","1.83","68","athletics","0","0","0"
"640388256","AUS","male","1.67","72","shooting","0","0","0"
"89844900","GBR","male","1.8","79","hockey","0","0","0"
"806548008","VEN","male","1.83","79","basketball","0","0","0"
"557960426","POR","male","1.81","82","canoe","0","0","0"
"570007062","ESP","male","1.75","73","tennis","0","0","0"
"926634435","GBR","male","1.88","76","canoe","0","1","0"
"502550042","HUN","male","1.89","84","aquatics","0","0","0"
"971955364","BEL","male","1.8","69","tennis","0","0","0"
"231429156","GER","male","1.91","","boxing","0","0","0"
"146589026","SUI","male","1.8","79","cycling","0","0","0"
"584460736","IRL","male","1.95","94","hockey","0","0","0"
"748526567","CAN","male","1.85","77","golf","0","0","0"
"487593687","USA","male","1.76","68","shooting","0","0","0"
"98040137","HUN","male","1.75","73","aquatics","0","0","0"
"695436665","RSA","male","1.97","90","rowing","0","0","0"
"733541995","CZE","male","1.75","68","gymnastics","0","0","0"
"440645107","POR","male","1.65","52","cycling","0","0","0"
"553564024","KIR","male","1.7","105","weightlifting","0","0","0"
"823262201","CZE","male","1.9","93","shooting","0","0","0"
"336599329","USA","male","2.03","105","volleyball","0","0","1"
"807043500","KEN","male","1.9","76","athletics","1","0","0"
"125537512","SWE","male","1.7","80","golf","0","0","0"
"206952063","MEX","male","1.72","68","sailing","0","0","0"
"906932951","AUS","male","1.95","85","aquatics","0","0","0"
"186269723","AUS","male","1.75","53","athletics","0","0","0"
"916000056","SLO","male","1.96","100","handball","0","0","0"
"881131530","AUS","male","1.84","82","aquatics","0","0","1"
"26934524","PAN","male","1.7","70","shooting","0","0","0"
"764731011","AUT","male","1.83","80","badminton","0","0","0"
"845122813","IRL","male","1.71","","boxing","0","0","0"
"679505903","ITA","male","1.81","81","archery","0","0","0"
"971131011","USA","male","1.91","95","aquatics","1","0","1"
"387925121","AUS","male","1.75","67","table tennis","0","0","0"
"735843682","ESP","male","1.66","69","weightlifting","0","0","0"
"440461124","USA","male","2.01","86","volleyball","0","0","1"
"665678036","FIN","male","1.85","96","athletics","0","0","0"
"517039410","GER","male","1.98","117","athletics","0","0","0"
"582202703","CZE","male","1.83","76","modern pentathlon","0","0","0"
"9174337","CAF","male","1.87","68","taekwondo","0","0","0"
"63423995","PER","male","1.9","65","athletics","0","0","0"
"643201191","ESP","male","1.89","76","cycling","0","0","0"
"507639455","USA","male","1.73","70","athletics","1","0","0"
"277572925","HUN","male","1.8","76","aquatics","0","0","0"
"301376496","AUS","male","1.91","96","rowing","0","0","0"
"661068918","BOT","male","","","aquatics","0","0","0"
"919210003","ITA","male","1.77","80","athletics","0","0","0"
"244933358","ITA","male","1.85","64","triathlon","0","0","0"
"636525680","GER","male","1.92","82","football","0","1","0"
"382116248","CPV","male","1.88","","boxing","0","0","0"
"397002318","RUS","male","1.74","85","wrestling","1","0","0"
"259093930","GEO","male","1.71","68","athletics","0","0","0"
"688799432","SRB","male","1.7","66","wrestling","1","0","0"
"409683971","POL","male","1.98","93","volleyball","0","0","0"
"92392185","ETH","female","1.61","49","athletics","0","0","0"
"145653962","ETH","male","1.8","64","athletics","0","0","0"
"337539240","CUB","female","1.5","48","judo","0","0","0"
"625400298","BRA","female","1.63","55","aquatics","0","0","0"
"777458812","USA","male","2.11","120","basketball","1","0","0"
"170161629","USA","male","2.1","122","basketball","1","0","0"
"996704082","USA","female","","","athletics","0","0","0"
"491112299","SLO","male","1.89","94","handball","0","0","0"
"275797773","USA","female","1.73","99","athletics","0","0","0"
"612473315","CAN","female","1.63","62","football","0","0","1"
"378684511","IND","female","1.64","53","athletics","0","0","0"
"119019224","NED","female","1.84","68","volleyball","0","0","0"
"254113146","INA","female","1.61","51","badminton","0","0","0"
"428138281","BRA","female","1.57","55","football","0","0","0"
"844929047","PUR","female","1.66","61","volleyball","0","0","0"
"127202687","URU","female","1.75","61","athletics","0","0","0"
"871793969","AUS","female","1.62","52","aquatics","0","0","0"
"930773141","FSM","female","1.53","68","aquatics","0","0","0"
"679759459","IND","female","1.58","63","hockey","0","0","0"
"947558770","IND","female","1.59","61","hockey","0","0","0"
"326907106","IND","female","1.63","61","archery","0","0","0"
"892176470","COL","male","1.79","71","football","0","0","0"
"532865663","LTU","male","1.87","80","aquatics","0","0","0"
"859863879","COL","male","1.84","77","football","0","0","0"
"295848758","SRB","male","1.78","78","canoe","0","0","0"
"884920098","ETH","male","1.8","58","athletics","0","0","0"
"750143193","GBR","male","1.8","73","athletics","0","0","0"
"797004979","ARG","female","1.69","59","hockey","0","0","0"
"86795736","FRA","female","1.69","60","badminton","0","0","0"
"174042478","USA","male","2.01","99","basketball","1","0","0"
"306671782","BAH","male","1.78","70","athletics","0","0","0"
"224926689","ARG","male","1.92","82","volleyball","0","0","0"
"675018716","MEX","female","1.72","60","sailing","0","0","0"
"493263577","HUN","male","1.93","96","aquatics","0","0","0"
"398783638","INA","male","1.65","69","weightlifting","0","0","0"
"13630067","CUB","female","1.75","70","athletics","0","0","1"
"95013242","COM","female","1.57","44","athletics","0","0","0"
"634903913","RUS","male","1.6","62","gymnastics","0","2","1"
"503917240","RUS","male","1.77","90","cycling","0","0","1"
"384593486","FRA","male","1.81","76","canoe","1","0","0"
"245021648","RUS","male","1.9","74","sailing","0","0","0"
"69215365","RUS","male","1.76","73","judo","0","0","0"
"286228746","UZB","male","1.87","85","tennis","0","0","0"
"873793608","RUS","male","1.74","80","shooting","0","0","0"
"521906110","USA","male","1.81","79","tennis","0","0","0"
"509497804","GER","male","1.84","90","wrestling","0","0","1"
"46394870","SVK","male","1.89","90","canoe","0","1","0"
"598284598","KGZ","male","","","aquatics","0","0","0"
"168293636","KAZ","male","1.75","85","weightlifting","0","0","0"
"63343858","ROU","female","1.82","73","handball","0","0","0"
"913453330","CZE","female","1.75","63","athletics","0","0","0"
"4129853","SIN","female","1.55","57","sailing","0","0","0"
"692229320","EST","male","2.0","100","sailing","0","0","0"
"378680975","TUR","male","1.72","65","sailing","0","0","0"
"33695982","BEL","male","1.6","65","gymnastics","0","0","0"
"844014981","KEN","male","1.85","98","rugby sevens","0","0","0"
"432632544","UKR","male","1.75","62","cycling","0","0","0"
"107760935","UKR","male","1.9","82","tennis","0","0","0"
"556851081","UKR","male","1.79","","boxing","0","0","0"
"343364504","CGO","male","1.9","140","judo","0","0","0"
"510782872","KOR","male","1.8","71","athletics","0","0","0"
"278528807","RSA","male","1.75","67","football","0","0","0"
"682281793","TTO","male","1.79","75","athletics","0","0","0"
"2593240","BRA","female","1.8","73","handball","0","0","0"
"849646461","CAN","male","1.96","83","athletics","1","0","0"
"789423999","GBR","male","1.8","68","athletics","0","0","0"
"368262898","SAM","male","","","judo","0","0","0"
"970701386","PAR","male","1.78","75","athletics","0","0","0"
"484914459","GBR","female","1.71","64","athletics","0","0","1"
"525844968","USA","female","1.55","43","athletics","0","0","0"
"781892650","ITA","female","1.79","51","athletics","0","0","0"
"535106472","CAN","female","1.6","63","football","0","0","1"
"639727915","DEN","male","1.87","71","football","0","0","0"
"670754445","JAM","male","1.83","82","athletics","0","0","0"
"640447595","USA","female","1.73","58","rowing","0","0","0"
"360434724","ARM","male","1.7","65","wrestling","0","0","0"
"831917950","USA","male","1.78","77","canoe","0","0","0"
"211396920","IND","male","1.78","69","hockey","0","0","0"
"94495645","CAN","male","1.65","61","hockey","0","0","0"
"355897271","USA","male","1.86","83","athletics","0","0","0"
"974219288","NZL","male","1.78","78","hockey","0","0","0"
"92529957","RSA","male","1.88","80","aquatics","0","0","0"
"799132600","INA","female","1.51","53","weightlifting","0","0","0"
"921638208","INA","female","1.66","65","rowing","0","0","0"
"438551437","NED","male","1.75","73","judo","0","0","0"
"912033914","IRQ","male","1.77","70","football","0","0","0"
"203504788","CHN","female","1.82","75","basketball","0","0","0"
"10438447","EGY","male","1.77","125","wrestling","0","0","0"
"856659914","PUR","female","1.8","67","athletics","0","0","0"
"877009812","BRA","female","1.75","75","aquatics","0","0","0"
"723783485","KAZ","female","1.58","50","athletics","0","0","0"
"681626502","ITA","female","1.75","85","shooting","1","0","0"
"266313114","ARM","female","1.7","60","athletics","0","0","0"
"767005117","LTU","female","1.74","57","athletics","0","0","0"
"572629331","ESP","female","1.63","50","athletics","0","0","0"
"48306282","CAN","female","1.53","53","football","0","0","1"
"812031749","COL","female","1.57","58","football","0","0","0"
"392473268","COL","female","1.67","55","aquatics","0","0","0"
"77686741","PUR","female","1.91","80","volleyball","0","0","0"
"910190523","GER","female","1.66","53","athletics","0","0","0"
"352310155","USA","female","1.82","70","basketball","1","0","0"
"423391587","BDI","female","1.83","59","athletics","0","0","0"
"123911422","CUB","female","1.49","59","shooting","0","0","0"
"987878989","KAZ","male","1.75","73","judo","0","0","0"
"629941187","BEN","male","1.85","84","athletics","0","0","0"
"355496444","NED","male","1.9","87","equestrian","0","0","0"
"109933404","ESP","male","1.83","81","sailing","0","0","0"
"210454399","COL","male","1.69","62","athletics","0","0","0"
"796700277","BRA","male","1.7","68","gymnastics","0","1","0"
"39686227","DOM","male","1.79","67","cycling","0","0","0"
"5063397","ITA","male","1.8","76","fencing","0","0","0"
"578628315","COL","male","1.78","67","athletics","0","0","0"
"820045789","ITA","male","1.78","65","cycling","0","0","0"
"309429588","MEX","male","1.85","100","athletics","0","0","0"
"689489031","CGO","male","1.73","68","aquatics","0","0","0"
"119737320","BEL","male","1.9","85","aquatics","0","0","0"
"316835810","CMR","male","1.83","","boxing","0","0","0"
"249259020","TUR","female","1.65","48","judo","0","0","0"
"549822679","TUR","female","1.63","54","sailing","0","0","0"
"227184360","ITA","female","1.7","61","aquatics","0","0","0"
"847147736","TJK","male","1.87","120","athletics","1","0","0"
"146607194","UZB","male","1.72","75","wrestling","0","0","0"
"776618424","BUL","male","1.8","125","wrestling","0","0","0"
"119683900","BUL","male","1.81","71","modern pentathlon","0","0","0"
"536351159","FRA","male","1.81","80","athletics","0","0","1"
"913943115","NED","male","1.81","80","athletics","0","0","0"
"173674343","MDA","female","1.74","93","athletics","0","0","0"
"158604912","GER","male","1.86","78","table tennis","0","0","1"
"391014162","SRB","male","1.91","82","shooting","0","0","0"
"173609909","GRE","male","1.8","69","cycling","0","0","0"
"791397203","CYP","male","1.94","74","athletics","0","0","0"
"989537292","GRE","male","1.79","72","aquatics","0","0","0"
"575914740","GRE","male","1.83","79","aquatics","0","0","0"
"761663615","UKR","male","1.9","98","wrestling","0","0","0"
"894060489","RUS","male","2.01","88","volleyball","0","0","0"
"871164091","GBR","female","1.64","55","athletics","0","0","1"
"265627311","RSA","female","1.65","46","athletics","0","0","0"
"705775098","EGY","female","1.66","59","table tennis","0","0","0"
"717089687","CHN","male","1.75","62","athletics","0","0","0"
"350064004","SEN","female","1.7","70","basketball","0","0","0"
"176134705","POR","male","1.84","75","gymnastics","0","0","0"
"989520284","POR","male","1.84","75","aquatics","0","0","0"
"709072877","BRA","male","1.83","93","handball","0","0","0"
"202401166","BRA","male","1.9","80","triathlon","0","0","0"
"778633221","NED","male","1.95","88","aquatics","0","0","0"
"521343807","FSM","male","1.53","65","aquatics","0","0","0"
"215603505","GRE","male","1.89","91","rowing","0","0","0"
"727060365","IND","female","1.51","47","gymnastics","0","0","0"
"984475243","NED","male","1.99","93","rowing","0","0","1"
"460186785","BEL","male","1.73","73","judo","0","0","1"
"276444388","PLW","female","1.65","51","aquatics","0","0","0"
"158299289","CGO","male","","","boxing","0","0","0"
"410843536","UZB","male","1.72","60","judo","0","0","1"
"640654202","MLI","female","1.76","73","athletics","0","0","0"
"208714960","RUS","male","1.94","96","volleyball","0","0","0"
"486721254","RUS","male","1.77","65","gymnastics","0","0","0"
"980454993","CZE","male","1.85","78","table tennis","0","0","0"
"217286137","KAZ","male","1.95","90","aquatics","1","0","0"
"291341996","KAZ","male","1.83","82","athletics","0","0","0"
"625508487","UZB","male","1.93","97","taekwondo","0","0","0"
"19397250","ISR","male","1.87","73","athletics","0","0","0"
"130360259","RUS","male","1.78","84","canoe","0","0","0"
"735957750","RUS","male","1.82","69","triathlon","0","0","0"
"213236578","RUS","male","1.85","78","fencing","0","0","0"
"130401664","UKR","male","1.71","94","weightlifting","0","0","0"
"168429293","UKR","male","1.84","75","canoe","0","0","1"
"834111099","UKR","male","1.79","79","fencing","0","0","0"
"271182574","UKR","male","1.98","105","athletics","0","0","0"
"229107456","UKR","male","1.95","96","rowing","0","0","0"
"744288493","UKR","male","1.73","","boxing","0","0","0"
"860594469","UKR","male","1.87","82","aquatics","0","0","0"
"460602290","UKR","male","1.92","70","athletics","0","0","0"
"608020695","EGY","female","","","volleyball","0","0","0"
"838189137","MEX","female","1.62","62","aquatics","0","0","0"
"932071837","URU","female","1.68","63","sailing","0","0","0"
"657952342","CRO","male","1.98","100","handball","0","0","0"
"733397080","LTU","male","2.08","109","basketball","0","0","0"
"451025767","GER","male","1.88","83","cycling","0","0","0"
"840838621","ITA","male","1.89","97","rowing","0","0","1"
"209270839","SEY","male","1.8","99","judo","0","0","0"
"263640327","GBR","male","1.98","95","tennis","0","0","0"
"840913101","GBR","male","1.78","69","athletics","0","0","0"
"342699829","AUT","male","1.86","81","athletics","0","0","0"
"330603205","HUN","male","1.91","90","aquatics","0","0","0"
"726300964","CAN","female","1.74","61","aquatics","0","0","0"
"70068464","RSA","female","1.66","52","athletics","0","0","0"
"152688631","LTU","male","1.92","95","rowing","0","0","0"
"960157104","AUS","male","1.63","55","aquatics","0","0","0"
"671503207","ISR","male","1.96","81","athletics","0","0","0"
"93583120","USA","male","1.78","68","athletics","0","0","0"
"714613268","BAH","male","1.91","81","athletics","0","0","0"
"971791407","RUS","female","1.76","62","modern pentathlon","0","0","0"
"215897620","LTU","female","1.7","62","rowing","0","0","1"
"658816074","CHN","male","1.68","56","gymnastics","0","1","0"
"825718298","KOR","male","1.83","78","badminton","0","0","0"
"200290928","KOR","male","1.83","90","judo","0","0","1"
"531161609","KOR","male","1.66","","gymnastics","0","0","0"
"78993724","KOR","male","1.68","76","cycling","0","0","0"
"929646844","KOR","male","1.82","73","football","0","0","0"
"282895929","KOR","male","1.75","84","weightlifting","0","0","0"
"580113738","KOR","male","1.88","84","football","0","0","0"
"48515460","CHN","female","1.78","83","aquatics","0","0","0"
"375732071","KOR","male","1.9","91","taekwondo","0","0","1"
"896828538","CHN","female","1.7","58","football","0","0","0"
"321880190","KOR","male","1.89","80","equestrian","0","0","0"
"709580436","CHN","female","1.75","60","hockey","0","0","0"
"259066180","CHN","female","1.72","63","cycling","0","0","0"
"108660563","KOR","male","1.89","91","rowing","0","0","0"
"328804448","HON","male","1.8","85","football","0","0","0"
"87257453","CAN","female","1.64","53","modern pentathlon","0","0","0"
"798030855","HUN","female","1.69","62","aquatics","0","0","0"
"963025022","HUN","female","1.75","63","aquatics","0","0","0"
"702170084","HUN","female","1.73","60","aquatics","0","0","0"
"690232757","GHA","female","","","athletics","0","0","0"
"853951269","NGR","female","1.91","63","athletics","0","0","0"
"669652246","KEN","female","1.57","70","rugby sevens","0","0","0"
"772686625","FRA","male","1.81","70","triathlon","0","0","0"
"810821583","DOM","female","1.86","55","aquatics","0","0","0"
"151172719","FRA","male","1.95","90","rowing","0","0","0"
"863768656","NED","male","1.89","75","sailing","1","0","0"
"803889541","COL","female","1.65","56","taekwondo","0","0","0"
"606690650","COL","male","1.68","68","football","0","0","0"
"705883917","GER","female","1.79","67","aquatics","0","0","0"
"307716893","GER","female","1.69","63","equestrian","1","0","0"
"632435029","CAN","female","1.6","71","wrestling","0","0","0"
"494719089","UZB","male","1.58","69","weightlifting","0","0","0"
"673086205","KAZ","male","1.73","75","wrestling","0","0","0"
"723331849","BRA","male","1.99","75","volleyball","1","0","0"
"281803950","RSA","male","1.82","78","aquatics","0","0","0"
"456548285","BRA","male","1.73","69","football","1","0","0"
"825814008","LTU","male","1.93","98","rowing","0","0","0"
"285011612","SRB","female","1.95","73","basketball","0","0","1"
"225958644","SRB","female","1.75","80","athletics","0","0","0"
"402567927","MNE","male","1.94","92","aquatics","0","0","0"
"66675675","USA","male","2.0","104","basketball","1","0","0"
"86318895","MAR","male","1.9","83","aquatics","0","0","0"
"388102468","MKD","female","1.66","56","athletics","0","0","0"
"226875071","CHN","male","1.74","66","judo","0","0","0"
"236093323","ESP","female","1.8","59","aquatics","0","0","0"
"421676120","ISR","male","1.75","67","tennis","0","0","0"
"754252198","MGL","male","1.79","72","aquatics","0","0","0"
"219999872","ROU","male","1.68","77","weightlifting","0","0","0"
"327966166","GBR","male","1.91","74","aquatics","0","2","0"
"643802255","CHN","female","1.81","83","aquatics","0","0","0"
"154604483","CHN","female","1.81","74","aquatics","0","0","0"
"3901892","CHN","male","1.75","55","athletics","0","0","0"
"131271973","MNE","female","1.86","86","handball","0","0","0"
"596370468","SVK","male","1.8","67","athletics","0","0","0"
"265536386","SRB","male","2.02","105","aquatics","1","0","0"
"386288896","SRB","male","1.97","97","aquatics","1","0","0"
"521744837","GER","male","1.96","78","tennis","0","0","0"
"417996132","BAH","male","1.85","75","aquatics","0","0","0"
"737107607","IND","female","1.6","50","athletics","0","0","0"
"47572256","TUR","female","1.7","69","weightlifting","0","0","0"
"578322269","VEN","male","1.98","","basketball","0","0","0"
"870355208","BEL","male","1.9","78","athletics","0","0","0"
"806170062","RSA","male","1.78","75","aquatics","0","0","0"
"348929342","TTO","male","","","aquatics","0","0","0"
"829969108","GBR","male","1.76","78","sailing","0","0","0"
"965509678","NZL","male","1.78","75","cycling","0","0","0"
"168131726","RSA","male","1.88","96","rugby sevens","0","0","1"
"5064348","NZL","male","1.69","69","gymnastics","0","0","0"
"140395363","BLR","male","1.97","102","rowing","0","0","0"
"186360775","BLR","male","1.78","64","athletics","0","0","0"
"733134503","BLR","male","1.76","","boxing","0","0","0"
"165309696","BLR","male","1.86","69","athletics","0","0","0"
"811378549","BLR","male","1.91","83","athletics","0","0","0"
"890120852","BLR","male","1.7","66","judo","0","0","0"
"259130059","GER","female","1.71","55","football","1","0","0"
"557320685","FRA","male","1.94","101","volleyball","0","0","0"
"340813269","NGR","male","1.96","97","basketball","0","0","0"
"559696143","EGY","female","1.63","54","cycling","0","0","0"
"609618131","CAN","female","1.65","52","judo","0","0","0"
"507856515","AUS","male","1.84","96","rugby sevens","0","0","0"
"250017195","ISV","male","1.8","73","athletics","0","0","0"
"532630723","SUI","male","1.65","63","gymnastics","0","0","0"
"159991654","CUB","male","1.81","72","athletics","0","0","0"
"207619796","BRA","male","1.89","89","athletics","0","0","0"
"87070724","BRA","male","2.05","107","volleyball","1","0","0"
"605245129","VEN","male","1.78","67","taekwondo","0","0","0"
"659584369","PAN","male","1.78","83","aquatics","0","0","0"
"870599137","POR","male","1.88","80","football","0","0","0"
"487798358","GUA","male","1.62","56","weightlifting","0","0","0"
"684979118","VEN","male","1.84","","boxing","0","0","0"
"795195154","MEX","male","1.98","84","athletics","0","0","0"
"709871920","LTU","male","1.71","70","wrestling","0","0","0"
"334864528","BRN","female","1.67","58","athletics","0","0","0"
"285211262","DEN","male","1.92","91","football","0","0","0"
"32938884","HUN","female","1.81","64","aquatics","0","0","0"
"889715438","HUN","female","1.66","53","fencing","0","0","0"
"937748261","MEX","female","1.52","48","judo","0","0","0"
"36037343","BRA","female","1.53","54","rugby sevens","0","0","0"
"82126746","HAI","male","1.52","60","weightlifting","0","0","0"
"34157460","BRA","male","1.7","83","canoe","0","0","0"
"906489293","GER","male","1.9","128","wrestling","0","0","0"
"475508680","BRA","male","1.9","120","wrestling","0","0","0"
"129556229","BRA","female","1.86","84","handball","0","0","0"
"757748599","ESP","male","1.73","67","equestrian","0","0","0"
"454899916","DOM","male","1.71","84","shooting","0","0","0"
"543622278","BRA","male","1.93","84","equestrian","0","0","0"
"495156314","CUB","male","1.87","88","rowing","0","0","0"
"367849834","ARG","male","1.73","63","cycling","0","0","0"
"943462468","ESP","male","1.83","79","aquatics","0","0","0"
"706338154","NOR","male","","","cycling","0","0","0"
"490010499","LTU","male","1.84","90","canoe","0","0","1"
"687926847","CHI","male","1.76","62","athletics","0","0","0"
"128111311","GBR","male","1.85","79","cycling","1","0","0"
"461207068","NZL","male","1.85","93","cycling","0","1","0"
"430473716","NED","male","1.82","72","equestrian","0","0","0"
"906594925","USA","male","1.94","77","rowing","0","0","0"
"773652223","GBR","male","1.8","80","shooting","0","0","1"
"596469056","AUS","male","1.8","73","hockey","0","0","0"
"466051917","ITA","female","1.63","63","judo","0","0","0"
"148140488","COL","male","1.65","69","weightlifting","0","0","0"
"40681851","AUS","female","1.7","70","hockey","0","0","0"
"776649642","AUS","female","1.64","50","equestrian","0","0","0"
"103003016","POL","female","1.7","72","canoe","0","0","0"
"32569642","POL","female","1.77","68","cycling","0","0","0"
"594266311","LAT","male","1.83","82","cycling","0","0","0"
"249357704","NED","female","1.64","60","badminton","0","0","0"
"416257556","NED","male","1.86","80","athletics","0","0","0"
"583999455","KOR","female","1.75","72","hockey","0","0","0"
"293548179","NGR","male","1.9","","boxing","0","0","0"
"850581667","GRE","male","1.9","105","shooting","0","0","0"
"647057378","LTU","female","1.76","63","athletics","0","0","0"
"798534608","CUB","female","1.59","63","shooting","0","0","0"
"238009548","RUS","male","2.08","93","volleyball","0","0","0"
"878921230","IRI","male","1.92","120","athletics","0","0","0"
"184575330","IRI","male","1.84","","boxing","0","0","0"
"181030927","MYA","female","","","aquatics","0","0","0"
"797663283","COL","male","1.65","60","athletics","0","0","0"
"966174315","GER","male","1.97","92","athletics","0","0","0"
"407225209","JPN","male","1.76","58","athletics","0","0","0"
"246556488","PAN","female","1.52","59","fencing","0","0","0"
"787671034","GBR","female","1.7","60","athletics","0","0","1"
"449582675","GBR","female","1.76","53","athletics","0","0","0"
"974051662","LTU","male","1.73","","boxing","0","0","0"
"58235529","AUT","female","1.71","50","aquatics","0","0","0"
"395251162","JPN","male","1.73","76","shooting","0","0","0"
"381623095","NGR","male","","70","athletics","0","0","0"
"786450061","RUS","female","1.8","62","volleyball","0","0","0"
"882206907","RUS","female","1.74","75","wrestling","0","0","1"
"358786472","RUS","female","1.67","53","fencing","1","0","0"
"409581513","RUS","female","1.74","60","handball","1","0","0"
"323828574","TUR","female","1.8","69","aquatics","0","0","0"
"516714653","BLR","female","1.85","81","rowing","0","0","0"
"121281813","UZB","female","1.63","50","gymnastics","0","0","0"
"905380582","RUS","female","1.61","69","shooting","0","0","0"
"335759270","RUS","female","1.78","64","volleyball","0","0","0"
"392249714","ISR","female","1.68","52","gymnastics","0","0","0"
"443958002","RUS","female","1.75","64","aquatics","0","0","1"
"257253481","RUS","female","1.8","67","tennis","1","0","0"
"472046862","RUS","female","1.76","70","handball","1","0","0"
"892190184","RUS","female","1.63","48","aquatics","0","0","0"
"121727222","BLR","female","1.69","61","athletics","0","0","0"
"814297240","RUS","female","1.76","70","aquatics","0","0","1"
"894255038","RUS","female","1.58","60","shooting","0","0","0"
"271247492","UZB","female","","","athletics","0","0","0"
"11854539","RUS","female","1.67","63","judo","0","0","0"
"366635571","FIN","female","1.68","48","gymnastics","0","0","0"
"881845310","UZB","female","1.73","65","athletics","0","0","0"
