MONTH,DAY,TIME,TEMP,PRESSURE
2,45,11,2.9,9907
2,45,12,2.7,9913
2,45,13,2.4,9921
2,45,14,2.6,9928
2,45,15,2.3,9940
2,45,16,1.9,9951
2,45,17,2.4,9964
2,45,18,2.6,9975
2,45,19,2.6,9990
2,45,20,2.6,10001
2,45,21,2.7,10013
2,45,22,2.8,10026
2,45,23,2.8,10038
2,45,24,3.0,10052
2,46,1,3.2,10065
2,46,2,3.1,10079
2,46,3,2.8,10094
2,46,4,2.4,10107
2,46,5,2.3,10120
2,46,6,2.7,10132
2,46,7,2.3,10146
2,46,8,3.0,10159
2,46,9,3.8,10171
2,46,10,4.2,10183
2,46,11,5.3,10195
2,46,12,6.2,10203
2,46,13,4.4,10215
2,46,14,5.5,10223
2,46,15,5.0,10233
2,46,16,5.0,10245
2,46,17,3.9,10257
2,46,18,2.4,10269
2,46,19,0.7,10281
2,46,20,-1.1,10290
2,46,21,-2.4,10301
2,46,22,-2.1,10313
2,46,23,-2.5,10318
2,46,24,-2.2,10329
2,47,1,-3.0,10333
2,47,2,-3.4,10337
2,47,3,-3.6,10338
2,47,4,-3.7,10342
2,47,5,-4.0,10347
2,47,6,-3.8,10354
2,47,7,-4.4,10361
2,47,8,-2.5,10367
2,47,9,1.8,10370
2,47,10,5.0,10369
2,47,11,5.1,10370
2,47,12,5.2,10367
2,47,13,5.8,10364
2,47,14,5.4,10358
2,47,15,5.1,10359
2,47,16,4.0,10348
2,47,17,2.0,10345
2,47,18,0.7,10341
2,47,19,-0.1,10346
2,47,20,-0.8,10342
2,47,21,-0.6,10339
2,47,22,-2.3,10335
2,47,23,-1.4,10321
2,47,24,-1.2,10308
2,48,1,-1.9,10300
2,48,2,-2.5,10294
2,48,3,-4.0,10286
2,48,4,-3.1,10276
2,48,5,-3.0,10269
2,48,6,-3.5,10263
2,48,7,-3.8,10253
2,48,8,-2.5,10244
2,48,9,-1.5,10235
2,48,10,-0.4,10223
2,48,11,0.7,10214
2,48,12,1.9,10199
2,48,13,2.4,10183
2,48,14,2.9,10173
2,48,15,3.5,10166
2,48,16,2.0,10155
2,48,17,0.6,10152
2,48,18,-1.1,10152
2,48,19,-2.6,10147
2,48,20,-3.0,10143
2,48,21,-2.8,10138
2,48,22,-2.9,10135
2,48,23,-2.4,10133
2,48,24,-2.1,10130
2,49,1,-1.7,10128
2,49,2,-2.6,10127
2,49,3,-1.2,10124
2,49,4,-0.4,10123
2,49,5,0.1,10124
2,49,6,0.3,10122
2,49,7,0.2,10125
2,49,8,0.4,10129
2,49,9,0.6,10130
2,49,10,1.4,10134
2,49,11,2.0,10136
2,49,12,2.3,10137
2,49,13,2.5,10136
2,49,14,2.5,10139
2,49,15,2.3,10143
2,49,16,2.4,10147
2,49,17,2.5,10149
2,49,18,2.2,10154
2,49,19,2.0,10157
2,49,20,2.0,10160
2,49,21,1.9,10163
2,49,22,1.8,10164
2,49,23,1.9,10165
2,49,24,1.8,10167
2,50,1,1.6,10170
2,50,2,1.5,10169
2,50,3,0.6,10172
2,50,4,0.2,10174
2,50,5,-0.9,10179
2,50,6,-2.1,10182
2,50,7,-2.7,10185
2,50,8,-0.7,10189
2,50,9,4.3,10191
2,50,10,6.5,10196
2,50,11,7.2,10196
2,50,12,7.3,10193
2,50,13,8.2,10189
2,50,14,8.0,10186
2,50,15,7.4,10183
2,50,16,6.7,10178
2,50,17,6.4,10176
2,50,18,5.9,10175
2,50,19,5.5,10167
2,50,20,5.6,10158
2,50,21,6.0,10148
2,50,22,6.1,10138
2,50,23,6.4,10129
2,50,24,5.5,10116
2,51,1,5.6,10107
2,51,2,5.3,10092
2,51,3,5.9,10082
2,51,4,6.4,10078
2,51,5,6.8,10079
2,51,6,7.8,10072
2,51,7,8.7,10073
2,51,8,8.9,10076
2,51,9,8.9,10082
2,51,10,9.0,10086
2,51,11,9.1,10087
2,51,12,9.1,10088
2,51,13,9.1,10084
2,51,14,8.4,10083
2,51,15,7.9,10071
2,51,16,8.9,10071
2,51,17,9.1,10064
2,51,18,9.5,10054
2,51,19,10.0,10052
2,51,20,10.2,10055
2,51,21,10.3,10059
2,51,22,10.5,10061
2,51,23,10.4,10066
2,51,24,9.1,10082
2,52,1,9.0,10088
2,52,2,9.0,10092
2,52,3,9.3,10097
2,52,4,9.6,10098
2,52,5,10.1,10095
2,52,6,10.2,10091
2,52,7,10.0,10098
2,52,8,10.4,10094
2,52,9,10.7,10087
2,52,10,10.7,10089
2,52,11,10.7,10089
2,52,12,11.2,10084
2,52,13,11.0,10078
2,52,14,10.8,10074
2,52,15,10.5,10072
2,52,16,10.6,10069
2,52,17,10.5,10068
2,52,18,11.0,10067
2,52,19,11.1,10059
2,52,20,11.0,10059
2,52,21,11.1,10056
2,52,22,10.7,10055
2,52,23,10.6,10055
2,52,24,10.6,10050
2,53,1,10.5,10048
2,53,2,10.5,10046
2,53,3,10.2,10043
2,53,4,8.5,10048
2,53,5,7.5,10054
2,53,6,6.5,10059
2,53,7,6.4,10060
2,53,8,6.5,10063
2,53,9,6.7,10065
2,53,10,6.4,10070
2,53,11,5.8,10074
2,53,12,6.4,10071
2,53,13,7.3,10071
2,53,14,7.3,10071
2,53,15,6.9,10070
2,53,16,6.4,10073
2,53,17,6.7,10078
2,53,18,6.5,10085
2,53,19,5.9,10089
2,53,20,6.4,10091
2,53,21,6.1,10095
2,53,22,5.7,10096
2,53,23,5.6,10098
2,53,24,4.6,10099
2,54,1,4.4,10099
2,54,2,5.1,10102
2,54,3,4.5,10101
2,54,4,5.4,10102
2,54,5,4.2,10106
2,54,6,4.1,10109
2,54,7,3.2,10111
2,54,8,6.4,10114
2,54,9,5.9,10121
2,54,10,5.8,10129
2,54,11,6.8,10133
2,54,12,7.4,10139
2,54,13,5.6,10141
2,54,14,7.0,10142
2,54,15,6.0,10148
2,54,16,5.5,10155
2,54,17,5.3,10162
2,54,18,5.4,10171
2,54,19,4.9,10178
2,54,20,4.6,10183
2,54,21,4.1,10185
2,54,22,3.0,10187
2,54,23,2.3,10191
2,54,24,3.3,10193
2,55,1,3.3,10194
2,55,2,1.6,10194
2,55,3,2.2,10192
2,55,4,0.7,10189
2,55,5,0.3,10190
2,55,6,0.6,10188
2,55,7,-1.6,10188
2,55,8,2.7,10189
2,55,9,4.1,10189
2,55,10,4.3,10188
2,55,11,4.4,10186
2,55,12,6.4,10179
2,55,13,5.2,10172
2,55,14,4.9,10164
2,55,15,5.3,10161
2,55,16,5.0,10159
2,55,17,3.3,10153
2,55,18,2.0,10157
2,55,19,1.8,10152
2,55,20,0.8,10152
2,55,21,0.4,10152
2,55,22,0.5,10148
2,55,23,0.0,10144
2,55,24,-0.6,10143
2,56,1,1.5,10141
2,56,2,1.4,10137
2,56,3,1.9,10134
2,56,4,1.7,10133
2,56,5,0.3,10132
2,56,6,1.7,10133
2,56,7,0.8,10133
2,56,8,2.5,10138
2,56,9,3.8,10140
2,56,10,3.1,10145
2,56,11,1.6,10149
2,56,12,4.3,10145
2,56,13,4.9,10142
2,56,14,5.3,10142
2,56,15,4.5,10143
2,56,16,4.2,10144
2,56,17,2.4,10143
2,56,18,3.5,10148
2,56,19,2.1,10151
2,56,20,1.6,10151
2,56,21,2.2,10153
2,56,22,1.3,10155
2,56,23,1.2,10151
2,56,24,1.1,10152
2,57,1,1.3,10151
2,57,2,1.2,10144
2,57,3,1.1,10138
2,57,4,1.2,10135
2,57,5,1.6,10133
2,57,6,1.4,10131
2,57,7,1.5,10130
2,57,8,1.9,10133
2,57,9,3.3,10133
2,57,10,4.3,10131
2,57,11,5.0,10129
2,57,12,5.7,10125
2,57,13,5.5,10120
2,57,14,5.6,10114
2,57,15,5.6,10109
2,57,16,4.9,10104
2,57,17,3.7,10103
2,57,18,2.2,10106
2,57,19,2.1,10107
2,57,20,1.1,10106
2,57,21,1.5,10105
2,57,22,2.4,10104
2,57,23,2.5,10102
2,57,24,2.3,10102
2,58,1,2.0,10102
2,58,2,2.0,10099
2,58,3,1.8,10098
2,58,4,1.6,10098
2,58,5,0.7,10101
2,58,6,1.1,10102
2,58,7,0.6,10107
2,58,8,1.6,10114
2,58,9,3.1,10116
2,58,10,4.4,10117
2,58,11,5.3,10118
2,58,12,5.6,10118
2,58,13,5.4,10117
2,58,14,5.7,10117
2,58,15,5.3,10118
2,58,16,5.1,10118
2,58,17,3.9,10125
2,58,18,3.6,10135
2,58,19,3.3,10142
2,58,20,2.2,10149
2,58,21,2.4,10151
2,58,22,1.9,10156
2,58,23,1.6,10157
2,58,24,0.9,10162
2,59,1,-0.1,10163
2,59,2,0.4,10164
2,59,3,0.1,10166
2,59,4,0.9,10170
2,59,5,0.8,10175
2,59,6,0.6,10181
2,59,7,0.0,10190
2,59,8,2.2,10197
2,59,9,3.2,10203
2,59,10,4.5,10207
2,59,11,5.4,10208
2,59,12,5.9,10208
2,59,13,6.2,10205
2,59,14,6.3,10205
2,59,15,5.9,10208
2,59,16,5.7,10212
2,59,17,4.7,10218
2,59,18,3.1,10227
2,59,19,3.3,10235
2,59,20,3.0,10242
2,59,21,2.2,10247
2,59,22,1.4,10247
2,59,23,-0.1,10246
2,59,24,0.4,10247
2,60,1,0.1,10246
2,60,2,-0.2,10247
2,60,3,0.0,10247
2,60,4,0.7,10244
2,60,5,-1.6,10247
2,60,6,-0.9,10250
2,60,7,0.6,10255
2,60,8,1.3,10264
2,60,9,3.6,10264
2,60,10,4.3,10261
2,60,11,4.7,10259
2,60,12,5.7,10256
2,60,13,5.3,10253
2,60,14,6.2,10251
2,60,15,5.9,10252
2,60,16,5.2,10251
2,60,17,3.7,10254
2,60,18,1.8,10255
2,60,19,0.9,10255
2,60,20,-0.9,10255
2,60,21,-2.2,10256
2,60,22,-2.6,10253
2,60,23,-3.0,10251
2,60,24,-3.6,10245
3,61,1,-4.3,10242
3,61,2,-4.2,10234
3,61,3,-3.7,10227
3,61,4,-2.9,10220
3,61,5,-0.6,10213
3,61,6,0.3,10201
3,61,7,0.9,10192
3,61,8,1.4,10185
3,61,9,2.4,10171
3,61,10,2.9,10154
3,61,11,3.7,10140
3,61,12,3.5,10123
3,61,13,3.9,10106
3,61,14,4.3,10092
3,61,15,4.8,10081
3,61,16,5.4,10070
3,61,17,5.9,10062
3,61,18,7.0,10058
3,61,19,7.7,10051
3,61,20,8.0,10041
3,61,21,8.4,10039
3,61,22,8.7,10033
3,61,23,8.5,10025
3,61,24,8.8,10015
3,62,1,8.6,10005
3,62,2,8.3,9997
3,62,3,7.9,9987
3,62,4,7.9,9983
3,62,5,7.8,9976
3,62,6,4.7,9975
3,62,7,4.1,9974
3,62,8,5.0,9981
3,62,9,5.6,9979
3,62,10,6.4,9977
3,62,11,7.5,9972
3,62,12,7.3,9964
3,62,13,7.1,9951
3,62,14,6.9,9936
3,62,15,5.8,9929
3,62,16,2.7,9927
3,62,17,2.9,9922
3,62,18,3.1,9928
3,62,19,3.2,9930
3,62,20,3.2,9935
3,62,21,2.9,9940
3,62,22,4.8,9943
3,62,23,3.9,9950
3,62,24,4.1,9954
3,63,1,3.9,9953
3,63,2,2.6,9951
3,63,3,0.7,9953
3,63,4,1.2,9961
3,63,5,2.2,9969
3,63,6,0.6,9977
3,63,7,0.9,9989
3,63,8,2.8,9997
3,63,9,5.0,10009
3,63,10,6.0,10018
3,63,11,6.7,10025
3,63,12,6.6,10031
3,63,13,7.0,10034
3,63,14,6.3,10040
3,63,15,6.8,10045
3,63,16,6.5,10046
3,63,17,5.5,10050
3,63,18,3.3,10054
3,63,19,2.8,10048
3,63,20,0.9,10051
3,63,21,2.3,10042
3,63,22,2.6,10039
3,63,23,2.6,10032
3,63,24,2.6,10020
3,64,1,3.0,10009
3,64,2,2.9,10001
3,64,3,2.6,9985
3,64,4,3.0,9970
3,64,5,3.5,9957
3,64,6,2.5,9939
3,64,7,3.0,9931
3,64,8,2.6,9926
3,64,9,1.8,9921
3,64,10,2.2,9916
3,64,11,2.5,9912
3,64,12,2.7,9909
3,64,13,3.3,9908
3,64,14,3.9,9908
3,64,15,5.2,9910
3,64,16,5.4,9913
3,64,17,5.0,9923
3,64,18,3.1,9930
3,64,19,1.2,9934
3,64,20,0.0,9936
3,64,21,-0.7,9940
3,64,22,-1.4,9942
3,64,23,-1.9,9945
3,64,24,-1.7,9946
3,65,1,-2.3,9949
3,65,2,-2.7,9945
3,65,3,-2.7,9943
3,65,4,-3.4,9945
3,65,5,-3.2,9951
3,65,6,-1.3,9952
3,65,7,-2.9,9952
3,65,8,-0.5,9957
3,65,9,3.7,9959
3,65,10,6.1,9960
3,65,11,7.1,9960
3,65,12,6.6,9961
3,65,13,6.4,9961
3,65,14,6.7,9961
3,65,15,7.4,9962
3,65,16,6.1,9963
3,65,17,5.5,9966
3,65,18,2.4,9971
3,65,19,2.3,9974
3,65,20,2.3,9976
3,65,21,2.8,9978
3,65,22,2.9,9979
3,65,23,3.2,9979
3,65,24,3.1,9979
3,66,1,3.3,9980
3,66,2,2.3,9980
3,66,3,2.0,9982
3,66,4,1.0,9983
3,66,5,0.5,9985
3,66,6,-0.9,9988
3,66,7,0.4,9993
3,66,8,0.9,9995
3,66,9,3.3,9999
3,66,10,5.1,10002
3,66,11,3.5,10003
3,66,12,6.1,10004
3,66,13,5.9,10005
3,66,14,5.9,10007
3,66,15,5.5,10010
3,66,16,5.2,10011
3,66,17,5.0,10013
3,66,18,3.9,10017
3,66,19,4.6,10019
3,66,20,4.6,10021
3,66,21,4.8,10022
3,66,22,3.7,10021
3,66,23,1.9,10025
3,66,24,1.7,10022
3,67,1,1.6,10025
3,67,2,0.6,10022
3,67,3,0.6,10022
3,67,4,0.7,10024
3,67,5,0.3,10030
3,67,6,0.3,10029
3,67,7,0.0,10035
3,67,8,2.1,10040
3,67,9,2.7,10043
3,67,10,4.0,10044
3,67,11,5.4,10045
3,67,12,5.5,10051
3,67,13,5.6,10053
3,67,14,5.2,10056
3,67,15,5.5,10059
3,67,16,5.2,10066
3,67,17,4.3,10073
3,67,18,2.1,10081
3,67,19,2.3,10089
3,67,20,2.8,10097
3,67,21,2.9,10101
3,67,22,2.8,10106
3,67,23,1.4,10110
3,67,24,0.6,10115
3,68,1,0.4,10120
3,68,2,1.0,10120
3,68,3,1.2,10122
3,68,4,2.1,10123
3,68,5,1.4,10127
3,68,6,2.0,10133
3,68,7,1.8,10139
3,68,8,4.5,10143
3,68,9,5.6,10145
3,68,10,7.4,10147
3,68,11,6.3,10150
3,68,12,6.7,10151
3,68,13,7.1,10148
3,68,14,5.5,10151
3,68,15,6.0,10147
3,68,16,6.2,10144
3,68,17,5.7,10148
3,68,18,5.1,10148
3,68,19,4.9,10142
3,68,20,4.5,10131
3,68,21,4.9,10127
3,68,22,5.1,10117
3,68,23,4.9,10105
3,68,24,5.2,10096
3,69,1,5.1,10087
3,69,2,5.1,10075
3,69,3,4.8,10063
3,69,4,4.3,10054
3,69,5,3.9,10043
3,69,6,3.7,10033
3,69,7,3.4,10027
3,69,8,3.9,10022
3,69,9,4.5,10023
3,69,10,5.6,10019
3,69,11,6.1,10020
3,69,12,7.4,10019
3,69,13,7.9,10021
3,69,14,8.2,10024
3,69,15,7.8,10029
3,69,16,7.7,10032
3,69,17,7.0,10042
3,69,18,6.4,10055
3,69,19,5.5,10068
3,69,20,4.8,10079
3,69,21,5.0,10086
3,69,22,4.0,10091
3,69,23,3.2,10100
3,69,24,2.6,10109
3,70,1,2.2,10120
3,70,2,-0.1,10127
3,70,3,1.2,10136
3,70,4,-0.7,10144
3,70,5,0.6,10151
3,70,6,0.9,10159
3,70,7,1.5,10170
3,70,8,2.9,10179
3,70,9,4.7,10189
3,70,10,6.3,10195
3,70,11,7.2,10199
3,70,12,7.7,10203
3,70,13,8.5,10206
3,70,14,8.5,10209
3,70,15,8.2,10210
3,70,16,7.8,10217
3,70,17,7.1,10222
3,70,18,5.8,10230
3,70,19,5.4,10240
3,70,20,5.3,10248
3,70,21,5.0,10253
3,70,22,4.5,10255
3,70,23,4.4,10258
3,70,24,4.0,10261
3,71,1,3.4,10264
3,71,2,2.7,10267
3,71,3,2.2,10268
3,71,4,2.2,10268
3,71,5,2.0,10271
3,71,6,1.9,10277
3,71,7,2.3,10281
3,71,8,3.9,10283
3,71,9,6.0,10287
3,71,10,7.1,10293
3,71,11,7.4,10294
3,71,12,7.8,10294
3,71,13,7.0,10290
3,71,14,6.4,10289
3,71,15,7.2,10288
3,71,16,6.7,10288
3,71,17,5.7,10289
3,71,18,4.0,10295
3,71,19,3.0,10300
3,71,20,2.8,10304
3,71,21,2.5,10307
3,71,22,2.1,10309
3,71,23,1.8,10309
3,71,24,0.7,10305
3,72,1,0.6,10306
3,72,2,0.3,10305
3,72,3,0.8,10305
3,72,4,0.3,10305
3,72,5,0.1,10306
3,72,6,0.0,10309
3,72,7,0.7,10310
3,72,8,2.3,10312
3,72,9,3.8,10316
3,72,10,4.8,10316
3,72,11,6.1,10314
3,72,12,7.0,10313
3,72,13,8.0,10309
3,72,14,8.5,10307
3,72,15,9.3,10307
3,72,16,8.9,10308
3,72,17,7.9,10310
3,72,18,5.8,10315
3,72,19,5.5,10321
3,72,20,5.2,10325
3,72,21,3.7,10330
3,72,22,2.5,10333
3,72,23,2.2,10334
3,72,24,1.4,10337
3,73,1,1.2,10337
3,73,2,0.6,10337
3,73,3,0.9,10343
3,73,4,0.3,10348
3,73,5,-0.1,10353
3,73,6,0.3,10355
3,73,7,0.6,10355
3,73,8,2.0,10362
3,73,9,3.4,10365
3,73,10,5.1,10364
3,73,11,5.8,10364
3,73,12,7.1,10359
3,73,13,8.0,10355
3,73,14,8.8,10351
3,73,15,8.5,10345
3,73,16,8.1,10345
3,73,17,7.2,10347
3,73,18,6.2,10350
3,73,19,5.4,10354
3,73,20,4.9,10357
3,73,21,4.2,10359
3,73,22,4.0,10358
3,73,23,3.1,10359
3,73,24,2.7,10358
3,74,1,1.7,10356
3,74,2,1.2,10357
3,74,3,1.0,10353
3,74,4,0.5,10353
3,74,5,0.1,10354
3,74,6,-0.1,10357
3,74,7,0.3,10360
3,74,8,1.1,10357
3,74,9,2.7,10358
3,74,10,4.2,10354
3,74,11,5.8,10347
3,74,12,7.3,10343
3,74,13,8.3,10338
3,74,14,8.6,10335
3,74,15,8.1,10327
3,74,16,8.6,10324
3,74,17,8.2,10321
3,74,18,7.5,10322
3,74,19,6.2,10320
3,74,20,5.4,10317
3,74,21,5.1,10316
3,74,22,4.7,10313
3,74,23,2.9,10312
3,74,24,1.9,10309
3,75,1,1.3,10307
3,75,2,-0.1,10303
3,75,3,0.0,10301
3,75,4,0.6,10298
3,75,5,-0.5,10296
3,75,6,2.1,10300
3,75,7,2.3,10298
3,75,8,4.7,10298
3,75,9,5.1,10299
3,75,10,5.5,10296
3,75,11,6.3,10295
3,75,12,6.3,10290
3,75,13,7.0,10286
3,75,14,6.6,10284
3,75,15,7.2,10281
3,75,16,7.3,10278
3,75,17,7.8,10277
3,75,18,7.7,10279
3,75,19,7.7,10284
3,75,20,7.3,10285
3,75,21,7.4,10286
3,75,22,6.9,10288
3,75,23,6.4,10289
3,75,24,5.3,10288
3,76,1,4.3,10289
3,76,2,3.9,10289
3,76,3,2.9,10289
3,76,4,2.8,10294
3,76,5,2.3,10296
3,76,6,1.7,10299
3,76,7,2.1,10306
3,76,8,2.7,10309
3,76,9,4.8,10311
3,76,10,6.0,10310
3,76,11,7.0,10308
3,76,12,7.8,10306
3,76,13,8.2,10300
3,76,14,8.3,10296
3,76,15,8.7,10295
3,76,16,8.4,10295
3,76,17,7.6,10297
3,76,18,6.6,10301
3,76,19,6.1,10307
3,76,20,4.7,10311
3,76,21,4.7,10312
3,76,22,4.0,10314
3,76,23,4.0,10315
3,76,24,3.7,10313
3,77,1,2.6,10313
3,77,2,2.8,10310
3,77,3,2.3,10309
3,77,4,2.0,10311
3,77,5,1.7,10309
3,77,6,1.7,10309
3,77,7,3.0,10312
3,77,8,5.2,10314
3,77,9,6.8,10313
3,77,10,8.7,10309
3,77,11,9.6,10305
3,77,12,10.4,10299
3,77,13,10.6,10292
3,77,14,10.8,10286
3,77,15,9.9,10281
3,77,16,9.5,10276
3,77,17,7.7,10273
3,77,18,6.0,10275
3,77,19,5.0,10275
3,77,20,4.7,10274
3,77,21,4.3,10273
3,77,22,3.0,10272
3,77,23,3.4,10272
3,77,24,3.2,10268
3,78,1,3.3,10266
3,78,2,3.7,10260
3,78,3,4.2,10253
3,78,4,4.6,10249
3,78,5,4.6,10245
3,78,6,4.3,10244
3,78,7,4.9,10244
3,78,8,5.4,10243
3,78,9,5.5,10244
3,78,10,5.9,10244
3,78,11,6.1,10243
3,78,12,6.1,10241
3,78,13,6.2,10240
3,78,14,6.5,10236
3,78,15,6.9,10233
3,78,16,6.4,10232
3,78,17,6.4,10234
3,78,18,5.9,10236
3,78,19,5.7,10236
3,78,20,6.2,10235
3,78,21,6.5,10236
3,78,22,6.4,10236
3,78,23,6.4,10236
3,78,24,6.1,10237
3,79,1,6.2,10237
3,79,2,6.1,10234
3,79,3,5.9,10231
3,79,4,5.6,10231
3,79,5,5.5,10230
3,79,6,5.4,10233
3,79,7,5.4,10238
3,79,8,5.7,10242
3,79,9,6.0,10244
3,79,10,6.2,10247
3,79,11,6.8,10245
3,79,12,7.6,10244
3,79,13,7.5,10242
3,79,14,7.8,10240
3,79,15,7.4,10238
3,79,16,6.9,10240
3,79,17,6.5,10239
3,79,18,6.4,10239
3,79,19,6.4,10242
3,79,20,6.4,10243
3,79,21,6.5,10243
3,79,22,6.4,10243
3,79,23,6.1,10242
3,79,24,5.9,10240
3,80,1,5.0,10236
3,80,2,4.6,10231
3,80,3,4.8,10227
3,80,4,4.9,10225
3,80,5,5.0,10224
3,80,6,5.4,10225
3,80,7,5.7,10226
3,80,8,5.7,10228
3,80,9,7.5,10229
3,80,10,8.2,10229
3,80,11,8.5,10226
3,80,12,7.2,10224
3,80,13,7.3,10220
3,80,14,7.9,10214
3,80,15,7.7,10212
3,80,16,7.8,10209
3,80,17,7.3,10211
3,80,18,7.1,10212
3,80,19,6.9,10213
3,80,20,6.8,10215
3,80,21,6.8,10213
3,80,22,6.8,10215
3,80,23,6.8,10215
3,80,24,6.8,10214
3,81,1,6.9,10212
3,81,2,6.8,10209
3,81,3,6.9,10208
3,81,4,6.8,10207
3,81,5,6.8,10207
3,81,6,6.7,10209
3,81,7,7.2,10213
3,81,8,7.5,10215
3,81,9,7.7,10217
3,81,10,8.0,10217
3,81,11,8.5,10213
3,81,12,8.6,10208
3,81,13,8.4,10203
3,81,14,8.3,10198
3,81,15,7.9,10196
3,81,16,7.3,10192
3,81,17,6.8,10189
3,81,18,6.7,10191
3,81,19,6.7,10191
3,81,20,6.4,10192
3,81,21,6.5,10191
3,81,22,6.6,10189
3,81,23,6.6,10187
3,81,24,6.4,10183
3,82,1,6.5,10178
3,82,2,6.2,10175
3,82,3,5.9,10169
3,82,4,6.5,10168
3,82,5,6.5,10163
3,82,6,6.9,10163
3,82,7,7.5,10162
3,82,8,8.2,10161
3,82,9,8.9,10163
3,82,10,9.4,10163
3,82,11,8.9,10163
3,82,12,9.0,10162
3,82,13,8.5,10159
3,82,14,8.3,10154
3,82,15,7.8,10154
3,82,16,8.0,10151
3,82,17,7.8,10151
3,82,18,7.4,10154
3,82,19,7.1,10154
3,82,20,7.1,10153
3,82,21,6.5,10153
3,82,22,5.7,10151
3,82,23,4.6,10149
3,82,24,5.9,10146
3,83,1,6.5,10145
3,83,2,6.9,10143
3,83,3,7.0,10140
3,83,4,7.0,10140
3,83,5,6.9,10141
3,83,6,6.6,10142
3,83,7,7.4,10144
3,83,8,7.6,10144
3,83,9,8.1,10145
3,83,10,8.2,10147
3,83,11,8.4,10148
3,83,12,9.1,10149
3,83,13,8.8,10147
3,83,14,9.4,10144
3,83,15,8.4,10143
3,83,16,7.9,10144
3,83,17,7.8,10145
3,83,18,7.5,10148
3,83,19,7.4,10150
3,83,20,7.4,10150
3,83,21,7.3,10151
3,83,22,7.4,10152
3,83,23,7.1,10150
3,83,24,6.8,10149
3,84,1,6.8,10146
3,84,2,6.8,10146
3,84,3,6.8,10142
3,84,4,6.5,10139
3,84,5,6.1,10136
3,84,6,6.0,10139
3,84,7,6.7,10140
3,84,8,7.7,10140
3,84,9,8.2,10141
3,84,10,8.6,10143
3,84,11,9.6,10138
3,84,12,9.7,10136
3,84,13,10.3,10133
3,84,14,9.9,10132
3,84,15,9.1,10129
3,84,16,8.8,10129
3,84,17,8.2,10130
3,84,18,7.7,10129
3,84,19,7.5,10128
3,84,20,8.0,10124
3,84,21,7.6,10117
3,84,22,7.8,10113
3,84,23,7.6,10109
3,84,24,7.3,10107
3,85,1,7.3,10103
3,85,2,7.2,10097
3,85,3,7.2,10093
3,85,4,7.3,10088
3,85,5,7.4,10085
3,85,6,7.5,10084
3,85,7,7.7,10085
3,85,8,7.9,10089
3,85,9,7.2,10095
3,85,10,8.5,10104
3,85,11,8.5,10111
3,85,12,8.6,10120
3,85,13,8.9,10129
3,85,14,8.9,10137
3,85,15,9.3,10142
3,85,16,8.8,10150
3,85,17,8.1,10158
3,85,18,6.7,10166
3,85,19,4.4,10172
3,85,20,4.9,10180
3,85,21,2.0,10183
3,85,22,1.9,10182
3,85,23,0.4,10182
3,85,24,0.9,10181
3,86,1,2.2,10175
3,86,2,0.9,10173
3,86,3,0.3,10170
3,86,4,0.8,10163
3,86,5,2.4,10157
3,86,6,3.5,10157
3,86,7,5.6,10149
3,86,8,7.5,10141
3,86,9,9.1,10136
3,86,10,11.0,10129
3,86,11,12.5,10120
3,86,12,11.4,10116
3,86,13,12.5,10102
3,86,14,14.6,10092
3,86,15,14.6,10083
3,86,16,14.5,10073
3,86,17,14.2,10068
3,86,18,13.2,10064
3,86,19,13.2,10052
3,86,20,13.2,10042
3,86,21,13.2,10031
3,86,22,12.9,10022
3,86,23,12.9,10013
3,86,24,10.3,10030
3,87,1,7.8,10032
3,87,2,7.6,10030
3,87,3,7.7,10029
3,87,4,7.2,10031
3,87,5,7.1,10038
3,87,6,7.2,10043
3,87,7,7.4,10048
3,87,8,7.7,10049
3,87,9,8.8,10057
3,87,10,9.7,10061
3,87,11,9.9,10059
3,87,12,11.7,10058
3,87,13,11.1,10055
3,87,14,12.1,10053
3,87,15,12.3,10050
3,87,16,10.4,10053
3,87,17,8.7,10048
3,87,18,7.3,10053
3,87,19,6.5,10050
3,87,20,7.1,10045
3,87,21,7.7,10038
3,87,22,8.1,10031
3,87,23,8.3,10021
3,87,24,8.4,10008
3,88,1,8.5,9995
3,88,2,8.5,9976
3,88,3,9.0,9959
3,88,4,8.1,9945
3,88,5,7.8,9929
3,88,6,8.4,9910
3,88,7,9.2,9898
3,88,8,9.9,9888
3,88,9,10.4,9886
3,88,10,11.0,9890
3,88,11,10.4,9902
3,88,12,10.8,9912
3,88,13,11.1,9923
3,88,14,11.2,9931
3,88,15,10.7,9938
3,88,16,10.2,9943
3,88,17,9.5,9949
3,88,18,8.5,9954
3,88,19,8.1,9959
3,88,20,8.1,9965
3,88,21,8.3,9970
3,88,22,8.0,9972
3,88,23,8.0,9975
3,88,24,7.9,9980
3,89,1,7.7,9982
3,89,2,6.9,9988
3,89,3,5.9,9998
3,89,4,7.0,10002
3,89,5,7.1,10008
3,89,6,7.1,10015
3,89,7,7.7,10022
3,89,8,6.7,10029
3,89,9,7.2,10038
3,89,10,7.5,10044
3,89,11,9.6,10050
3,89,12,10.3,10054
3,89,13,10.1,10062
3,89,14,10.5,10064
3,89,15,10.0,10067
3,89,16,9.9,10070
3,89,17,9.5,10071
3,89,18,8.7,10072
3,89,19,8.2,10069
3,89,20,8.2,10065
3,89,21,7.9,10054
3,89,22,7.7,10041
