RowNumber,Exited,P_Hat
9245,0,0.273016148
4321,0,0.272903988
1675,1,0.272731853
1138,0,0.272624777
7674,0,0.272587385
4064,0,0.272483949
9204,1,0.272416481
3049,0,0.272408566
4511,0,0.272333512
4902,1,0.272197329
3979,0,0.272169324
2214,1,0.272163157
8064,0,0.272095194
3521,1,0.272020722
2355,0,0.27196425
4641,1,0.271778583
9045,1,0.271581521
5087,0,0.271534546
5270,1,0.271435842
810,0,0.271418002
1174,0,0.271349594
7552,0,0.271310422
1758,1,0.27124796
393,1,0.271235545
8614,0,0.271199386
5633,1,0.271120842
9866,0,0.271109235
5298,1,0.271106541
2349,0,0.27110322
308,0,0.271087171
4541,0,0.271081865
645,1,0.271059954
1047,1,0.270939906
5538,0,0.270885749
3631,0,0.270872936
2888,0,0.270865191
3835,0,0.270852636
8850,0,0.270832816
8225,0,0.270663833
3015,0,0.270651212
4783,0,0.270646537
7357,0,0.270606346
5040,0,0.270583123
9122,0,0.270568455
1748,0,0.270540525
6427,0,0.270520911
9451,0,0.270518626
5448,0,0.270428046
7270,1,0.270355526
4018,1,0.270339107
6925,0,0.270240215
682,0,0.269929623
7248,1,0.269879672
2630,1,0.269866998
3547,0,0.26982008
2323,0,0.269814088
1517,0,0.269792923
9019,0,0.269753817
7381,0,0.26972559
3212,0,0.26970815
5774,0,0.269668436
5871,0,0.269616868
2014,0,0.269544955
6343,0,0.269503039
579,0,0.269435571
7384,1,0.269360557
2683,0,0.269040624
3078,0,0.268899331
3113,1,0.268880297
1928,0,0.26882571
3057,0,0.268743646
7400,0,0.268564165
1432,0,0.268538934
5279,1,0.268371918
6963,0,0.268366058
9704,0,0.268345119
5520,1,0.268325734
6563,1,0.268220613
4925,0,0.26819132
4009,0,0.268141048
6522,0,0.268125383
759,0,0.268104619
9027,0,0.268070978
3531,1,0.268055177
4037,1,0.268043919
8472,1,0.26789593
3279,0,0.2678893
5243,1,0.267817321
8779,0,0.267703974
6368,0,0.2676344
6003,0,0.267595313
7522,0,0.267566104
5606,0,0.267215824
1308,0,0.26706484
9653,1,0.267026362
4612,0,0.267001915
8199,1,0.266998213
6108,0,0.266871366
8241,1,0.266540324
7880,0,0.26652284
8477,0,0.266353738
192,0,0.266303268
3465,0,0.266299798
8463,0,0.266269533
7798,0,0.266250394
4924,0,0.266245875
1493,1,0.266240276
8876,0,0.266208064
5618,1,0.266060353
7282,1,0.265971663
4123,0,0.265931456
8384,0,0.265924709
2737,0,0.265668588
9864,1,0.265641056
4509,0,0.265580628
1444,1,0.265563891
1422,0,0.26554037
2043,0,0.265519631
6774,0,0.26550331
7473,0,0.265409087
1383,0,0.265396385
7947,0,0.265386106
1844,0,0.265376004
6647,0,0.265334447
8628,0,0.265195231
1458,0,0.26496666
266,0,0.264705005
3095,0,0.26469575
1852,0,0.264662122
113,0,0.264654672
3668,0,0.264639322
302,0,0.264490091
6252,0,0.264457415
3190,0,0.264414596
8409,0,0.264382871
9478,1,0.264355778
4856,0,0.264352114
3059,0,0.264322913
6021,0,0.264280858
4369,0,0.264217473
1714,0,0.264196006
8765,0,0.264159252
7238,0,0.264153778
5546,0,0.263989501
439,0,0.263872685
755,0,0.263700269
6018,0,0.263645297
4102,0,0.263465344
4652,0,0.263400573
8961,1,0.263360193
6645,0,0.263348791
7520,0,0.263281265
8623,0,0.2631403
6741,0,0.263073181
5387,1,0.262848532
2417,0,0.262694536
8708,1,0.262638144
7559,1,0.262623769
796,0,0.262592038
126,1,0.262554023
4789,0,0.262530381
4335,0,0.262357521
6997,0,0.262096288
6051,0,0.261982268
4228,0,0.261940735
2052,0,0.261745657
6400,1,0.261739485
1327,0,0.261710334
2532,0,0.26171017
6244,0,0.261603637
7722,0,0.26153172
6394,0,0.261457417
5512,0,0.261359999
1720,0,0.261321641
4633,0,0.261285592
4634,0,0.261251308
4366,0,0.261235104
5562,1,0.261140642
4255,0,0.261085684
2278,0,0.260956272
9964,0,0.260887827
5692,0,0.260858762
8824,0,0.260844139
3489,0,0.26074834
7116,0,0.260748081
8930,0,0.260724276
5541,1,0.260700793
2208,0,0.260614853
4622,0,0.260500698
5061,0,0.260498249
690,0,0.260297195
5310,0,0.260276814
9414,0,0.260246464
1964,0,0.260172113
7332,0,0.260134486
3173,0,0.259953646
2228,0,0.259758462
7388,0,0.259620748
4329,0,0.259610263
9741,0,0.259540185
4130,1,0.259537268
2162,0,0.25952471
1643,0,0.259443475
298,1,0.259440409
1842,0,0.259421034
537,0,0.259311217
7698,0,0.259173331
3412,0,0.259135345
8388,0,0.259117146
1488,1,0.259081527
4589,0,0.259056045
2431,1,0.258923333
760,0,0.258811183
5071,0,0.258793955
4449,0,0.258634025
5156,0,0.258611163
9172,0,0.258542033
3900,0,0.258462429
9910,0,0.25840738
1632,1,0.258406877
4307,0,0.258372369
5751,1,0.258354166
6512,1,0.258196065
2515,0,0.258134482
5307,1,0.258089249
2894,0,0.258043464
3890,0,0.258036293
9770,0,0.258016413
120,0,0.257998934
7006,0,0.25791794
1584,1,0.257837159
2138,0,0.257807708
7663,1,0.257756176
8767,0,0.25774263
3642,0,0.257632312
6462,0,0.257622664
1951,1,0.257537945
3450,0,0.257152418
1870,0,0.257120921
2199,0,0.257038522
3584,1,0.257021283
9182,0,0.256889566
8164,1,0.256741755
9637,1,0.25647911
9121,0,0.256470809
8221,1,0.256379462
5572,1,0.256293038
1366,1,0.25614742
1090,0,0.256137646
2863,0,0.255877625
1771,1,0.255809824
7131,0,0.255801283
9607,0,0.255787959
436,0,0.255743295
882,1,0.255688837
8505,1,0.25568162
2467,0,0.255474839
625,0,0.255386936
2100,0,0.255371525
9557,1,0.255306672
9734,0,0.255254113
5872,1,0.25518115
4748,0,0.255178731
686,1,0.25514185
1608,0,0.255057978
2927,0,0.254958579
5867,1,0.254933661
5414,0,0.254929381
3822,0,0.25488953
398,0,0.254868308
2751,1,0.254856673
2786,1,0.25484259
3330,0,0.25483275
3148,0,0.254702074
3011,1,0.254637777
4378,1,0.25441283
993,0,0.254365994
5014,1,0.254297785
3118,0,0.254249526
7788,0,0.254190548
2545,0,0.254183736
7569,0,0.254148434
718,0,0.254100816
6067,0,0.254092711
5815,0,0.254058267
7633,0,0.254003527
8549,0,0.253906212
7162,0,0.253864622
9991,0,0.25384665
3727,1,0.253814783
8269,0,0.253668722
7193,0,0.253601857
1054,0,0.253392741
7954,0,0.253390163
7726,0,0.253354136
6978,0,0.253322362
1450,0,0.25326579
5539,0,0.253244128
6877,0,0.25312405
3153,1,0.253009263
3127,0,0.252903774
1211,1,0.252898658
7686,0,0.252872431
4967,0,0.252801885
6076,0,0.252606296
7183,0,0.252590138
3105,0,0.252431078
8048,0,0.252360243
7892,0,0.252143581
9073,0,0.252075454
7431,0,0.25207214
4754,0,0.251964661
9779,0,0.251874188
898,0,0.251799205
5789,1,0.251723189
6449,0,0.25157547
916,0,0.251561056
4603,0,0.251535291
3043,0,0.251521617
3419,0,0.25149873
4304,1,0.251463907
6859,0,0.25138585
6766,0,0.251249441
3037,0,0.251211333
1661,0,0.251174262
5726,0,0.2511705
310,0,0.251151186
855,0,0.251072494
7328,1,0.251019151
3805,0,0.25101785
5643,0,0.251001192
3427,0,0.25097728
4075,0,0.250942863
8422,0,0.250926566
8195,0,0.250860373
3655,0,0.250793032
5641,1,0.250782967
211,0,0.25075574
3098,0,0.250633612
861,1,0.250454633
4942,1,0.250343143
8698,0,0.250291926
653,0,0.250273566
8932,1,0.250193951
6684,0,0.249972911
149,0,0.249937491
520,0,0.249755586
9500,0,0.249682615
8259,0,0.249529673
9393,0,0.249482033
7477,0,0.249460848
6034,0,0.249331743
2944,0,0.249273826
4350,1,0.249264679
1683,0,0.249243056
8311,0,0.249206723
844,1,0.249162308
6899,0,0.249104252
2896,0,0.248996094
2864,0,0.248960616
640,0,0.248924917
1933,0,0.248912456
5920,0,0.248834087
7497,0,0.248791272
6551,1,0.248780091
8295,0,0.248770156
4571,0,0.248702859
940,0,0.248580218
4259,0,0.248561897
5985,0,0.248371696
2286,1,0.248237295
2647,0,0.248139192
3329,1,0.24810484
1922,1,0.248010483
1005,0,0.248006051
6342,0,0.247999028
8298,0,0.247926046
3589,0,0.247858677
5631,0,0.247853464
1762,1,0.247851829
750,0,0.247835357
9915,0,0.24781521
3925,0,0.247799963
2025,1,0.247795463
5182,0,0.247721552
2590,0,0.247627546
1052,0,0.247618081
8412,0,0.247519834
2089,0,0.247443004
3345,0,0.247376335
6799,0,0.247354188
9014,0,0.247286175
5074,0,0.247210328
8301,0,0.247203285
6409,0,0.247139864
5988,0,0.246956862
947,1,0.246923313
62,0,0.246863812
7879,1,0.246826396
2552,0,0.246758841
9034,0,0.246662236
1344,0,0.24659604
4939,0,0.246401107
5457,0,0.24631031
4309,0,0.246305252
4334,0,0.246294565
7276,0,0.246237667
6,1,0.246174521
9175,0,0.246137858
8677,0,0.246129495
5343,0,0.245991328
5031,0,0.245850817
9940,0,0.24583935
2389,1,0.245837475
5874,1,0.24579716
5690,0,0.245789883
9751,1,0.245766367
2001,0,0.245643909
6416,0,0.245611912
8330,0,0.245551817
4953,0,0.245506985
9987,0,0.245505026
2016,0,0.245337199
6521,0,0.245313217
2429,0,0.245280344
552,1,0.245271638
8979,0,0.245046361
7838,1,0.244983525
2185,0,0.244976853
5934,1,0.244974634
9059,0,0.244839209
6595,1,0.244819545
4093,0,0.244778729
3138,1,0.244704804
7334,0,0.244626053
6634,1,0.244620222
23,1,0.244589283
9572,1,0.244571628
2538,0,0.244541099
6856,1,0.244540159
5140,1,0.24439521
7210,1,0.244387929
556,1,0.244377226
269,1,0.244348805
1610,0,0.24430834
6812,0,0.244253587
346,0,0.244203759
8846,0,0.244157125
3206,1,0.244155221
4919,1,0.243980832
8615,0,0.243954763
1009,1,0.243601567
2156,0,0.24355755
762,1,0.243532477
3297,0,0.243526245
2078,0,0.243490648
6249,0,0.243490483
5603,0,0.243489561
9041,0,0.243472434
1296,0,0.243471166
1718,1,0.243311939
2049,0,0.243300961
9921,1,0.243208044
2124,0,0.243192468
3428,0,0.243134815
8393,1,0.243121822
3208,0,0.243102835
6253,0,0.243094527
216,1,0.243085911
6823,0,0.243079167
4242,0,0.243001568
6674,0,0.24295271
277,1,0.24294594
3084,1,0.242890059
6611,0,0.242833089
8089,1,0.242622281
7591,1,0.242554857
4736,0,0.242471068
92,0,0.242442953
9481,0,0.242399521
3451,0,0.242356068
5979,0,0.242292012
2230,0,0.242198798
4070,0,0.242152769
8718,0,0.2420454
2366,0,0.24201867
4225,1,0.241918549
3005,0,0.241886074
7843,0,0.241852495
4248,0,0.241849979
3983,1,0.241706124
8341,0,0.241655791
2788,1,0.241596494
6898,1,0.241557265
7268,0,0.241523654
577,0,0.241433801
6829,0,0.241390748
1657,0,0.241356744
8730,0,0.241314776
9265,0,0.241198257
9943,0,0.241183996
8830,0,0.24112794
2411,0,0.241122467
6798,0,0.24111824
7540,0,0.241075965
7165,0,0.240995653
3860,0,0.240971858
681,0,0.240907784
7761,1,0.240859669
3980,1,0.240834482
2620,1,0.240823864
5452,0,0.240812426
7005,0,0.24081235
1644,0,0.240801829
5150,0,0.240783814
2871,0,0.240735249
1677,1,0.24065051
9882,0,0.240634323
9559,1,0.24059464
7153,1,0.240580232
3641,0,0.240511477
4928,1,0.240457311
4413,0,0.240322564
3448,1,0.240246635
5312,0,0.240206573
2390,0,0.240193787
1783,1,0.24010581
1079,0,0.240030661
517,1,0.240007917
2128,0,0.239968483
8601,1,0.239960218
7547,0,0.239840303
4731,1,0.239831342
822,0,0.239798453
4317,1,0.239779991
9971,0,0.239695915
1393,0,0.239669348
5367,0,0.239562106
5552,0,0.239417491
7082,0,0.239366981
1834,1,0.239328028
6705,1,0.23925042
7799,0,0.239085109
3365,0,0.239050347
363,0,0.238986978
213,0,0.238964227
5108,0,0.23895039
7877,1,0.238928871
3377,1,0.238921423
3307,0,0.238904936
3453,1,0.238870709
9398,0,0.238865155
402,0,0.238850024
521,1,0.23869666
6311,0,0.238683768
6356,0,0.23867888
2009,0,0.238676676
8856,0,0.238664194
4412,1,0.238645699
4021,0,0.238634592
9892,0,0.238627557
9143,0,0.238569054
2307,0,0.238567226
9522,0,0.238457813
9884,0,0.238457483
8094,0,0.238422759
3494,0,0.238307398
6504,0,0.238284369
8107,0,0.238095141
280,1,0.238086716
6751,1,0.23807765
8273,0,0.238049027
3128,1,0.237985163
952,0,0.237890414
879,0,0.237889414
5357,1,0.237866671
8750,0,0.237824892
5498,0,0.237797089
7697,1,0.23778715
2477,0,0.237779917
127,1,0.237765525
3044,0,0.237745971
6251,0,0.237702841
6736,1,0.23760482
8492,0,0.237521556
7974,0,0.23746188
6932,0,0.237420996
3953,0,0.237382428
4488,0,0.237283392
3056,0,0.237222542
6106,0,0.237084035
2094,0,0.237076991
7481,0,0.237059331
9745,1,0.237036197
8567,1,0.237021582
6287,0,0.236884046
6862,0,0.236788807
8603,0,0.236697911
7619,0,0.236688909
5678,0,0.236660814
1330,1,0.23660688
8161,0,0.23656859
7960,0,0.236502509
703,0,0.236494348
2800,0,0.236441425
3270,0,0.23642834
7294,0,0.23642123
6155,0,0.236379667
780,0,0.236345147
3203,0,0.236302001
7992,0,0.236236028
341,1,0.236217485
9397,0,0.236158462
8577,0,0.236124379
7375,1,0.23602697
3960,1,0.23600844
692,0,0.235973126
7928,1,0.235956015
2691,0,0.235878992
9817,0,0.235745955
272,1,0.235619027
4867,0,0.235567737
1059,0,0.235540425
3812,0,0.235503211
2163,0,0.235459504
6032,0,0.235435869
2973,0,0.23541523
4355,0,0.235374033
9466,0,0.235365256
4454,0,0.235324127
6029,1,0.235322334
9379,0,0.235260006
7256,1,0.235247697
8560,0,0.235214946
1755,0,0.235192323
3893,0,0.234973555
1153,0,0.23496204
7470,0,0.234831966
7984,0,0.23483099
8818,0,0.234704326
3166,0,0.23470348
9193,0,0.234617149
7365,0,0.234560908
4346,1,0.234521491
7994,0,0.234382286
2391,0,0.234341874
9456,0,0.234308204
8700,0,0.234243384
5199,0,0.234176691
8681,1,0.234117942
8191,0,0.234110477
1023,0,0.233865652
2321,0,0.233746703
5816,0,0.233661089
662,0,0.23365988
4956,0,0.233556685
7948,0,0.233413159
2934,0,0.233380907
2310,1,0.233374197
8201,1,0.233289886
4735,1,0.233261502
7712,1,0.233244113
4920,0,0.233186121
1551,0,0.233027236
6262,0,0.2329812
219,1,0.232879332
8004,1,0.232780161
9782,1,0.232779096
8205,0,0.232667585
572,1,0.232662781
7410,0,0.232652076
8814,0,0.232624837
2045,0,0.232623368
48,1,0.232623359
5933,0,0.232607182
4514,0,0.232584056
9442,0,0.232489361
2029,0,0.232482159
9083,0,0.232325678
5691,0,0.23231916
5523,0,0.23228432
1810,0,0.232183317
862,1,0.232182045
4544,1,0.232151219
3402,0,0.232075514
1862,0,0.231960593
2483,0,0.231954588
9316,0,0.231898672
388,0,0.231797382
5309,0,0.231745065
9051,0,0.231700686
8187,1,0.231661345
5483,0,0.231619969
3593,1,0.23158211
4699,0,0.231557125
6098,1,0.231554604
8468,0,0.231493581
4537,0,0.231464387
9356,0,0.231398415
6122,0,0.231396832
2876,0,0.231369636
5917,0,0.231244688
3145,0,0.231193219
4493,0,0.231189274
5944,0,0.231104429
6267,0,0.231040074
9951,0,0.230918921
3132,0,0.230906934
8071,0,0.230703961
9318,1,0.230667496
5754,0,0.230549584
5093,1,0.230293299
2839,0,0.230160861
9476,0,0.230062251
4904,0,0.229971747
5011,1,0.229870287
3855,0,0.229770458
9428,0,0.229695715
2011,0,0.229578965
6790,0,0.22947206
4156,0,0.229414491
2059,0,0.229241934
1750,1,0.229222995
7794,0,0.229137727
5336,0,0.229047284
7167,0,0.229030659
5412,0,0.228974563
7900,0,0.228974563
3908,0,0.228936665
1448,1,0.228595216
1630,1,0.228542728
7295,0,0.228475318
8918,0,0.228253897
9212,0,0.228166859
9105,1,0.228141907
7487,0,0.228131394
3954,0,0.228090012
9196,1,0.228072212
7501,0,0.227988824
1889,0,0.227978588
8803,0,0.227880033
2653,0,0.22783132
2566,0,0.227779303
2297,1,0.227693485
3150,0,0.227651276
9362,0,0.227609458
4886,0,0.227548641
7243,1,0.227483157
9078,0,0.227415532
6460,0,0.227410781
9350,0,0.227311581
2504,0,0.227245675
169,1,0.227190838
5710,0,0.227083437
6226,0,0.227062059
8775,0,0.227021543
1297,0,0.227015893
6572,1,0.226917307
9036,0,0.22689095
9273,0,0.226878691
81,0,0.226850824
1708,0,0.226843943
2463,1,0.226797929
9157,1,0.226796141
9190,0,0.226795442
9349,0,0.226774152
3519,0,0.226766021
4131,0,0.22675007
167,1,0.22670465
3004,0,0.226593631
8576,0,0.226542918
6027,0,0.226514995
4807,0,0.22645411
9596,0,0.226404671
978,0,0.22627777
19,0,0.226261917
4,0,0.226188703
5926,0,0.226141081
459,1,0.226076236
4977,0,0.226057187
1188,1,0.226025136
6434,0,0.225907024
6725,1,0.225906797
8543,0,0.225867962
3918,1,0.225635217
3102,0,0.225564983
5089,1,0.22545186
7142,0,0.225420357
7662,1,0.225417985
8325,0,0.225268965
1291,0,0.225242522
8734,1,0.225238427
1984,0,0.224782729
8186,0,0.224661654
5107,0,0.224640796
9243,0,0.224616454
7412,0,0.22454408
8666,0,0.224499165
7908,0,0.224385865
2212,0,0.224318705
5977,1,0.224231178
6916,0,0.224226236
5964,0,0.224226029
6691,0,0.224142356
8487,1,0.224106628
7608,0,0.224093082
422,0,0.224047601
1257,0,0.223905167
7387,0,0.223896011
1571,1,0.223895418
7993,0,0.223891687
7952,0,0.223857036
2681,0,0.223821335
9280,0,0.223774798
3546,0,0.223727871
6720,0,0.223648945
5743,1,0.223625625
6331,0,0.223618422
2573,0,0.223611498
5775,0,0.223531222
6148,0,0.223479371
6424,0,0.22331947
3142,1,0.223152016
5534,0,0.223134656
1722,0,0.222994884
9144,0,0.222941502
5610,0,0.22293036
9781,0,0.222918307
2918,1,0.222879396
5127,0,0.222863564
6046,0,0.22285957
1756,1,0.22279609
3526,0,0.222624458
2141,0,0.222611971
4286,0,0.222537725
5422,0,0.222527503
209,1,0.222448614
4408,0,0.222437359
9276,0,0.222434892
9524,0,0.22233853
6849,0,0.222288352
9018,0,0.222275186
5220,0,0.222193697
288,0,0.222154433
7338,1,0.221951095
8557,0,0.221886762
3416,1,0.221806174
8983,0,0.221631233
9780,0,0.221523991
5792,1,0.221518561
3559,0,0.221507269
2363,1,0.221494402
6528,0,0.221355361
8671,0,0.221239708
4177,0,0.221226724
9179,0,0.221183608
2854,1,0.22115173
5942,0,0.221124671
7320,0,0.221088922
5288,0,0.221073405
2581,1,0.220934048
6590,0,0.220838578
4501,0,0.22083843
3949,0,0.220812578
8711,0,0.220760639
5273,1,0.220677959
3196,0,0.220651063
2626,0,0.220610923
2706,0,0.220415455
9972,0,0.220254264
710,0,0.220175271
6133,0,0.220077712
64,0,0.220049665
7750,1,0.220005867
9827,0,0.219997907
7800,0,0.219985456
4890,1,0.219969203
3139,1,0.219938173
5558,0,0.219916524
769,0,0.219842746
9504,0,0.219809162
129,0,0.219774573
8810,0,0.219772543
8883,0,0.21969696
8391,1,0.219659408
323,1,0.219654236
5838,0,0.219635496
414,1,0.21962765
5474,0,0.219598828
387,0,0.219582384
7575,0,0.219539672
9153,0,0.219516229
3378,1,0.219473598
16,0,0.219463871
2606,0,0.219458609
3375,0,0.219418099
9911,1,0.219373566
225,1,0.219358489
7562,0,0.219318944
4233,0,0.219257309
3665,0,0.219237721
1454,0,0.219155045
7780,0,0.219024919
5506,0,0.218832091
646,1,0.218815477
9091,0,0.218797077
5207,0,0.218719499
903,0,0.218663053
4129,0,0.218586989
3176,1,0.218485973
9195,0,0.218474448
7826,1,0.218386167
5317,0,0.218340482
3172,1,0.218289691
1512,0,0.218282043
4399,0,0.218268347
4694,0,0.218097804
2234,0,0.218095179
1957,1,0.218081163
4193,0,0.217999423
6928,0,0.217954241
2358,0,0.217884046
9977,0,0.217861188
8243,1,0.217849478
5540,0,0.217824772
6831,0,0.217755093
5894,0,0.217730028
9552,0,0.217729635
8376,0,0.217672229
7229,1,0.217545048
123,0,0.217493284
2666,1,0.217474633
3024,0,0.217456964
2322,0,0.217348703
8772,0,0.217296468
7098,0,0.217161399
6370,0,0.21708679
1267,0,0.21708127
5147,0,0.217079041
5891,0,0.216922565
31,1,0.216895448
9803,0,0.21687858
591,1,0.216817785
7252,0,0.216804538
6834,0,0.216753189
1129,0,0.216732774
9519,0,0.21670578
8869,0,0.216699657
1859,0,0.216576191
2887,0,0.216539564
634,0,0.216520869
3360,0,0.216477676
4602,0,0.216423791
1162,1,0.216361736
5203,1,0.216284505
8530,0,0.216195719
5402,0,0.216194541
7043,0,0.216055931
8636,1,0.216036713
7968,0,0.21601583
6780,1,0.216004967
6869,0,0.216000603
353,0,0.215944496
5344,0,0.215918793
7851,0,0.215912452
8971,0,0.215896623
2343,0,0.215790982
830,0,0.215762035
3686,0,0.215721621
7889,0,0.215642234
8377,1,0.215560315
6299,1,0.215480465
2571,0,0.215465841
5688,0,0.215391995
9662,0,0.215318936
4864,0,0.21527359
228,1,0.215239276
8362,0,0.215157271
4600,0,0.214969003
4772,0,0.214832965
8757,1,0.214796005
7222,0,0.214771138
4088,0,0.214735011
9602,0,0.214637372
8593,0,0.214529897
5075,0,0.214445055
4161,0,0.214441358
5170,0,0.214431581
6740,0,0.214272435
8054,0,0.214170893
5799,0,0.214158104
2875,0,0.214127304
8202,0,0.214064331
5362,0,0.214014958
3243,0,0.213920426
1289,0,0.213879666
8596,1,0.213848214
7103,0,0.213778367
8952,0,0.213768007
9131,0,0.213666659
4231,0,0.213659101
2742,0,0.21364562
7323,1,0.213642113
8139,0,0.213623687
5248,0,0.213608408
9234,0,0.213546133
971,0,0.213542133
7532,0,0.213525249
4706,0,0.213518105
5473,0,0.213500657
6976,0,0.213451211
1107,0,0.213438809
8351,0,0.213420299
8112,0,0.213362896
4960,0,0.213312599
3408,0,0.213212413
5126,1,0.213157514
1127,0,0.213072266
9474,1,0.212993647
8456,0,0.212952195
1229,0,0.212926106
3826,0,0.212883104
4684,0,0.212862033
507,0,0.212819085
3759,1,0.212736027
5132,0,0.2127057
4566,0,0.212598473
8848,0,0.212546734
1158,0,0.212476343
5864,0,0.212462745
9982,1,0.212437635
2874,0,0.212432266
2180,0,0.212428466
5427,0,0.212422062
4279,0,0.212416261
2384,0,0.212357049
294,1,0.212333538
7624,0,0.212309755
4922,1,0.212308793
1368,1,0.212267053
719,0,0.212183064
3264,1,0.212173686
3940,0,0.212076944
3615,0,0.212007814
7580,0,0.211937903
2519,1,0.211919244
1977,0,0.21184376
7894,0,0.211832336
8508,0,0.211795497
8531,0,0.211794797
5024,0,0.211670695
7097,1,0.211627744
5779,0,0.21160255
3996,0,0.211493838
2622,0,0.21139455
9392,0,0.21125598
5109,0,0.211081634
3554,1,0.211075613
4700,1,0.211037657
5963,1,0.211006463
9357,1,0.210990881
1350,0,0.210965635
1414,0,0.210962849
9162,0,0.210926784
649,0,0.210914699
2332,0,0.210895401
3441,1,0.210889519
7517,0,0.210814009
4059,0,0.210740887
2247,0,0.210568612
3221,0,0.210527017
2784,0,0.210458515
5614,0,0.21045425
1726,0,0.210420398
6237,0,0.210409681
2385,0,0.210405048
6472,0,0.210365368
1081,0,0.210310728
8581,0,0.210302605
3836,0,0.210281119
4654,1,0.210168476
680,0,0.210112305
8270,1,0.210078867
7144,0,0.210040616
6171,0,0.210001684
6903,0,0.209927674
3923,0,0.209917474
8249,0,0.209900474
5895,0,0.209894622
7008,0,0.209881845
7434,1,0.209875738
1678,0,0.20985154
8198,0,0.209838381
4460,0,0.209768102
4080,0,0.209738485
4158,0,0.209687344
5707,0,0.209674171
3568,0,0.20967198
9835,1,0.209636089
3832,0,0.209634034
7241,0,0.209624017
9732,0,0.209507284
396,0,0.209435273
8136,0,0.209351331
1673,0,0.209301866
5744,0,0.20929965
3873,0,0.20927318
678,1,0.209118338
7439,0,0.2091093
1399,1,0.209106041
2000,0,0.209103055
1271,0,0.209043167
7987,0,0.209008546
6827,0,0.208945356
8396,0,0.20891704
6960,0,0.208907555
5877,0,0.208744166
380,1,0.208703382
3039,0,0.208689805
1031,0,0.208686446
7666,0,0.208666107
7578,0,0.208604105
5686,1,0.208536609
1136,0,0.208521425
5802,1,0.208515057
3449,0,0.208500782
9932,0,0.208497646
6289,0,0.208475757
2320,0,0.208453496
6177,0,0.208444482
7492,0,0.208395238
1260,0,0.208298438
3406,0,0.208277685
995,0,0.208245203
4101,0,0.208227819
7034,0,0.208169742
312,0,0.208168076
3164,1,0.208071947
9069,0,0.207998629
8023,1,0.207937868
4473,0,0.207908044
6254,1,0.207860622
713,0,0.207781108
3972,0,0.207779081
9665,0,0.207748823
2578,0,0.207739631
7574,0,0.207625008
4023,0,0.207527696
6445,0,0.207526717
6143,0,0.207443306
6141,0,0.207421963
7783,0,0.207372602
2076,0,0.207368086
8402,1,0.207291092
2820,0,0.207265855
7421,0,0.207245082
1898,0,0.207207159
3344,0,0.207144281
2086,0,0.207123899
8429,0,0.207117798
1382,1,0.20711734
3937,0,0.207030837
9457,0,0.206989874
3165,0,0.206986891
2132,0,0.206986708
6074,0,0.206893004
7752,0,0.206890446
1686,1,0.206862555
1301,0,0.20681304
739,0,0.206683037
1739,0,0.206580992
522,0,0.206495476
6066,1,0.20636932
1792,0,0.206360394
5994,0,0.206330534
1396,0,0.206292787
2018,0,0.206286423
9826,1,0.206283004
6534,0,0.206255029
8303,0,0.206239724
920,0,0.20610314
1604,0,0.206058037
4533,0,0.206013556
4217,0,0.20599435
7172,0,0.205987552
3159,0,0.20595706
5557,0,0.205840108
7461,0,0.205641738
9796,0,0.205594289
8159,0,0.20554272
4431,0,0.205530179
3168,1,0.205528949
3553,0,0.205519317
3916,0,0.205507457
2739,1,0.205485041
3837,1,0.205339145
7585,0,0.20527972
4761,0,0.205274829
2799,0,0.205163503
1209,0,0.205065709
3409,0,0.205065133
3068,0,0.204972859
5635,0,0.204954691
9676,0,0.204899315
5565,0,0.204773569
1975,0,0.204693011
5929,0,0.20462395
7407,0,0.204577686
263,0,0.204470285
9272,0,0.204454424
4709,0,0.204443927
2893,0,0.204398668
8424,1,0.204318423
5023,0,0.204199839
9261,0,0.20418761
8962,0,0.204137885
4876,0,0.204109009
9580,0,0.204065881
931,0,0.203945691
154,0,0.203845598
4620,1,0.203836034
6412,0,0.203814343
9401,0,0.203784115
360,0,0.203758481
4584,0,0.203728499
333,0,0.203700682
408,0,0.203669215
3613,0,0.20361769
2134,0,0.203571528
7156,1,0.203556516
3220,0,0.203553263
6964,0,0.203488737
3811,0,0.203409881
3821,0,0.203344092
4036,0,0.203310093
2603,0,0.20330167
9167,1,0.203222658
951,0,0.203166253
9592,0,0.203156659
8737,0,0.203142668
3926,0,0.203078479
2283,0,0.203012457
7129,0,0.20296451
6463,0,0.202927615
5902,0,0.202925391
8260,0,0.202921934
3623,0,0.202884681
3920,0,0.202874545
7353,0,0.202866821
1637,0,0.202679519
5883,1,0.20265496
3093,0,0.202377718
4330,0,0.202373311
600,0,0.202296794
8174,0,0.202278456
5260,0,0.202254329
3751,0,0.202232694
2686,0,0.202200415
1958,1,0.202104796
122,0,0.202048779
83,0,0.201909483
7128,0,0.201886074
3807,0,0.201867329
764,0,0.201810529
4246,0,0.201735591
8710,0,0.201714126
1082,0,0.201637033
5007,0,0.201597721
5162,0,0.201553479
1392,1,0.201354662
4745,1,0.201330975
1097,1,0.201324268
5328,0,0.201263397
7504,0,0.201253002
1514,0,0.201040575
4561,0,0.200779517
8379,1,0.200773565
4945,0,0.200621018
3224,0,0.200512243
2537,1,0.200471588
8605,0,0.200375968
5363,0,0.200344665
7464,0,0.200272093
