critic_rating,is_action,is_exclusive_to_us,is_portable,is_role_playing,is_sequel,is_sports,suitable_for_kids,total_earnings,unit_price
4.0,0,0,0,0,0,1,0,65091,59.99
3.0,1,0,1,0,0,0,1,94707,59.99
2.0,0,1,1,1,1,0,0,134459,59.99
4.0,0,0,0,1,1,0,1,115771,59.99
5.0,1,1,0,0,1,0,0,164905,39.99
3.5,1,0,0,0,1,0,0,72845,39.99
5.0,1,0,0,0,1,0,0,144278,59.99
4.0,0,0,0,1,1,0,1,115454,59.99
4.5,1,1,0,0,0,0,0,161065,59.99
4.5,1,0,0,0,0,0,0,94865,59.99
4.0,0,1,0,0,1,1,0,157423,59.99
4.5,0,1,0,1,1,0,0,196383,59.99
2.0,1,0,0,0,0,0,0,54955,59.99
2.0,0,1,1,0,1,1,0,116246,59.99
2.0,1,1,0,0,1,0,0,105974,49.99
4.0,0,0,0,1,0,0,0,74752,59.99
3.5,0,0,0,1,1,0,0,94232,59.99
4.0,0,0,0,1,1,0,0,70312,39.99
3.0,0,1,0,0,0,1,0,89322,59.99
4.5,1,0,0,0,1,0,0,133825,59.99
4.5,1,0,0,0,1,0,1,147604,59.99
4.0,1,0,0,0,1,0,0,122897,59.99
4.0,1,1,0,0,0,0,0,149504,59.99
4.5,0,0,0,1,1,0,0,94757,49.99
4.0,0,0,0,1,1,0,0,103893,59.99
3.0,0,0,1,1,0,0,0,72218,59.99
4.5,0,0,0,0,1,1,1,111653,59.99
5.0,0,1,1,1,1,0,0,255614,59.99
4.0,1,0,0,0,1,0,0,102411,49.99
2.0,1,0,0,0,1,0,0,50464,39.99
4.0,0,0,1,0,1,1,0,109752,59.99
3.5,1,0,0,0,1,0,0,109911,59.99
3.0,1,0,0,0,0,0,0,70951,59.99
3.0,0,0,0,1,1,0,0,83938,59.99
3.5,0,0,0,1,1,0,0,94707,59.99
3.0,1,0,0,0,1,0,0,100567,59.99
3.5,0,0,0,1,1,0,0,63872,39.99
3.5,0,0,0,1,1,0,0,93757,59.99
3.5,1,0,0,0,1,0,0,110544,59.99
4.0,0,0,0,0,1,1,0,60810,39.99
4.0,1,1,0,0,1,0,1,226949,59.99
2.0,1,0,0,0,1,0,0,49830,39.99
3.5,1,0,0,0,1,0,0,111495,59.99
5.0,0,0,1,0,1,1,1,119304,49.99
4.5,0,1,0,1,1,0,0,162195,49.99
3.0,0,1,0,1,0,0,0,68833,39.99
4.0,0,0,0,1,1,0,0,105793,59.99
2.0,1,0,1,0,1,0,1,98191,59.99
4.0,0,0,1,1,1,0,0,83191,39.99
2.5,0,1,0,1,1,0,1,139052,59.99
3.0,0,0,0,0,1,1,0,73326,59.99
4.0,0,1,0,1,1,0,1,197967,59.99
4.5,0,0,0,1,1,0,1,83931,39.99
4.0,1,0,0,0,1,0,0,82136,39.99
4.5,0,0,0,1,0,0,1,60599,39.99
3.5,1,0,1,0,1,0,1,121019,49.99
3.5,1,0,0,0,1,0,1,80658,39.99
4.0,0,0,0,0,1,1,0,91223,59.99
2.5,0,0,0,1,1,0,0,50780,39.99
4.5,0,0,0,1,0,0,1,60176,39.99
4.0,0,0,0,0,1,1,0,92806,59.99
3.5,0,0,0,1,0,0,1,49091,39.99
3.5,0,0,1,1,1,0,0,114979,59.99
2.5,0,0,1,1,1,0,0,89481,59.99
4.0,0,0,0,1,0,0,1,69286,49.99
4.5,0,1,0,0,1,1,1,124048,39.99
3.5,1,0,0,0,0,0,0,66778,49.99
3.0,0,1,0,1,1,0,0,97338,39.99
4.0,1,0,1,0,1,0,1,108107,39.99
3.5,0,0,0,0,1,1,0,83146,59.99
4.5,0,1,0,1,1,0,1,215546,59.99
3.5,0,1,0,1,1,0,0,161224,59.99
3.5,0,0,0,0,1,1,0,54792,39.99
4.0,1,0,0,0,0,0,0,86471,59.99
3.5,0,0,1,1,1,0,1,125907,59.99
4.5,0,0,1,1,1,0,1,152830,59.99
4.0,0,0,1,0,1,1,1,121630,59.99
5.0,1,1,0,0,1,0,0,248963,59.99
4.5,1,0,1,0,0,0,0,113712,59.99
4.0,1,0,0,0,1,0,0,121630,59.99
4.0,1,1,1,0,1,0,1,275728,59.99
4.5,1,0,0,0,1,0,1,123791,49.99
3.0,0,0,0,1,1,0,0,85046,59.99
4.0,0,0,0,0,1,1,0,91223,59.99
3.5,1,0,0,0,1,0,0,111178,59.99
3.5,1,0,0,0,1,0,1,120205,59.99
5.0,0,1,0,0,1,1,0,184030,59.99
3.5,1,0,0,0,1,0,0,111178,59.99
2.5,1,0,0,0,1,0,0,58593,39.99
3.5,1,1,0,0,1,0,0,125315,39.99
3.5,1,1,0,0,0,0,1,146970,59.99
4.0,1,1,0,0,1,0,0,210003,59.99
4.5,0,1,0,0,1,1,1,186405,59.99
4.5,1,0,1,0,1,0,0,160274,59.99
4.5,1,0,1,0,1,0,1,177061,59.99
4.5,1,0,0,0,0,0,0,64294,39.99
4.0,0,0,0,1,1,0,0,69467,39.99
3.5,0,0,1,1,1,0,1,104259,49.99
4.5,0,0,1,1,1,0,0,138893,59.99
3.5,1,1,1,0,1,0,0,224415,59.99
4.0,1,1,1,0,1,0,0,251972,59.99
3.5,1,0,0,0,1,0,1,122739,59.99
4.5,1,1,1,0,1,0,1,200800,39.99
4.0,1,0,0,0,1,0,0,121947,59.99
3.5,1,0,1,0,0,0,1,103101,59.99
4.0,1,0,1,0,0,0,0,70312,39.99
3.5,0,0,1,1,1,0,0,112762,59.99
2.5,0,0,1,0,1,1,0,78236,59.99
4.0,1,1,0,0,1,0,0,209369,59.99
3.5,0,0,0,1,1,0,0,96132,59.99
4.0,1,0,1,0,1,0,0,98816,39.99
3.5,0,0,1,1,1,0,0,113078,59.99
3.0,1,0,0,0,1,0,1,109911,59.99
3.0,1,0,0,0,1,0,0,97716,59.99
4.0,0,0,0,1,1,0,0,69995,39.99
4.0,1,1,1,0,1,0,0,251972,59.99
4.0,0,0,0,1,0,0,0,75702,59.99
3.5,0,0,0,1,1,0,0,93757,59.99
3.5,1,0,0,0,1,0,1,81819,39.99
3.5,0,0,0,0,1,1,0,82671,59.99
3.5,1,0,0,0,1,0,1,81819,39.99
3.5,1,0,0,0,1,0,0,92117,49.99
2.5,0,1,1,1,0,0,0,72740,39.99
2.5,1,0,0,0,1,0,0,87263,59.99
4.0,1,0,0,0,1,0,1,113497,49.99
5.0,0,0,0,0,1,1,0,109752,59.99
3.5,1,0,0,0,1,0,0,111178,59.99
3.5,0,1,0,0,1,1,0,139843,59.99
2.5,0,0,0,0,1,1,0,54769,49.99
3.0,1,0,1,0,1,0,0,119096,59.99
4.0,0,0,1,1,1,0,0,84036,39.99
3.5,0,0,0,0,1,1,0,70077,49.99
4.0,1,0,0,0,1,0,1,133033,59.99
4.5,1,0,0,0,1,0,0,134775,59.99
4.5,1,0,1,0,1,0,0,160274,59.99
4.0,0,0,0,1,1,0,1,115771,59.99
5.0,0,1,0,0,1,1,0,154013,49.99
5.0,1,1,0,0,1,0,0,207066,49.99
2.0,0,0,0,0,1,1,0,48302,49.99
4.5,0,0,1,1,1,0,0,114949,49.99
4.0,0,1,0,1,1,0,1,197016,59.99
3.5,0,1,0,0,0,1,1,111970,59.99
4.5,1,0,0,0,1,0,1,124187,49.99
4.5,0,1,0,0,0,1,0,80552,39.99
4.0,1,1,1,0,0,0,0,119931,39.99
4.0,0,0,0,0,1,1,0,61443,39.99
3.5,1,0,0,0,0,0,1,86313,59.99
4.0,1,0,0,0,1,0,0,121947,59.99
4.5,1,0,1,0,1,0,0,107051,39.99
4.5,1,1,0,0,0,0,0,164075,59.99
3.5,0,0,0,1,0,0,0,66992,59.99
3.5,1,0,0,0,0,0,0,78711,59.99
2.0,0,0,1,1,1,0,1,86947,59.99
2.0,0,1,0,0,1,1,0,94865,59.99
3.5,0,1,0,1,1,0,0,163441,59.99
3.5,0,0,0,1,1,0,1,104843,59.99
5.0,1,0,0,0,1,0,0,144595,59.99
2.5,1,1,1,0,1,0,0,146358,49.99
2.5,0,0,0,1,1,0,0,61895,49.99
2.0,0,1,1,1,1,0,1,144436,59.99
2.5,1,0,0,0,1,0,0,86947,59.99
4.0,0,0,0,0,1,1,0,77204,49.99
3.0,1,1,0,0,1,0,0,167242,59.99
4.5,1,0,0,0,1,0,1,147604,59.99
5.0,0,0,1,0,1,1,1,144595,59.99
2.5,1,1,0,0,1,0,0,148396,59.99
4.5,1,0,0,0,0,0,0,95657,59.99
2.5,1,0,0,0,0,0,0,63191,59.99
4.0,1,1,0,0,1,0,1,227424,59.99
5.0,1,1,0,0,1,0,0,204427,49.99
3.0,0,0,0,0,1,1,0,62819,49.99
3.5,0,0,0,1,1,0,0,96132,59.99
2.5,0,0,0,1,1,0,0,74752,59.99
3.0,0,1,0,1,0,0,1,113237,59.99
4.0,1,1,0,0,0,0,1,110218,39.99
2.5,0,1,0,1,1,0,0,84564,39.99
4.0,0,1,0,1,0,0,0,107030,49.99
2.0,0,0,0,0,1,1,1,62399,59.99
3.0,1,0,0,0,1,0,0,67039,39.99
4.0,0,0,0,1,0,0,0,75544,59.99
2.0,0,0,0,0,1,1,0,56697,59.99
3.5,1,0,1,0,0,0,0,95816,59.99
5.0,1,1,0,0,1,0,0,250071,59.99
3.5,1,0,0,0,1,0,0,112128,59.99
4.5,1,0,0,0,0,0,1,106110,59.99
4.5,1,0,0,0,1,0,1,122735,49.99
3.5,1,0,0,0,1,0,0,111811,59.99
3.5,0,1,1,1,1,0,0,128905,39.99
5.0,0,0,0,1,1,0,0,124640,59.99
5.0,0,0,0,1,0,0,1,98666,59.99
3.5,0,0,0,1,1,0,0,63027,39.99
5.0,0,0,1,1,1,0,1,165975,59.99
3.0,1,0,1,0,1,0,0,117196,59.99
3.5,1,1,0,0,1,0,0,156652,49.99
4.0,1,0,0,0,0,0,0,73113,49.99
2.5,1,0,0,0,1,0,1,95024,59.99
4.0,1,1,1,0,1,0,0,249438,59.99
4.0,0,0,0,1,1,0,0,86442,49.99
2.5,0,1,0,0,1,1,0,109752,59.99
3.5,0,0,0,1,1,0,0,96132,59.99
3.5,0,0,1,1,1,0,0,114028,59.99
4.5,1,0,0,0,1,0,0,134459,59.99
2.5,0,0,0,0,0,1,1,42231,49.99
4.5,1,0,0,0,0,0,0,96291,59.99
4.5,1,0,1,0,0,0,0,114504,59.99
4.0,0,0,1,0,1,1,0,73373,39.99
3.0,1,0,1,0,1,0,0,118780,59.99
4.0,0,0,0,1,1,0,0,104526,59.99
5.0,1,0,0,0,0,0,0,68939,39.99
5.0,1,1,0,0,0,0,1,161931,49.99
3.5,1,0,0,0,0,0,1,58593,39.99
5.0,1,0,0,0,0,0,0,104209,59.99
5.0,0,0,0,1,1,0,0,125431,59.99
5.0,0,1,1,1,0,0,1,134711,39.99
4.0,1,1,1,0,0,0,0,177695,59.99
4.5,1,0,1,0,1,0,0,160590,59.99
3.5,0,0,0,1,0,0,0,66992,59.99
3.5,1,0,0,0,0,0,0,79820,59.99
4.5,0,1,0,1,1,0,0,163383,49.99
4.5,1,0,0,0,1,0,1,122999,49.99
4.0,0,0,0,1,1,0,1,116087,59.99
4.0,1,0,0,0,0,0,0,87263,59.99
3.0,0,0,0,0,1,1,0,74435,59.99
3.5,0,1,1,1,1,0,0,195116,59.99
3.0,1,0,0,0,1,0,0,81691,49.99
4.0,0,0,0,1,1,0,0,104209,59.99
3.5,0,1,0,1,0,0,1,104919,49.99
3.5,0,0,0,1,1,0,0,95340,59.99
2.0,0,1,0,1,1,0,0,73268,39.99
3.0,0,0,0,1,0,0,0,60498,59.99
2.5,0,1,0,1,1,0,0,126382,59.99
5.0,0,0,1,1,0,0,0,107060,59.99
5.0,0,0,1,0,1,1,0,109538,49.99
4.0,0,0,0,1,1,0,0,104526,59.99
4.0,1,0,0,0,1,0,0,101091,49.99
4.5,0,0,0,1,1,0,0,114504,59.99
4.0,1,0,0,0,1,0,0,120997,59.99
4.5,1,1,0,0,1,0,0,188854,49.99
3.0,1,0,0,0,0,0,0,71268,59.99
3.5,1,1,0,0,1,0,0,127110,39.99
2.0,1,0,0,0,1,0,1,83938,59.99
2.5,0,0,0,1,1,0,0,76177,59.99
4.0,1,0,1,0,1,0,0,147762,59.99
4.0,1,1,0,0,1,0,0,137879,39.99
3.5,1,0,0,0,0,0,1,86630,59.99
2.0,0,1,1,1,1,0,0,134459,59.99
4.0,1,0,0,0,1,0,0,120997,59.99
3.5,1,0,0,0,0,0,0,80137,59.99
4.5,0,0,1,1,1,0,0,137943,59.99
2.0,0,0,0,1,1,0,1,70476,59.99
4.5,1,0,0,0,1,0,0,133192,59.99
3.0,0,0,1,1,0,0,0,73326,59.99
5.0,1,0,0,0,0,0,1,115295,59.99
4.0,0,0,1,0,0,1,0,79503,59.99
2.0,0,0,0,0,0,1,0,41177,59.99
3.5,1,0,0,0,0,0,1,86630,59.99
2.0,1,1,0,0,0,0,0,92331,59.99
3.5,0,0,0,1,1,0,1,104526,59.99
3.0,0,0,0,1,1,0,0,86155,59.99
2.0,1,1,0,0,0,0,0,60493,39.99
4.5,0,0,0,1,0,0,0,81879,59.99
3.5,1,0,0,0,1,0,0,110544,59.99
4.5,0,1,0,1,1,0,0,162591,49.99
4.0,0,0,1,1,1,0,0,126065,59.99
3.5,0,1,0,1,0,0,0,76329,39.99
3.5,1,0,0,0,1,0,1,81080,39.99
4.0,0,0,0,0,1,1,0,92331,59.99
5.0,1,0,1,0,1,0,1,128588,39.99
4.0,1,0,0,0,1,0,0,120997,59.99
4.5,1,0,1,0,1,0,0,159165,59.99
3.5,1,0,0,0,1,0,0,112128,59.99
2.0,1,0,0,0,1,0,1,83938,59.99
3.5,0,1,0,1,1,0,0,159798,59.99
4.5,1,0,0,0,1,0,0,111517,49.99
5.0,0,0,0,1,1,0,1,136042,59.99
2.5,1,0,1,0,1,0,0,106585,59.99
3.5,1,1,0,0,1,0,0,185930,59.99
5.0,1,0,0,0,1,0,0,145228,59.99
4.0,0,0,1,1,0,0,0,89322,59.99
5.0,0,1,0,1,1,0,0,210636,59.99
3.5,1,0,0,0,0,0,0,80137,59.99
2.5,1,1,1,0,1,0,1,162723,49.99
2.0,0,0,0,1,1,0,0,65566,59.99
4.0,1,0,0,0,0,0,0,86788,59.99
4.0,0,0,0,1,1,0,0,105318,59.99
4.0,1,0,0,0,1,0,0,121314,59.99
4.0,0,1,1,0,1,1,0,185138,59.99
4.5,0,0,0,1,0,0,1,90906,59.99
2.5,1,0,1,0,1,0,1,116087,59.99
4.0,0,1,0,0,1,1,0,131577,49.99
4.5,0,1,1,1,1,0,0,236293,59.99
2.5,0,1,0,1,1,0,1,140002,59.99
2.0,1,1,0,0,1,0,1,116532,49.99
4.5,1,0,0,0,0,0,0,96766,59.99
4.5,1,0,0,0,1,0,1,146653,59.99
3.0,0,0,0,0,1,1,1,82195,59.99
4.0,1,1,0,0,1,0,0,137140,39.99
4.0,0,0,0,1,1,0,0,69784,39.99
4.0,0,1,0,0,1,1,0,104412,39.99
4.0,0,0,0,1,0,0,0,50253,39.99
4.5,1,0,0,0,1,0,1,147920,59.99
4.5,0,0,0,1,1,0,0,114979,59.99
4.5,0,0,1,1,1,0,0,136993,59.99
4.5,0,0,0,0,0,1,0,72059,59.99
3.5,1,0,0,0,1,0,0,92909,49.99
4.0,0,0,1,1,1,0,0,104523,49.99
3.5,1,0,0,0,1,0,0,109594,59.99
2.5,0,0,0,0,1,1,1,60179,49.99
3.0,1,1,0,0,0,0,0,120522,59.99
4.0,1,0,0,0,1,0,0,82347,39.99
3.5,1,0,0,0,1,0,0,74323,39.99
4.5,1,0,0,0,1,0,0,133508,59.99
3.0,0,1,1,1,1,0,0,174210,59.99
2.0,0,1,1,1,0,0,0,78128,49.99
3.5,1,0,0,0,0,0,0,66778,49.99
3.5,1,0,1,0,0,0,0,95816,59.99
3.5,0,0,0,1,0,0,0,45502,39.99
3.0,0,1,1,0,0,1,0,108169,59.99
4.0,1,0,0,0,1,0,0,102939,49.99
4.0,0,0,0,1,1,0,1,76646,39.99
3.5,0,0,0,1,1,0,0,79448,49.99
2.5,0,1,1,1,1,0,1,111591,39.99
4.5,0,0,0,1,1,0,0,116087,59.99
4.0,0,0,0,0,1,1,1,85122,49.99
2.5,0,0,0,1,0,0,0,53688,59.99
4.0,1,0,0,0,1,0,0,122264,59.99
5.0,1,0,1,0,1,0,0,115919,39.99
4.5,1,1,1,0,1,0,0,271293,59.99
3.5,0,1,0,1,0,0,0,116087,59.99
3.5,0,0,1,1,1,0,1,126540,59.99
4.0,1,0,0,0,0,0,0,73245,49.99
5.0,1,1,0,0,0,0,0,117820,39.99
2.0,0,1,0,1,1,0,1,123373,59.99
2.0,1,1,0,0,1,0,1,143328,59.99
2.0,1,0,1,0,0,0,0,64299,59.99
2.5,0,0,1,1,1,0,0,89797,59.99
4.0,0,0,0,0,0,1,0,65883,59.99
2.0,1,0,0,0,0,0,0,45266,49.99
4.5,0,0,0,0,1,1,0,82879,49.99
2.0,1,0,0,0,1,0,1,69418,49.99
5.0,0,0,1,1,1,0,0,99767,39.99
3.5,1,1,1,0,1,0,1,248963,59.99
5.0,0,1,0,1,1,0,1,195188,49.99
4.5,1,0,0,0,1,0,0,133508,59.99
4.5,0,1,0,0,1,1,0,170251,59.99
2.0,0,0,0,1,1,0,1,47930,39.99
3.0,1,0,0,0,1,0,1,107852,59.99
4.0,0,1,0,1,1,0,0,118136,39.99
3.5,0,0,0,1,1,0,0,95024,59.99
2.5,0,0,0,1,1,0,0,50780,39.99
2.5,0,1,1,0,0,1,0,63555,39.99
4.0,0,0,0,1,1,0,0,105318,59.99
4.0,0,1,0,1,1,0,0,118770,39.99
3.0,0,1,0,1,1,0,0,95860,39.99
3.5,0,1,0,1,1,0,1,146886,49.99
4.5,0,0,1,0,1,1,0,79708,39.99
3.5,0,0,0,1,1,0,0,93915,59.99
4.0,1,0,0,0,1,0,0,101091,49.99
4.5,0,0,0,0,1,1,0,67039,39.99
4.0,1,0,1,0,0,0,0,87234,49.99
3.0,1,0,0,0,1,0,0,98983,59.99
3.5,0,0,0,0,1,1,0,55320,39.99
2.5,1,0,0,0,1,0,0,86630,59.99
3.5,0,1,0,1,0,0,0,116721,59.99
3.0,1,0,0,0,1,0,0,100250,59.99
2.5,0,0,0,0,0,1,0,47353,59.99
3.5,0,1,0,0,0,1,0,101517,59.99
2.0,1,0,0,0,0,0,0,36422,39.99
3.5,0,0,0,1,1,0,0,63344,39.99
4.0,0,0,0,1,1,0,1,116721,59.99
4.0,0,1,1,0,1,1,0,186564,59.99
4.0,1,1,0,0,0,0,0,148871,59.99
2.0,0,0,1,1,1,0,0,76494,59.99
3.5,1,0,0,0,1,0,1,100563,49.99
3.5,0,0,0,1,0,0,1,61895,49.99
2.0,0,1,0,0,0,1,1,50780,39.99
4.5,1,1,0,0,1,0,0,229800,59.99
4.5,0,0,0,0,1,1,0,99616,59.99
2.0,1,1,0,0,1,0,0,127649,59.99
2.5,0,0,0,1,1,0,0,75860,59.99
4.5,1,0,0,0,1,0,0,132875,59.99
4.5,1,1,1,0,1,0,1,251541,49.99
4.0,0,0,0,0,1,1,1,84067,49.99
4.0,0,1,0,0,1,1,1,169776,59.99
3.5,0,0,0,1,1,0,0,63872,39.99
4.5,1,0,0,0,1,0,1,147604,59.99
3.0,0,0,0,1,1,0,0,56481,39.99
5.0,0,0,0,0,1,1,0,73056,39.99
4.0,0,0,0,0,1,1,1,84463,49.99
2.5,0,0,0,1,1,0,0,50253,39.99
2.5,0,0,0,0,1,1,0,65883,59.99
4.5,1,0,0,0,1,0,0,88787,39.99
3.5,0,0,0,0,1,1,0,69286,49.99
4.5,0,0,0,0,1,1,0,83011,49.99
5.0,0,0,0,0,1,1,0,109752,59.99
2.5,0,1,0,1,1,0,0,104919,49.99
5.0,1,0,0,0,0,0,0,103893,59.99
3.5,0,1,0,0,1,1,0,95332,39.99
4.0,0,0,0,0,1,1,0,61549,39.99
3.5,1,0,0,0,1,0,0,73268,39.99
4.5,1,1,0,0,0,0,0,134481,49.99
4.5,1,0,0,0,1,0,0,133192,59.99
4.0,1,0,0,0,1,0,1,112573,49.99
4.0,1,0,0,0,1,0,0,122581,59.99
5.0,1,0,0,0,1,0,0,145228,59.99
3.5,0,1,0,1,1,0,0,162016,59.99
3.5,1,0,0,0,0,0,0,52364,39.99
4.0,1,0,0,0,1,0,1,135092,59.99
3.0,0,0,0,1,1,0,1,94232,59.99
3.0,0,1,0,1,1,0,1,160590,59.99
3.5,0,1,0,0,1,1,0,140635,59.99
4.0,0,0,1,0,1,1,0,110861,59.99
4.0,0,1,0,1,0,0,1,139210,59.99
4.5,1,0,0,0,1,0,0,135409,59.99
4.0,0,0,0,0,1,1,0,76940,49.99
5.0,0,0,0,1,1,0,0,123848,59.99
3.5,1,0,0,0,1,0,0,72845,39.99
3.0,0,1,1,1,1,0,0,142399,49.99
3.0,0,0,0,0,1,1,0,75385,59.99
4.0,1,0,1,0,1,0,0,145545,59.99
4.0,1,0,1,0,1,0,0,97022,39.99
4.0,0,0,0,1,1,0,0,104684,59.99
4.5,1,0,0,0,1,0,0,135092,59.99
2.5,1,0,0,0,1,0,1,97399,59.99
2.0,0,0,0,1,0,0,0,39328,49.99
3.5,0,0,1,0,0,1,1,78236,59.99
4.0,1,0,0,0,1,0,0,122897,59.99
2.5,0,0,0,1,1,0,1,81087,59.99
4.5,1,1,0,0,1,0,0,150653,39.99
3.5,1,0,1,0,0,0,1,104209,59.99
3.0,0,0,0,1,1,0,0,84729,59.99
3.0,1,1,0,0,1,0,1,187355,59.99
4.0,0,1,0,1,1,0,0,179437,59.99
4.5,1,0,0,0,1,0,0,134459,59.99
4.0,0,0,1,1,1,0,0,124481,59.99
4.0,0,0,0,1,1,0,1,115295,59.99
4.5,0,0,1,1,1,0,0,90898,39.99
4.0,0,0,1,1,1,0,0,106106,49.99
4.0,1,0,0,0,1,0,0,123848,59.99
3.5,0,0,0,1,1,0,0,94707,59.99
5.0,0,0,0,0,0,1,0,77286,59.99
4.0,0,0,0,1,1,0,0,105793,59.99
2.0,0,1,0,1,0,0,1,86313,59.99
4.5,0,1,0,1,1,0,0,196383,59.99
3.5,1,1,0,0,0,0,1,97972,39.99
3.0,1,0,0,0,1,0,1,89874,49.99
