First Name,Gender,City,Frequency,Item,Spend
Dennis,Male,Philadelphia,Weekly,Chalupa,43.47
Steve,Male,Stamford,Weekly,Sushi,86.43
Nicholas,Male,Stamford,Seldom,Sushi,93.52
Elizabeth,Female,New York,Weekly,Sushi,31.66
Martin,Male,Philadelphia,Yearly,Burger,98.83
Tammy,Female,Philadelphia,Once,Sushi,57.69
Jason,Male,Stamford,Weekly,Donut,80.88
Doris,Female,Stamford,Weekly,Burrito,81.18
Shirley,Female,Stamford,Never,Burrito,65.09
Willie,Male,Stamford,Monthly,Donut,16.11
Brian,Male,New York,Weekly,Ice Cream,79.95
Steve,Male,Stamford,Seldom,Donut,44.67
Jane,Female,Stamford,Yearly,Burrito,35.72
Frank,Male,Stamford,Seldom,Burger,66.93
Matthew,Male,New York,Yearly,Donut,11.11
Patricia,Female,Stamford,Once,Ice Cream,78.66
Ashley,Female,Stamford,Yearly,Chalupa,53.23
Edward,Male,New York,Never,Sushi,51.5
Charles,Male,Stamford,Once,Burger,88.05
Diana,Female,Philadelphia,Once,Sushi,86.45
Alan,Male,New York,Weekly,Burger,69.69
Jimmy,Male,New York,Monthly,Burrito,73.58
Anthony,Male,Philadelphia,Daily,Sushi,58.94
Rebecca,Female,Philadelphia,Often,Burrito,85.08
Laura,Female,Stamford,Yearly,Donut,55.62
Jack,Male,New York,Weekly,Chalupa,67.02
Carlos,Male,Stamford,Weekly,Burger,76.19
Amanda,Female,Stamford,Weekly,Chalupa,80.97
Christine,Female,Philadelphia,Daily,Sushi,82.95
Anna,Female,Stamford,Weekly,Ice Cream,20.12
Ashley,Female,New York,Monthly,Chalupa,70.51
Catherine,Female,New York,Monthly,Burger,97.77
Doris,Female,Philadelphia,Yearly,Chalupa,53.45
Steve,Male,Philadelphia,Once,Donut,22.21
Steven,Male,Philadelphia,Weekly,Burger,13.22
Richard,Male,New York,Monthly,Burger,80.64
Marie,Female,Stamford,Yearly,Donut,50.64
Julie,Female,Philadelphia,Often,Donut,17.39
Nicholas,Male,New York,Never,Donut,78.71
Christina,Female,Philadelphia,Never,Burger,84.04
Shirley,Female,Stamford,Never,Burger,33.67
Donald,Male,New York,Often,Ice Cream,34.82
Diana,Female,New York,Yearly,Burrito,1.02
Sarah,Female,Stamford,Often,Chalupa,42.74
Ernest,Male,New York,Once,Burger,46.66
Deborah,Female,Philadelphia,Yearly,Chalupa,53.4
Louise,Female,Stamford,Often,Burrito,99.21
Juan,Male,New York,Often,Donut,37.18
Kathryn,Female,Stamford,Weekly,Sushi,67.08
Cheryl,Female,Stamford,Monthly,Burger,84.7
Joe,Male,Philadelphia,Weekly,Donut,77.15
Steven,Male,Philadelphia,Once,Burrito,19.88
Melissa,Female,New York,Weekly,Ice Cream,32.12
Denise,Female,Stamford,Never,Donut,59.04
Kathy,Female,Philadelphia,Never,Donut,79.15
Roy,Male,Philadelphia,Yearly,Burger,48.21
Andrew,Male,Philadelphia,Monthly,Burrito,27.5
Andrea,Female,Stamford,Never,Donut,50.6
Joseph,Male,Philadelphia,Once,Burrito,43.65
Randy,Male,New York,Often,Donut,15.92
Louise,Female,Philadelphia,Never,Chalupa,53.31
Denise,Female,Philadelphia,Daily,Ice Cream,21.27
Jeffrey,Male,Stamford,Weekly,Donut,95.44
Gary,Male,Philadelphia,Yearly,Burrito,54.75
Bruce,Male,Philadelphia,Yearly,Donut,14.3
Norma,Female,Philadelphia,Seldom,Burrito,63.12
Brenda,Female,New York,Yearly,Sushi,38.98
Catherine,Female,Philadelphia,Seldom,Chalupa,50.68
Roger,Male,New York,Never,Donut,46.39
Frances,Female,Philadelphia,Often,Chalupa,35.88
Jason,Male,New York,Monthly,Burger,72.54
Robin,Female,Stamford,Never,Chalupa,98.78
Jimmy,Male,Philadelphia,Never,Burrito,93.27
Martha,Female,Stamford,Weekly,Burrito,46.43
Sharon,Female,New York,Weekly,Sushi,51.59
Michael,Male,Philadelphia,Monthly,Burrito,26.13
Christina,Female,Stamford,Weekly,Chalupa,25.03
Mark,Male,Stamford,Seldom,Donut,79.58
Roger,Male,Philadelphia,Once,Chalupa,80.59
Amanda,Female,Stamford,Weekly,Donut,88.18
Craig,Male,Stamford,Once,Sushi,45.42
Bonnie,Female,Philadelphia,Never,Ice Cream,71.49
Wayne,Male,New York,Monthly,Donut,20.7
Andrea,Female,Philadelphia,Never,Donut,96.52
Raymond,Male,Philadelphia,Often,Ice Cream,72.18
Diane,Female,Stamford,Once,Donut,70.1
Jerry,Male,New York,Daily,Burrito,48.83
Lillian,Female,New York,Weekly,Sushi,99.51
Sean,Male,New York,Monthly,Donut,36.01
Phyllis,Female,New York,Weekly,Burger,93.25
Donna,Female,Philadelphia,Seldom,Burger,63
Martin,Male,Philadelphia,Once,Donut,42.9
Juan,Male,Philadelphia,Monthly,Sushi,58.47
Patricia,Female,New York,Once,Chalupa,29.46
Tina,Female,New York,Daily,Burger,87.3
Norma,Female,New York,Often,Burrito,62.7
Diana,Female,Philadelphia,Yearly,Chalupa,58.34
Ruth,Female,New York,Yearly,Sushi,47.12
Kevin,Male,New York,Seldom,Sushi,35.01
Amy,Female,New York,Weekly,Sushi,19.25
Paula,Female,Stamford,Often,Chalupa,66.13
Fred,Male,New York,Often,Chalupa,96.44
Clarence,Male,Stamford,Once,Sushi,81.94
Justin,Male,New York,Seldom,Burrito,84.74
Martin,Male,Stamford,Often,Donut,99.26
Randy,Male,Stamford,Never,Ice Cream,37.45
Daniel,Male,Stamford,Once,Ice Cream,33.37
Maria,Female,Philadelphia,Never,Sushi,52.7
Denise,Female,Philadelphia,Seldom,Burrito,3.2
Judith,Female,New York,Monthly,Ice Cream,51.51
Samuel,Male,New York,Once,Chalupa,11.61
Norma,Female,Stamford,Once,Burrito,44.64
Judy,Female,New York,Weekly,Sushi,76.76
Evelyn,Female,Philadelphia,Once,Sushi,88.77
Sandra,Female,Philadelphia,Seldom,Sushi,63.42
Robin,Female,Stamford,Daily,Sushi,56.56
Melissa,Female,Philadelphia,Often,Burger,49.52
Justin,Male,Stamford,Never,Donut,85.6
Eric,Male,Philadelphia,Yearly,Chalupa,37.66
Pamela,Female,New York,Yearly,Burrito,70.24
Catherine,Female,New York,Monthly,Burger,43.35
Sandra,Female,New York,Never,Donut,56.07
Sean,Male,Philadelphia,Yearly,Ice Cream,96.34
Elizabeth,Female,Stamford,Daily,Donut,77.71
Lois,Female,Philadelphia,Weekly,Burrito,61.56
Margaret,Female,New York,Once,Burrito,59.94
Kevin,Male,Stamford,Yearly,Chalupa,19.29
Maria,Female,New York,Often,Burrito,11.21
Nancy,Female,Philadelphia,Monthly,Ice Cream,33.87
Eric,Male,New York,Daily,Burger,62.22
Phyllis,Female,New York,Seldom,Ice Cream,72.5
James,Male,New York,Seldom,Burger,80.37
Judy,Female,New York,Daily,Ice Cream,22.5
Scott,Male,Philadelphia,Once,Burrito,61.75
Jonathan,Male,New York,Seldom,Burger,61.47
Denise,Female,Stamford,Daily,Burrito,47.9
Melissa,Female,New York,Once,Ice Cream,13.39
Victor,Male,New York,Seldom,Burger,83.84
Mary,Female,New York,Daily,Donut,35.42
Lawrence,Male,Stamford,Often,Burger,11.07
Kelly,Female,New York,Monthly,Burrito,73.89
Ruby,Female,New York,Daily,Burger,30.92
Jeremy,Male,Stamford,Weekly,Sushi,87.09
Russell,Male,Philadelphia,Once,Ice Cream,46.12
Tina,Female,Stamford,Yearly,Ice Cream,15.24
Debra,Female,New York,Weekly,Burrito,2.86
Sean,Male,New York,Monthly,Sushi,74.45
Tina,Female,Stamford,Yearly,Burrito,76.32
Albert,Male,New York,Never,Donut,19.31
Jerry,Male,Stamford,Daily,Burger,31.01
Jennifer,Female,Philadelphia,Yearly,Donut,85.51
Stephen,Male,Philadelphia,Daily,Sushi,2.01
Matthew,Male,Stamford,Monthly,Burrito,7.35
Robin,Female,New York,Daily,Burrito,83.29
Brian,Male,Philadelphia,Often,Ice Cream,38.29
Martin,Male,New York,Often,Ice Cream,43.12
Benjamin,Male,New York,Seldom,Sushi,72.03
Robin,Female,Philadelphia,Often,Burger,26.62
Gerald,Male,Stamford,Weekly,Burger,57.34
Emily,Female,New York,Never,Burrito,68.28
Michelle,Female,Philadelphia,Once,Burger,52.53
Catherine,Female,New York,Weekly,Ice Cream,54.52
Richard,Male,New York,Daily,Sushi,37.18
Joyce,Female,Philadelphia,Never,Burger,66.27
Katherine,Female,Philadelphia,Monthly,Chalupa,55.09
Brian,Male,Philadelphia,Monthly,Donut,12.58
Cheryl,Female,New York,Seldom,Sushi,87.7
James,Male,Philadelphia,Yearly,Ice Cream,18.85
Linda,Female,Stamford,Weekly,Burger,46.48
Louis,Male,Philadelphia,Once,Ice Cream,22.27
Mark,Male,Philadelphia,Monthly,Donut,48.4
Willie,Male,New York,Often,Ice Cream,95.45
Jose,Male,Philadelphia,Often,Ice Cream,29.19
Kenneth,Male,New York,Yearly,Donut,82.76
Paul,Male,Philadelphia,Seldom,Burger,7.25
Johnny,Male,Stamford,Never,Burrito,87.34
Ashley,Female,Philadelphia,Weekly,Sushi,46.65
Howard,Male,Philadelphia,Weekly,Burrito,31.28
Jessica,Female,Philadelphia,Weekly,Ice Cream,88.14
Sharon,Female,New York,Yearly,Burger,45.32
Arthur,Male,New York,Often,Burrito,53.77
Adam,Male,Stamford,Once,Burrito,5.28
Virginia,Female,Stamford,Often,Burger,44.93
Cynthia,Female,Stamford,Never,Burrito,22.77
Fred,Male,Stamford,Once,Donut,6.63
Jimmy,Male,Philadelphia,Often,Sushi,27.61
Evelyn,Female,New York,Seldom,Chalupa,25.18
Jeremy,Male,Stamford,Yearly,Sushi,48.71
Peter,Male,New York,Daily,Ice Cream,49.64
Thomas,Male,Philadelphia,Seldom,Ice Cream,49.93
Nicholas,Male,Philadelphia,Once,Donut,17.99
Ronald,Male,New York,Weekly,Burrito,58.04
Peter,Male,New York,Never,Chalupa,53.69
Wanda,Female,Philadelphia,Once,Burger,66.01
Mildred,Female,Philadelphia,Daily,Ice Cream,77.24
Denise,Female,Philadelphia,Seldom,Donut,53.05
Patricia,Female,New York,Seldom,Burrito,75.29
Lisa,Female,Philadelphia,Yearly,Burger,64.62
Jerry,Male,Stamford,Yearly,Ice Cream,19.32
Russell,Male,New York,Weekly,Chalupa,14.75
Lillian,Female,Stamford,Once,Sushi,40.49
Kathy,Female,Stamford,Once,Sushi,32.26
Nicole,Female,Stamford,Daily,Burger,38.6
Jose,Male,Philadelphia,Often,Sushi,66.93
Mark,Male,Philadelphia,Seldom,Sushi,91.26
Brenda,Female,Stamford,Monthly,Donut,35.82
Terry,Male,Philadelphia,Daily,Ice Cream,14.9
Robin,Female,Stamford,Weekly,Burrito,18.41
Carl,Male,New York,Weekly,Ice Cream,86.08
Louis,Male,Philadelphia,Weekly,Chalupa,79.97
Kevin,Male,New York,Never,Chalupa,44.7
Kelly,Female,Philadelphia,Monthly,Chalupa,78.65
Joan,Female,Stamford,Weekly,Sushi,59.84
Rose,Female,New York,Weekly,Donut,85.93
Theresa,Female,Stamford,Seldom,Burger,74.88
Jose,Male,New York,Daily,Burrito,98.04
Pamela,Female,New York,Daily,Burger,10.87
Lois,Female,New York,Daily,Sushi,74.72
Melissa,Female,Philadelphia,Seldom,Sushi,85.37
David,Male,Philadelphia,Never,Sushi,38.66
Jose,Male,Stamford,Never,Burrito,28.09
Lori,Female,Stamford,Yearly,Donut,69.4
Anthony,Male,New York,Weekly,Donut,15.48
Tammy,Female,New York,Never,Sushi,69.33
Wayne,Male,Philadelphia,Monthly,Burrito,35.95
Paula,Female,Stamford,Daily,Chalupa,95.7
Lawrence,Male,Philadelphia,Monthly,Burger,69.43
Gregory,Male,New York,Never,Chalupa,14.98
Frank,Male,Stamford,Once,Donut,39.47
Larry,Male,New York,Yearly,Ice Cream,14.91
James,Male,Philadelphia,Daily,Burger,65.89
Angela,Female,Philadelphia,Yearly,Chalupa,29.11
Charles,Male,Stamford,Seldom,Donut,26.25
Maria,Female,Philadelphia,Seldom,Burger,59.18
Johnny,Male,Stamford,Often,Donut,70.28
Antonio,Male,Stamford,Once,Burger,17.92
Arthur,Male,Stamford,Daily,Chalupa,12.22
Douglas,Male,New York,Once,Donut,55.7
Sara,Female,New York,Seldom,Burrito,92.25
Alice,Female,Philadelphia,Yearly,Sushi,50.08
Victor,Male,Philadelphia,Weekly,Sushi,29.96
Theresa,Female,Stamford,Monthly,Donut,9.07
Teresa,Female,Philadelphia,Once,Donut,8.59
Michael,Male,Philadelphia,Yearly,Burrito,63.76
Christina,Female,Philadelphia,Often,Ice Cream,19.67
Mark,Male,New York,Once,Sushi,49.46
Eric,Male,Philadelphia,Often,Donut,10.29
Stephanie,Female,Stamford,Daily,Ice Cream,78.24
Willie,Male,Philadelphia,Monthly,Ice Cream,67.89
Nicole,Female,Stamford,Seldom,Sushi,27.82
Denise,Female,New York,Weekly,Ice Cream,63.28
Sandra,Female,New York,Seldom,Chalupa,92.98
Brandon,Male,New York,Daily,Burger,74.68
Benjamin,Male,New York,Daily,Donut,84.85
Heather,Female,Philadelphia,Once,Donut,32.74
Carlos,Male,Philadelphia,Never,Burrito,16.3
Bonnie,Female,Philadelphia,Yearly,Donut,20.75
Martin,Male,New York,Often,Burger,21.79
Rose,Female,Philadelphia,Once,Ice Cream,30.01
Joe,Male,Philadelphia,Monthly,Ice Cream,99.24
Amanda,Female,Philadelphia,Never,Ice Cream,7.61
Ernest,Male,New York,Yearly,Ice Cream,96.74
Amanda,Female,New York,Once,Donut,54.34
Elizabeth,Female,Philadelphia,Never,Burrito,31.42
Pamela,Female,Philadelphia,Never,Donut,24.28
Paul,Male,Stamford,Never,Chalupa,33.05
Catherine,Female,Stamford,Weekly,Donut,30.24
Jeffrey,Male,Philadelphia,Monthly,Donut,70.09
Rebecca,Female,New York,Weekly,Sushi,67.63
Susan,Female,New York,Daily,Ice Cream,97.83
Louise,Female,Stamford,Often,Burger,42.34
Walter,Male,Philadelphia,Yearly,Sushi,33.8
Howard,Male,New York,Yearly,Ice Cream,48.05
Johnny,Male,Philadelphia,Yearly,Burger,42.95
Mary,Female,Stamford,Often,Sushi,8.44
Billy,Male,Stamford,Often,Chalupa,72.66
Mary,Female,New York,Daily,Burrito,67.56
Laura,Female,New York,Monthly,Donut,79.98
Robin,Female,Stamford,Daily,Donut,1.68
Christopher,Male,New York,Daily,Burrito,89.34
Anthony,Male,New York,Monthly,Ice Cream,59.69
Catherine,Female,Philadelphia,Often,Burger,77.93
Craig,Male,Philadelphia,Daily,Donut,58.01
Margaret,Female,New York,Often,Sushi,39.34
Sandra,Female,New York,Often,Ice Cream,91.5
Wayne,Male,New York,Daily,Burger,84.74
Diane,Female,Philadelphia,Monthly,Burrito,33.24
Patricia,Female,Philadelphia,Daily,Burger,49.9
Walter,Male,Stamford,Daily,Burger,38.28
Jerry,Male,Stamford,Monthly,Donut,25.04
Sandra,Female,Stamford,Monthly,Donut,82.25
Walter,Male,New York,Monthly,Chalupa,95.49
Kimberly,Female,Stamford,Yearly,Burrito,6.88
Randy,Male,Philadelphia,Weekly,Burger,11.08
Elizabeth,Female,Stamford,Often,Chalupa,30.3
James,Male,Philadelphia,Never,Chalupa,61.6
Lori,Female,Stamford,Weekly,Ice Cream,18.14
Anna,Female,New York,Daily,Burrito,27.85
Henry,Male,Stamford,Once,Burger,45.27
Brian,Male,Stamford,Weekly,Donut,54.18
Christina,Female,New York,Daily,Donut,39.73
Eugene,Male,Philadelphia,Once,Ice Cream,12.26
Evelyn,Female,Philadelphia,Daily,Sushi,17.5
Victor,Male,Philadelphia,Often,Donut,1.26
Kelly,Female,Stamford,Weekly,Sushi,91.33
William,Male,Philadelphia,Never,Chalupa,86.82
Dorothy,Female,Philadelphia,Weekly,Sushi,84.27
Lori,Female,Philadelphia,Daily,Ice Cream,79.18
Chris,Male,Philadelphia,Daily,Burger,6.77
Lillian,Female,Philadelphia,Seldom,Sushi,82.09
James,Male,New York,Weekly,Ice Cream,15.69
Eugene,Male,Stamford,Once,Ice Cream,84.98
Jean,Female,Philadelphia,Never,Donut,94.91
Earl,Male,New York,Yearly,Burrito,55.09
Jennifer,Female,New York,Once,Sushi,81.4
Randy,Male,Stamford,Weekly,Ice Cream,67.85
Douglas,Male,Stamford,Never,Sushi,62.3
Helen,Female,Stamford,Weekly,Donut,67.68
Rebecca,Female,New York,Yearly,Chalupa,57.43
Heather,Female,New York,Weekly,Burrito,11.53
Wanda,Female,Stamford,Daily,Donut,44.96
Justin,Male,Philadelphia,Seldom,Burger,99.68
Stephanie,Female,Philadelphia,Often,Sushi,85.87
Jane,Female,Philadelphia,Yearly,Ice Cream,35.73
Debra,Female,New York,Seldom,Chalupa,24.79
Martha,Female,Stamford,Once,Sushi,95.43
Amanda,Female,Philadelphia,Daily,Burger,91.12
Ronald,Male,Philadelphia,Weekly,Sushi,7.83
Paul,Male,Philadelphia,Monthly,Chalupa,73.05
Steven,Male,New York,Daily,Donut,64.09
Ann,Female,Philadelphia,Once,Ice Cream,83.3
Norma,Female,Philadelphia,Seldom,Ice Cream,41.84
Diane,Female,Stamford,Often,Chalupa,50.14
Irene,Female,Stamford,Weekly,Burger,18.31
Linda,Female,New York,Often,Sushi,22.37
Wayne,Male,New York,Yearly,Burrito,65.45
Christine,Female,Stamford,Monthly,Ice Cream,59.76
George,Male,New York,Weekly,Ice Cream,28.08
Ernest,Male,New York,Often,Burrito,46.41
Larry,Male,New York,Once,Donut,60.08
Harry,Male,New York,Monthly,Chalupa,70.54
Wayne,Male,New York,Yearly,Burrito,35.53
Kathleen,Female,Philadelphia,Weekly,Burger,25.41
Dennis,Male,New York,Often,Chalupa,26.06
Heather,Female,Philadelphia,Monthly,Burger,2.65
Frank,Male,Philadelphia,Daily,Donut,19.79
Doris,Female,Philadelphia,Often,Burrito,95.04
Nancy,Female,Stamford,Yearly,Donut,48.82
Henry,Male,Philadelphia,Seldom,Donut,22.08
Jacqueline,Female,Stamford,Often,Donut,69.1
Donald,Male,Philadelphia,Once,Sushi,85.98
Pamela,Female,Stamford,Seldom,Burrito,83.83
Kimberly,Female,Philadelphia,Weekly,Burger,6.59
Mildred,Female,Philadelphia,Monthly,Burger,83.15
Jeffrey,Male,Philadelphia,Never,Burrito,68.99
Susan,Female,New York,Once,Sushi,4.84
Michelle,Female,Philadelphia,Never,Burger,2.13
John,Male,Philadelphia,Once,Donut,5.12
Harold,Male,New York,Weekly,Sushi,83.07
Paula,Female,Stamford,Weekly,Donut,77.52
Craig,Male,Philadelphia,Weekly,Burger,75.59
Catherine,Female,Philadelphia,Never,Burrito,92.2
Janice,Female,New York,Once,Chalupa,18.94
Gloria,Female,New York,Daily,Donut,62.69
James,Male,Philadelphia,Monthly,Donut,50.72
Teresa,Female,New York,Once,Burger,61.08
Melissa,Female,Stamford,Yearly,Burger,6.63
Lois,Female,New York,Weekly,Donut,64.63
Paul,Male,Stamford,Never,Sushi,54.04
Alice,Female,Stamford,Monthly,Donut,26.77
Virginia,Female,Philadelphia,Never,Sushi,14.88
Joe,Male,Philadelphia,Monthly,Ice Cream,85.12
Benjamin,Male,New York,Seldom,Ice Cream,86.67
Jose,Male,Stamford,Monthly,Chalupa,88.75
Russell,Male,Philadelphia,Never,Burrito,14.8
Elizabeth,Female,New York,Often,Donut,69.32
Alan,Male,Philadelphia,Never,Chalupa,10.17
Willie,Male,New York,Often,Sushi,9.31
Ruby,Female,Stamford,Daily,Sushi,65.52
Anthony,Male,New York,Weekly,Burrito,37.05
Steve,Male,New York,Daily,Sushi,83.07
Kimberly,Female,Philadelphia,Daily,Donut,92.25
Russell,Male,Stamford,Daily,Burger,59.1
Robin,Female,Stamford,Monthly,Ice Cream,42.69
Janice,Female,Philadelphia,Seldom,Donut,81.56
Patrick,Male,Philadelphia,Once,Ice Cream,24.54
Mark,Male,Philadelphia,Never,Ice Cream,80.02
Tammy,Female,New York,Yearly,Ice Cream,31.8
Patricia,Female,Stamford,Monthly,Sushi,55.78
Ernest,Male,New York,Monthly,Chalupa,93.44
Jason,Male,Philadelphia,Yearly,Ice Cream,47.26
Alan,Male,New York,Yearly,Donut,47.74
Sean,Male,Stamford,Weekly,Burrito,72.27
Jack,Male,Stamford,Monthly,Ice Cream,74.36
Catherine,Female,Stamford,Yearly,Chalupa,40.67
Denise,Female,Philadelphia,Weekly,Ice Cream,16.87
Wanda,Female,Stamford,Weekly,Ice Cream,20.05
Fred,Male,Stamford,Once,Donut,19.1
Doris,Female,New York,Seldom,Burger,18.65
Albert,Male,Philadelphia,Yearly,Chalupa,31.15
Katherine,Female,Stamford,Often,Sushi,29.58
Steven,Male,Stamford,Daily,Chalupa,99.87
Nicole,Female,Philadelphia,Seldom,Burger,29.15
Lori,Female,Stamford,Weekly,Donut,40.31
Richard,Male,Philadelphia,Seldom,Chalupa,32.35
Elizabeth,Female,New York,Often,Sushi,2.52
Carol,Female,Philadelphia,Monthly,Donut,50.25
Angela,Female,New York,Often,Ice Cream,43.37
Sean,Male,Philadelphia,Often,Sushi,64.6
Harry,Male,New York,Never,Sushi,70.37
Janet,Female,New York,Seldom,Donut,9.14
Catherine,Female,Philadelphia,Never,Chalupa,40.44
Norma,Female,Philadelphia,Seldom,Burger,34.43
Karen,Female,Stamford,Monthly,Burger,53.14
Roy,Male,Stamford,Once,Burger,24.93
Russell,Male,Stamford,Monthly,Burger,8.95
Denise,Female,Stamford,Never,Ice Cream,77.66
Scott,Male,Philadelphia,Daily,Ice Cream,6.73
Dennis,Male,Stamford,Often,Burger,85.25
Jonathan,Male,New York,Once,Ice Cream,45.8
Frances,Female,Philadelphia,Weekly,Donut,95.32
Tammy,Female,New York,Often,Burger,5.7
Melissa,Female,Philadelphia,Often,Burger,37.32
Joseph,Male,New York,Often,Chalupa,70.07
Amy,Female,New York,Never,Burrito,22.67
Jesse,Male,New York,Seldom,Chalupa,11.69
Brenda,Female,New York,Monthly,Burrito,16.36
Earl,Male,New York,Once,Ice Cream,97.41
Doris,Female,Stamford,Once,Burger,6.24
William,Male,Stamford,Often,Burrito,88.14
Carl,Male,Philadelphia,Daily,Burrito,67.2
Carl,Male,Philadelphia,Once,Ice Cream,47.13
Daniel,Male,New York,Monthly,Chalupa,45.73
Albert,Male,Philadelphia,Daily,Chalupa,38.65
Rachel,Female,Philadelphia,Seldom,Sushi,11.68
Kenneth,Male,Stamford,Often,Burger,56.41
Wayne,Male,Stamford,Once,Ice Cream,14.13
Kelly,Female,Stamford,Daily,Burrito,1.18
Antonio,Male,Philadelphia,Weekly,Burrito,40.01
Carol,Female,Stamford,Once,Sushi,8.38
Jesse,Male,Philadelphia,Never,Ice Cream,95.69
John,Male,New York,Yearly,Sushi,70.78
Charles,Male,Stamford,Weekly,Donut,64.28
Eric,Male,Stamford,Once,Burger,19.12
Daniel,Male,New York,Often,Chalupa,58.95
Keith,Male,New York,Daily,Donut,65.19
Jeffrey,Male,Philadelphia,Once,Burger,35.88
Amy,Female,New York,Daily,Donut,20.78
Jimmy,Male,Stamford,Never,Ice Cream,35.74
Ernest,Male,New York,Weekly,Burrito,70.17
Ann,Female,Stamford,Yearly,Chalupa,92.16
Jesse,Male,Stamford,Once,Burger,65.7
Louise,Female,Stamford,Yearly,Burger,69.8
Timothy,Male,Stamford,Daily,Burrito,80.38
Pamela,Female,New York,Never,Burger,97.89
Anthony,Male,Stamford,Yearly,Ice Cream,8.72
Raymond,Male,New York,Never,Burger,90.32
Mark,Male,Philadelphia,Seldom,Donut,13.79
Shirley,Female,Stamford,Never,Burrito,98.61
Donna,Female,New York,Monthly,Sushi,83.53
Albert,Male,Philadelphia,Daily,Sushi,72.88
Jean,Female,Stamford,Weekly,Donut,5.85
Jessica,Female,New York,Daily,Chalupa,43.19
Brian,Male,New York,Daily,Chalupa,28.36
