id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7663700654,12/14/2014,450000,4,1.5,1860,7808,1,0,0,3,7,1080,780,1953,0,98125,47.7314,-122.3,1530,7884
3751606513,6/30/2014,263400,4,2,1360,60548,1,0,0,3,6,960,400,1960,0,98001,47.2718,-122.265,1930,28800
399000025,4/15/2015,265000,3,1,1360,5967,1,0,0,3,6,1360,0,1954,0,98178,47.4973,-122.256,1360,6052
7130300785,6/16/2014,418000,4,3,2360,6250,1,0,2,3,7,1460,900,1960,0,98118,47.512,-122.249,2500,6250
3818700123,8/13/2014,390000,3,2,2360,5737,2,0,0,3,8,2360,0,2003,0,98028,47.7633,-122.262,1600,9163
7891600245,4/22/2015,430000,3,2,1860,7500,1,0,0,3,7,930,930,1909,1950,98106,47.5662,-122.364,1000,5000
5556300076,4/23/2015,1.44E+06,3,2.25,2630,9705,2.5,0,2,4,8,2630,0,1987,0,98052,47.6485,-122.121,2640,14284
3421069118,11/20/2014,297000,2,1.75,1280,37373,1,0,0,4,7,1280,0,1996,0,98022,47.2631,-122.019,2180,48351
7280300042,4/1/2015,650000,4,2.25,2330,7220,2,0,1,3,8,1600,730,1988,0,98177,47.7764,-122.386,2220,9100
9368700031,5/9/2014,195000,2,1,720,18000,1,0,0,3,6,720,0,1950,0,98178,47.5054,-122.261,1250,7925
3223069118,6/16/2014,554000,3,3.5,3380,108900,2,0,0,3,9,2700,680,1999,0,98058,47.4316,-122.075,2250,130680
2522029039,9/29/2014,550000,3,2,3650,843309,2,0,0,4,7,3650,0,1991,0,98070,47.3627,-122.496,1870,273992
7977200590,2/19/2015,700000,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,0,98115,47.6846,-122.294,1760,5100
3124089086,10/2/2014,300000,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,47.5163,-121.829,1400,45175
1568100215,10/7/2014,315000,2,1,1030,8576,1.5,0,0,5,6,1030,0,1952,0,98155,47.7352,-122.295,1310,8504
5364200649,10/8/2014,603000,3,1,1790,5250,1,0,0,3,7,1400,390,1943,0,98105,47.6627,-122.276,1790,5250
2771601730,6/29/2014,530000,2,1,840,3400,1,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,2000,4000
7201800300,9/9/2014,397500,3,1.75,1300,8480,1,0,0,3,7,1300,0,1969,0,98052,47.6991,-122.13,1740,7280
7224500300,3/25/2015,221000,3,1,1240,5250,1.5,0,0,4,6,1240,0,1904,0,98055,47.4917,-122.206,1240,5250
3876312350,12/2/2014,466000,4,2.25,2170,8050,1,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,1820,7700
853000261,6/19/2014,197500,3,1,1330,5412,2,0,0,5,7,1330,0,1905,0,98022,47.2053,-121.993,1710,10825
7165700110,5/7/2015,280000,3,3,1390,1080,2,0,0,3,7,1140,250,2006,0,98118,47.5325,-122.282,1450,1461
5708500208,10/3/2014,412000,2,1.5,1240,3873,1,0,0,4,6,860,380,1909,0,98116,47.5752,-122.388,1240,4336
5014000215,8/18/2014,454000,2,1,880,6731,1,0,0,4,7,880,0,1950,0,98116,47.5694,-122.395,1240,6731
2126079014,5/12/2014,540000,4,2.25,2540,228254,1,0,0,3,8,1450,1090,1990,0,98019,47.719,-121.912,1780,59241
5595900090,6/9/2014,250000,5,1.5,2520,5753,1.5,0,0,4,7,1510,1010,1928,0,98022,47.2058,-121.997,1620,6875
1445500100,5/11/2015,900000,5,2.25,2510,35691,1,0,0,3,9,2510,0,1967,0,98005,47.6435,-122.154,3160,35037
4270600025,5/13/2014,245000,5,1.75,2020,7902,1,0,0,3,7,1220,800,1962,0,98168,47.51,-122.327,2220,8819
3546000490,10/7/2014,290000,3,1.75,2060,7251,1,0,0,3,7,1350,710,1987,0,98030,47.3569,-122.175,1520,7582
423049067,2/5/2015,160000,2,1,930,7742,1,0,0,3,6,930,0,1933,0,98168,47.507,-122.302,2240,8723
9272201250,3/30/2015,1.26E+06,2,1.5,2700,7225,1.5,0,4,3,8,1660,1040,1910,2008,98116,47.5892,-122.383,2970,5150
3226049184,3/27/2015,325000,2,1,1060,6050,1,0,0,3,7,940,120,1939,0,98125,47.7028,-122.321,1540,5279
5381000082,1/8/2015,185000,2,1,670,6750,1,0,0,4,5,670,0,1947,0,98188,47.4521,-122.283,1700,11520
475000750,9/25/2014,477000,3,2,1750,4990,1,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,1700,5000
1900000195,6/30/2014,100000,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47.467,-122.349,1300,7641
5162100820,5/4/2015,345000,4,2.5,2420,11481,1,0,0,3,8,1370,1050,1985,0,98003,47.341,-122.318,2290,8985
6113400047,3/31/2015,530000,4,2.25,2410,14985,1,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.343,2510,15256
7460000015,6/20/2014,203000,3,1,1150,7156,1,0,0,4,6,1150,0,1953,0,98168,47.4864,-122.317,1210,7156
7202340820,10/28/2014,599000,4,2.5,2480,5000,2,0,0,3,7,2480,0,2004,0,98053,47.6811,-122.035,2410,5000
5393601690,7/20/2014,370000,4,1,1310,6000,1.5,0,0,3,7,1310,0,1940,0,98144,47.5822,-122.295,1630,6000
7686203275,2/27/2015,140000,3,1,1240,8000,1,0,0,4,6,1040,200,1954,0,98198,47.4204,-122.316,1240,8000
2490200165,6/23/2014,500000,3,1,1150,5100,2,0,0,3,8,1150,0,1911,2005,98136,47.5349,-122.384,1440,5100
597000195,2/3/2015,527200,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000
5119010090,5/10/2014,549900,5,2.75,3060,7015,1,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,2190,7600
1873100490,5/2/2015,760000,4,2.5,3520,8095,2,0,0,3,9,3520,0,2006,0,98052,47.7065,-122.109,2460,4676
3336001911,7/28/2014,319000,2,1,960,4400,1,0,0,4,7,960,0,1951,0,98118,47.5269,-122.264,1520,5000
1922059445,6/23/2014,362300,3,2.5,2430,15264,2,0,0,3,8,2430,0,1997,0,98030,47.3805,-122.208,2260,10416
7203600750,4/27/2015,421000,3,2.5,1930,4505,1,0,3,4,7,1440,490,1973,0,98198,47.3459,-122.326,1550,4505
6021503740,3/4/2015,690000,3,1,1090,4000,1.5,0,0,4,7,1090,0,1945,0,98117,47.6846,-122.386,1520,4000
3324069058,8/28/2014,640000,3,2.5,2790,31798,1,0,0,5,8,1650,1140,1953,0,98027,47.5241,-122.039,1400,14849
7345310100,12/8/2014,238000,4,1.75,1650,6900,1,0,0,3,7,910,740,1978,1993,98002,47.2802,-122.211,1540,7645
6398000011,6/2/2014,789000,3,3,3740,39640,2,0,2,3,10,3740,0,1991,0,98070,47.4036,-122.462,2930,26136
5460600110,4/23/2015,1.05E+06,6,4,5310,12741,2,0,2,3,10,3600,1710,1967,0,98040,47.5696,-122.213,4190,12632
9478500590,4/8/2015,302500,3,2.5,1690,4476,2,0,0,3,7,1690,0,2008,0,98042,47.3663,-122.114,2250,4488
8645501091,3/11/2015,259950,4,1.75,1400,7920,1,0,0,3,7,1400,0,1963,0,98058,47.4658,-122.184,1910,7700
8099800590,6/20/2014,456000,3,1.5,1440,28516,1,0,0,4,7,1440,0,1975,0,98075,47.5829,-122.005,2080,27049
339600090,9/25/2014,369950,3,2.5,1360,3718,2,0,0,3,7,1360,0,1987,0,98052,47.6827,-122.097,1090,3718
3522029031,5/16/2014,363750,3,1.75,1726,197326,2,0,0,4,7,1726,0,1982,0,98070,47.3484,-122.505,2114,99316
725079058,8/11/2014,585000,3,1.75,2220,216493,1,0,2,3,8,2220,0,1989,0,98014,47.6624,-121.951,2900,169884
104530110,10/8/2014,268000,3,2.5,1850,6676,2,0,0,3,7,1850,0,1986,0,98023,47.3103,-122.36,1700,6663
6852700246,9/23/2014,1.20E+06,5,2.5,2860,4000,2,0,0,4,8,2160,700,1910,0,98102,47.6225,-122.318,1340,1224
2124700015,7/16/2014,345000,3,1,1120,10176,1,0,0,3,6,920,200,1905,0,98118,47.5235,-122.277,1350,7500
8665900291,2/25/2015,539000,4,2.5,2340,19850,2,0,0,3,9,2340,0,1993,0,98155,47.7672,-122.306,1930,15439
8965500820,7/2/2014,851000,5,3.25,3760,9792,2,0,0,3,9,2550,1210,1984,0,98006,47.5654,-122.115,2960,16500
1024000100,4/8/2015,900000,3,2.5,1920,7200,2,0,2,3,10,1780,140,1997,0,98116,47.5709,-122.408,2080,5000
6132600165,7/3/2014,850000,3,2.5,3230,5000,2,0,2,5,8,2430,800,1945,0,98117,47.7011,-122.389,1820,5000
4040800090,5/6/2014,390000,3,1.75,1260,6500,1,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,1500,7700
3432500215,6/10/2014,345000,3,1.75,1540,6909,1,0,0,4,7,920,620,1955,0,98155,47.7451,-122.313,1130,6908
3630030110,6/16/2014,534500,3,2.5,1700,3150,2,0,0,3,8,1700,0,2005,0,98029,47.5505,-121.998,1700,3600
9297300740,11/18/2014,643500,6,5.25,3600,3960,2,0,0,3,7,2400,1200,1971,0,98126,47.5656,-122.372,1450,4600
3592500866,4/2/2015,1.21E+06,3,2.75,3150,5520,1.5,0,0,4,8,2130,1020,1925,0,98112,47.6345,-122.302,3160,6200
5019500215,1/15/2015,495000,2,1.75,1280,4000,1,0,0,4,7,730,550,1929,0,98116,47.5798,-122.383,2250,5382
3290800215,7/30/2014,535000,2,1,980,4120,1,0,0,3,7,830,150,1950,2014,98115,47.6815,-122.291,1760,4120
7853230590,10/29/2014,435000,4,2.5,2190,6578,2,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416
1221000490,11/13/2014,305000,4,2,2470,1831,2,0,0,3,7,1970,500,2009,0,98166,47.4645,-122.337,1310,7500
5210200077,6/19/2014,799000,4,2.5,2590,7910,2,0,0,3,9,2590,0,2001,0,98115,47.6978,-122.284,1700,7488
3275880100,11/13/2014,700000,4,2.5,2580,15031,2,0,0,3,9,2580,0,1999,0,98052,47.6895,-122.094,3030,10361
2767704345,5/20/2014,467000,3,2.25,1270,1213,2,0,0,3,8,1040,230,2005,0,98107,47.6736,-122.375,1410,1265
1432701380,4/7/2015,263000,3,1,1250,7560,1,0,0,3,6,1250,0,1959,0,98058,47.4493,-122.173,1270,7615
1564000740,8/20/2014,760000,4,2.5,4660,7157,2,0,0,3,9,3020,1640,2003,0,98059,47.5352,-122.156,3300,7047
8141300300,2/7/2015,293000,4,2.5,2019,4435,2,0,3,3,8,2019,0,2008,0,98022,47.1958,-121.974,1950,4800
1388600110,8/21/2014,245000,3,2,1490,7929,1,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.218,1650,7929
3523029059,7/31/2014,181000,2,1.5,1560,10807,1,0,0,2,7,1560,0,1949,0,98070,47.4444,-122.509,1660,196591
1061500110,4/23/2015,240000,3,1,1030,15264,1,0,0,4,7,1030,0,1962,0,98056,47.5016,-122.168,1430,14840
7555210100,11/17/2014,880000,4,2.75,2560,7961,1,0,2,4,8,1450,1110,1975,0,98033,47.6499,-122.199,2500,9009
9407150100,6/25/2014,285000,3,2,1460,6377,1,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250
6414100721,4/16/2015,407500,2,1,770,6017,1,0,0,3,7,770,0,1950,0,98125,47.7223,-122.321,1670,7500
4307340490,8/12/2014,325000,4,2.5,1960,3543,2,0,0,3,7,1960,0,2004,0,98056,47.4849,-122.184,2420,3646
4022900569,10/17/2014,405000,3,1.75,1900,10454,1,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,2000,12000
2114700115,4/7/2015,291700,3,2.5,1970,4120,1.5,0,0,3,6,1230,740,1927,0,98106,47.5328,-122.346,1470,4080
2320069364,10/16/2014,370000,3,2.5,2490,18525,2,0,3,3,8,2490,0,1995,0,98022,47.2119,-122.001,1850,9516
4331400090,5/28/2014,270000,3,1.5,1430,8960,1,0,0,4,6,1430,0,1953,0,98166,47.4759,-122.349,1560,10125
3886902870,5/27/2014,800000,4,2.5,2680,7200,1,0,0,3,8,1380,1300,1952,2013,98033,47.6835,-122.187,1950,8520
9136102680,9/23/2014,626500,3,1.75,1610,3210,1,0,0,5,7,910,700,1928,0,98103,47.6656,-122.335,1420,3210
2581900165,10/21/2014,1.13E+06,4,3.5,4300,8406,2,0,1,3,11,3580,720,1987,0,98040,47.5396,-122.214,2770,10006
3793501050,8/22/2014,399950,4,2.5,3200,7545,2,0,0,3,7,3200,0,2003,0,98038,47.3666,-122.03,2840,7137
619000100,7/24/2014,419000,3,1.75,2140,15030,1,0,0,4,7,1570,570,1958,0,98166,47.4181,-122.338,2170,15030
4178700100,7/15/2014,1.16E+06,4,2.5,4240,43995,2,0,0,3,10,4240,0,1989,0,98075,47.6008,-122.044,3720,59522
3225059223,5/19/2014,1.41E+06,4,3.5,3410,10769,2,0,0,3,10,3410,0,2008,0,98004,47.6081,-122.198,2650,10058
3885805325,7/31/2014,710000,4,2.75,2090,8064,2,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,1460,8400
4151800195,3/30/2015,650000,3,1,1410,4840,1,0,2,4,6,1230,180,1942,0,98033,47.6646,-122.204,1410,5400
1137300690,2/20/2015,369900,4,2.5,2820,33750,2,0,0,4,9,2820,0,1984,0,98072,47.7387,-122.096,2510,36180
203600590,6/27/2014,641000,4,2.5,2770,63118,2,0,0,3,9,2770,0,1997,0,98014,47.6622,-121.961,2770,44224
7745500015,3/18/2015,403000,3,1,1400,6879,1,0,0,3,7,1400,0,1951,0,98155,47.7508,-122.286,1950,7400
1370802600,7/3/2014,1.02E+06,3,3.25,3620,4000,2,0,0,3,10,2730,890,2005,0,98199,47.6393,-122.403,1910,5000
5452800645,9/22/2014,865000,4,2.5,2260,13600,1,0,0,4,8,1770,490,1974,0,98040,47.5436,-122.233,2630,13995
1324049015,11/11/2014,2.49E+06,4,2.5,3440,23954,1.5,1,3,5,10,2260,1180,1931,0,98040,47.5636,-122.231,4230,18723
7645900165,10/16/2014,810000,4,1,2150,3588,2,0,3,4,8,1850,300,1926,0,98126,47.5767,-122.378,1950,3588
6798100652,7/15/2014,316750,3,2.5,1256,1154,3,0,0,3,7,1256,0,2005,0,98125,47.7146,-122.311,1309,1232
1023079147,8/20/2014,652500,4,2.25,2220,130244,2,0,0,3,8,2220,0,1989,0,98027,47.4989,-121.9,2680,130680
7972601250,2/4/2015,360000,6,2.75,2850,15240,1,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,2090,7620
421000215,4/16/2015,208000,2,1,700,5100,1,0,0,4,5,700,0,1953,0,98056,47.4957,-122.168,970,5811
4054520100,2/10/2015,898000,4,2.5,3700,63991,2,0,0,3,10,3700,0,1992,0,98077,47.7319,-122.051,3210,47215
3579700015,2/27/2015,295000,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,0,98028,47.7346,-122.244,2080,10400
9310300215,5/6/2015,652500,4,1.75,3130,18253,2,0,0,3,7,3130,0,1978,0,98133,47.7402,-122.348,1850,12220
3905081800,7/25/2014,560000,4,3,2170,5764,2,0,0,3,8,2170,0,1992,0,98029,47.5673,-121.999,2010,5681
7236100025,5/4/2015,280000,3,1,1020,8400,1,0,0,4,7,1020,0,1957,0,98056,47.4905,-122.18,1690,8030
2023049206,6/30/2014,289950,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,1937,0,98148,47.4612,-122.325,2160,8584
3223059015,4/10/2015,397500,3,2.5,1860,44093,1,0,0,3,7,1860,0,1978,0,98055,47.4381,-122.188,1900,6130
1726069064,3/24/2015,380000,2,1,1140,75132,1,0,0,3,7,1140,0,1956,0,98077,47.7349,-122.074,2570,35200
1423089162,10/31/2014,415900,3,2.5,1670,22703,1,0,0,3,7,1310,360,1988,0,98045,47.4708,-121.756,1510,16817
8024201503,7/16/2014,475000,2,1.75,1710,8645,1,0,0,4,7,1510,200,1923,0,98115,47.7005,-122.313,1280,5366
859000110,10/2/2014,125000,1,1,500,7440,1,0,0,1,5,500,0,1928,0,98106,47.5252,-122.362,1350,7440
2322059039,8/21/2014,238000,3,1,1470,32670,1,0,0,3,7,1020,450,1958,0,98042,47.3811,-122.144,2640,24100
2023049245,8/20/2014,296000,4,1.5,1370,9750,1,0,0,3,7,1070,300,1953,0,98168,47.4718,-122.323,1540,9789
114100745,5/6/2014,475000,6,3,3470,117612,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,2120,17100
2391601380,2/23/2015,390000,3,2.25,1650,6250,1.5,0,0,3,7,1650,0,1910,0,98116,47.5639,-122.4,2060,6250
2313900740,11/19/2014,425000,3,1,1180,3750,1,0,0,3,6,1030,150,1940,0,98116,47.5726,-122.382,1280,3750
9521101015,6/26/2014,725000,6,3,3110,5000,1.5,0,0,5,7,1810,1300,1921,0,98103,47.6631,-122.348,1600,4000
1036400110,7/2/2014,605000,3,2.25,2080,12134,1,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,2320,12400
2572400100,11/5/2014,302000,3,1,1600,1950,2,0,0,2,7,1600,0,1906,0,98122,47.6028,-122.312,1310,1138
6821600300,3/18/2015,886000,3,2.25,2380,6000,2,0,0,5,9,1650,730,1931,0,98199,47.6472,-122.393,2000,6000
9547205225,8/14/2014,540000,4,1.75,1630,6120,1,0,0,5,7,980,650,1918,0,98115,47.6821,-122.31,1630,4080
3876312490,4/14/2015,435000,4,2.25,1910,8400,2,0,0,3,7,1910,0,1975,0,98072,47.7352,-122.175,1910,8400
1591600044,10/10/2014,409000,4,3.25,3140,10752,2,0,0,3,7,2300,840,1992,0,98146,47.5022,-122.363,1300,9920
7201800090,1/6/2015,405000,3,1,1250,7280,1,0,0,3,7,1250,0,1975,0,98052,47.6986,-122.129,1690,7280
4221270100,6/11/2014,560200,3,2.5,1990,3984,2,0,0,3,8,1990,0,2004,0,98075,47.5914,-122.017,2320,3984
2473410690,6/23/2014,324000,4,1.75,2110,7208,1,0,0,3,8,1170,940,1975,0,98058,47.4464,-122.129,1820,7208
7300410110,5/19/2014,390000,4,2.5,2490,8290,2,0,0,3,9,2490,0,1999,0,98092,47.3305,-122.171,2690,7008
7224500090,4/7/2015,414000,2,1,800,5000,1,0,0,3,6,800,0,1938,0,98055,47.4914,-122.204,1220,5000
7852000110,9/3/2014,441500,3,2.5,2360,4670,2,0,0,3,7,2360,0,1998,0,98065,47.537,-121.871,2420,5620
4302200590,3/9/2015,375000,3,2.5,1770,5146,2,0,0,3,7,1770,0,1992,0,98106,47.5263,-122.356,1230,5160
8635750090,6/2/2014,668500,4,2.5,2710,5500,2,0,0,3,9,2710,0,1999,0,98074,47.6027,-122.023,2710,6242
1133000100,10/7/2014,540000,5,1.5,1940,10202,1.5,0,0,4,7,1940,0,1940,0,98125,47.7213,-122.31,1900,8000
7631800025,6/6/2014,1.04E+06,4,3.25,3450,11240,2,0,3,4,10,2430,1020,1960,2001,98166,47.4556,-122.372,2412,19499
2998800110,3/25/2015,1.35E+06,4,3.25,3440,4920,2,0,4,3,10,2520,920,2014,0,98116,47.5727,-122.409,2350,5166
2432000110,5/7/2014,758000,4,2.75,2410,9549,1,0,0,4,7,1780,630,1956,0,98033,47.6503,-122.197,2090,9549
824059140,5/27/2014,949880,4,2.25,2290,10687,2,0,0,3,9,2290,0,1978,0,98004,47.5878,-122.202,2290,10300
4229400015,5/7/2015,570000,3,1,1030,4089,1.5,0,0,3,7,1030,0,1927,0,98116,47.574,-122.385,1440,4917
7805450110,5/6/2014,736000,4,2.5,2290,12047,2,0,0,4,9,2290,0,1988,0,98006,47.5599,-122.105,3130,15666
9839301055,6/26/2014,670000,3,1.5,1490,4400,1.5,0,0,4,7,1490,0,1906,0,98122,47.6113,-122.292,1560,4400
9471201110,4/6/2015,1.13E+06,4,1.75,2370,8400,1,0,0,5,9,1270,1100,1949,0,98105,47.6716,-122.264,2370,8400
1189000645,10/22/2014,650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,0,98122,47.6117,-122.297,1470,4080
6788201015,6/16/2014,690000,2,1.75,1600,4000,1,0,0,5,7,850,750,1918,0,98112,47.6408,-122.3,1860,4000
425069147,3/13/2015,610000,4,2.25,2240,45738,2,0,0,3,7,2240,0,1988,0,98053,47.687,-122.047,3180,45738
9268200600,5/19/2014,413500,2,1,770,4000,1,0,0,5,5,770,0,1924,0,98117,47.6959,-122.364,1420,5040
9201000100,4/14/2015,765000,3,2.5,2300,9752,2,0,2,3,8,2300,0,1968,2003,98075,47.5825,-122.076,2640,10764
4140930110,12/10/2014,828200,4,2.75,3400,7081,2,0,0,3,9,3400,0,2001,0,98006,47.5661,-122.123,3060,7081
7226000110,7/26/2014,205000,2,1,900,4397,1,0,0,3,6,900,0,1918,0,98055,47.4851,-122.205,1430,4500
4358700100,12/2/2014,465000,3,2.5,1450,5175,1,0,0,3,8,1030,420,1995,0,98133,47.7082,-122.338,1740,9250
2228900195,3/11/2015,556000,4,2.5,2240,5402,2,0,0,3,8,2240,0,2005,0,98133,47.772,-122.35,2240,7560
3905100740,6/8/2014,540000,4,2.5,1780,4169,2,0,0,3,8,1780,0,1994,0,98029,47.5695,-122.006,1830,4164
3295900490,7/29/2014,423000,4,2.5,2320,4254,2,0,0,3,8,2320,0,2004,0,98059,47.48,-122.137,2330,4602
7379700051,4/10/2015,375000,3,1.75,1590,14766,1,0,0,3,8,1590,0,1963,0,98007,47.5902,-122.147,2040,10190
7348200195,12/9/2014,173250,3,1,990,12696,1.5,0,0,3,7,990,0,1936,0,98168,47.4776,-122.279,1260,8937
4047200300,2/5/2015,599900,3,1.5,2605,12030,1,0,0,3,8,1355,1250,2003,0,98019,47.7725,-121.899,1590,15242
4242900215,6/18/2014,646000,5,2.75,2870,4461,1,0,0,3,7,1650,1220,1976,0,98107,47.675,-122.39,1890,4196
7851980100,6/5/2014,1.08E+06,5,4.75,5180,17811,2,0,2,3,11,4070,1110,2001,0,98065,47.5405,-121.868,3960,15103
9126101645,6/10/2014,558000,4,2,2180,3870,1,0,0,3,7,1020,1160,1900,0,98122,47.6089,-122.303,1520,2580
2695600375,11/10/2014,354000,2,1,850,5225,1,0,0,3,7,850,0,1949,0,98126,47.5311,-122.38,1230,5225
6648150090,1/8/2015,1.20E+06,4,4,4050,9517,2,0,0,3,11,3360,690,1990,0,98040,47.5769,-122.215,3330,9436
1189000245,3/31/2015,670000,4,2,2250,4200,1.5,0,0,3,7,1650,600,1909,0,98122,47.6136,-122.297,1200,3360
1169000057,10/6/2014,1.13E+06,6,4.25,3100,9378,3,0,2,3,11,3100,0,1978,0,98112,47.6381,-122.314,3270,6334
4013800131,8/7/2014,267500,2,1,1747,12250,2.5,0,0,4,6,1747,0,1948,0,98001,47.3282,-122.285,1620,10300
1787270090,2/25/2015,299800,4,2.5,2410,4708,2,0,0,3,8,2410,0,2002,0,98092,47.3229,-122.182,2517,5290
4037200735,4/14/2015,430000,4,1.75,2070,9120,1,0,0,4,7,1250,820,1958,0,98008,47.6045,-122.123,1650,8400
4083302370,3/13/2015,775000,5,1,1860,3040,1.5,0,0,3,7,1530,330,1921,0,98103,47.6559,-122.339,1910,3600
4319200820,1/22/2015,333000,3,1,950,5214,1,0,0,3,7,830,120,1944,0,98126,47.5362,-122.379,1490,7636
7663700551,4/7/2015,336000,3,2,1060,11765,1,0,0,4,6,1060,0,1951,0,98125,47.7333,-122.302,1500,9151
6821102350,1/9/2015,323000,2,1,880,1712,2,0,0,4,7,880,0,1945,0,98199,47.6475,-122.397,1360,1748
723069089,7/15/2014,575000,4,2.5,2550,56628,2,0,0,3,9,2550,0,2001,0,98027,47.4913,-122.081,1870,56628
8165500110,12/5/2014,328000,2,2.25,1550,2079,2,0,0,3,8,1550,0,2008,0,98106,47.54,-122.368,1420,1977
8081900195,12/10/2014,572500,3,1,1590,4600,1.5,0,0,4,7,1290,300,1926,0,98117,47.6807,-122.399,1770,4350
2878601425,5/22/2014,600000,3,1.75,1650,5100,1,0,0,5,7,1040,610,1908,0,98115,47.6873,-122.321,1540,5100
5104512070,4/20/2015,412000,4,3,2430,7242,2,0,0,3,8,2430,0,2003,0,98038,47.3533,-122.015,2430,7242
3885802970,12/3/2014,827500,3,2.5,1810,7200,1,0,0,5,7,1310,500,1960,0,98033,47.6885,-122.211,2050,7200
3021049140,3/25/2015,300000,4,2.5,2890,17349,2,0,0,3,8,2890,0,1994,0,98023,47.2822,-122.34,2330,22356
5249801720,11/13/2014,415000,3,2.5,1280,5040,2,0,0,4,7,1280,0,1985,0,98118,47.5611,-122.276,1500,5040
2025049006,11/12/2014,750000,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,1906,0,98102,47.6454,-122.316,2510,4056
7575700015,7/10/2014,800000,3,2.75,2220,4000,2,0,0,3,8,1700,520,1914,2000,98122,47.617,-122.291,1800,4000
2724049146,3/17/2015,420000,3,1,1060,6000,1,0,0,3,8,1060,0,1954,0,98118,47.5427,-122.275,1240,7874
8074200100,10/15/2014,266000,3,1.5,1120,8250,1,0,0,4,7,1120,0,1957,0,98056,47.4905,-122.179,1320,8400
1517900100,10/21/2014,499000,4,2.5,2680,10590,2,0,0,3,8,2680,0,2004,0,98019,47.7377,-121.97,2330,5566
2391602250,6/26/2014,440000,4,1.5,1770,5750,2,0,0,3,7,1770,0,1947,0,98116,47.5621,-122.394,970,5750
7635801311,6/23/2014,495000,3,2,2950,12196,2,0,0,4,7,2310,640,1918,0,98166,47.4702,-122.365,2320,19844
3362401295,3/30/2015,630000,2,1.75,1260,5300,1,0,0,4,7,840,420,1951,0,98103,47.6809,-122.348,1280,3000
3303230110,8/4/2014,424000,3,1.75,1430,6818,1,0,0,5,7,1430,0,1972,0,98034,47.7271,-122.196,1480,7210
1522600100,6/4/2014,760000,4,2.5,2730,36183,2,0,0,3,9,2730,0,1986,0,98052,47.7036,-122.127,2710,5964
6646200090,8/19/2014,650000,4,3.5,3270,15704,2,0,0,3,9,2110,1160,1990,0,98074,47.6256,-122.042,3020,8582
2522059112,5/7/2014,248500,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,0,98042,47.3614,-122.119,1220,10018
3205100110,4/21/2015,379600,3,1.75,1270,12420,1,0,0,4,7,1270,0,1962,0,98056,47.5387,-122.179,1560,9910
6414100025,7/21/2014,538000,4,2.5,3260,10032,1,0,0,3,8,1960,1300,1978,0,98125,47.7203,-122.323,1802,7249
3529000930,6/16/2014,530000,4,2.5,2050,6360,2,0,0,3,8,2050,0,1988,0,98029,47.5641,-122.011,2070,7541
4141400100,1/20/2015,545000,4,2.25,2050,9720,2,0,0,3,8,2050,0,1967,0,98008,47.5911,-122.119,2310,9680
9562200090,6/24/2014,925000,4,3,3580,35261,1.5,0,0,3,10,3580,0,1985,0,98072,47.7577,-122.134,3540,36750
7399800110,12/9/2014,565000,4,2.75,1960,48787,1.5,0,0,4,9,1960,0,1983,0,98072,47.7484,-122.111,1970,36425
6917700356,5/14/2014,405100,2,1,840,3522,1,0,0,3,6,840,0,1947,0,98199,47.6575,-122.395,1390,4800
4040800600,6/9/2014,502000,3,1.75,1300,8800,1,0,0,4,8,1300,0,1963,0,98008,47.6199,-122.116,1350,8800
3629920300,11/3/2014,425000,3,2.25,1260,3000,2,0,0,3,7,1260,0,2003,0,98029,47.5454,-121.997,1630,3042
8944290090,6/23/2014,233500,3,2.25,1650,2958,2,0,0,3,7,1650,0,1985,0,98031,47.3916,-122.167,1510,3788
8091410930,3/23/2015,287000,3,2.5,1710,10341,2,0,2,3,7,1710,0,1986,0,98030,47.3494,-122.171,1830,9358
